state,county,year,total,dem,gop,AGE18PLUS_TOT,repturnout,demturnout,turnout,winner
Georgia,EMANUEL COUNTY,2012,8083,2927,5100,17033,0.29941877531849936,0.17184289320730348,0.47454940409792756,red
Georgia,EMANUEL COUNTY,2016,7860,2435,5335,16750,0.31850746268656716,0.14537313432835822,0.4692537313432836,red
Georgia,EMANUEL COUNTY,2020,9501,2884,6551,17032,0.3846289337717238,0.16932832315641147,0.5578323156411461,red
Georgia,EVANS COUNTY,2012,3563,1268,2268,7878,0.2878903274942879,0.16095455699416095,0.4522721502919523,red
Georgia,EVANS COUNTY,2016,3613,1130,2404,7775,0.3091961414790997,0.14533762057877814,0.4646945337620579,red
Georgia,EVANS COUNTY,2020,4247,1324,2888,7842,0.36827339964294825,0.16883448099974496,0.5415710277990309,red
Georgia,FANNIN COUNTY,2012,10017,2028,7857,19300,0.4070984455958549,0.10507772020725388,0.5190155440414508,red
Georgia,FANNIN COUNTY,2016,11812,1923,9632,20740,0.46441658630665383,0.09271938283510126,0.5695274831243973,red
Georgia,FANNIN COUNTY,2020,14850,2571,12169,21950,0.5543963553530752,0.11712984054669703,0.6765375854214123,red
Georgia,FAYETTE COUNTY,2012,58568,19736,38075,80587,0.4724707459019445,0.24490302406095277,0.726767344608932,red
Georgia,FAYETTE COUNTY,2016,60913,23284,35048,85184,0.4114387678437265,0.27333771600300527,0.7150756010518408,red
Georgia,FAYETTE COUNTY,2020,71993,33065,37952,88100,0.43078320090805905,0.3753121452894438,0.8171736662883088,red
Georgia,FLOYD COUNTY,2012,32829,9640,22733,73044,0.311223372214008,0.13197524779584907,0.449441432561196,red
Georgia,FLOYD COUNTY,2016,34608,9159,24114,74026,0.3257504120173993,0.12372679869235134,0.46751141490827547,red
Georgia,FLOYD COUNTY,2020,41648,12008,29123,75897,0.38371740648510483,0.15821442217742468,0.5487436921090425,red
Georgia,FORSYTH COUNTY,2012,81731,14571,65908,131166,0.5024777762529924,0.11108823933031425,0.6231111721025265,red
Georgia,FORSYTH COUNTY,2016,98221,23462,69851,157856,0.44249822623150215,0.14862913034664504,0.6222189843908372,red
Georgia,FORSYTH COUNTY,2020,129305,42203,85122,178574,0.4766763358607636,0.2363333967990861,0.7240975729949489,red
Georgia,FRANKLIN COUNTY,2012,7762,1499,6114,17038,0.35884493485150837,0.08797980983683532,0.45556990257072427,red
Georgia,FRANKLIN COUNTY,2016,8502,1243,7054,17423,0.4048671296562016,0.07134247833323767,0.487975664351719,red
Georgia,FRANKLIN COUNTY,2020,10765,1593,9069,18249,0.4969587374650666,0.08729245438106198,0.5898953367307798,red
Georgia,FULTON COUNTY,2012,397413,255470,137124,746975,0.1835724087151511,0.3420060912346464,0.5320298537434318,blue
Georgia,FULTON COUNTY,2016,431391,297051,117783,791381,0.14883223125144526,0.3753577606740622,0.5451116466025846,blue
Georgia,FULTON COUNTY,2020,524659,381144,137240,835904,0.16418153280759512,0.4559662353571702,0.627654611055815,blue
Georgia,GILMER COUNTY,2012,11018,1958,8926,22270,0.4008082622361922,0.08792096991468343,0.4947462954647508,red
Georgia,GILMER COUNTY,2016,12773,1965,10477,23924,0.4379284400601906,0.0821350944658084,0.5338990135428858,red
Georgia,GILMER COUNTY,2020,16525,2932,13429,25438,0.5279109992923972,0.11526063369761774,0.6496186807138926,red
Georgia,GLASCOCK COUNTY,2012,1333,176,1135,2303,0.4928354320451585,0.07642205818497612,0.5788102475032566,red
Georgia,GLASCOCK COUNTY,2016,1390,138,1235,2281,0.5414291977202981,0.06049978079789566,0.6093818500657606,red
Georgia,GLASCOCK COUNTY,2020,1566,155,1403,2328,0.6026632302405498,0.0665807560137457,0.6726804123711341,red
Georgia,GLYNN COUNTY,2012,33133,11950,20893,61875,0.33766464646464645,0.19313131313131313,0.5354828282828283,red
Georgia,GLYNN COUNTY,2016,34263,11775,21512,65111,0.3303896423031439,0.18084501850685752,0.5262244474819923,red
Georgia,GLYNN COUNTY,2020,41984,15879,25616,67065,0.38195780213225977,0.2367702974726012,0.6260195332886006,red
Georgia,GORDON COUNTY,2012,16897,3440,13197,41143,0.3207593029190871,0.08361082079576113,0.41068954621685344,red
Georgia,GORDON COUNTY,2016,18959,3181,15191,42692,0.35582778974983603,0.07451044692213998,0.4440878853180924,red
Georgia,GORDON COUNTY,2020,24033,4384,19405,44119,0.43983317844919423,0.09936761939300529,0.5447312949069562,red
Georgia,GRADY COUNTY,2012,9396,3419,5924,18800,0.3151063829787234,0.18186170212765956,0.4997872340425532,red
Georgia,GRADY COUNTY,2016,9213,3013,6053,18596,0.32550010755001074,0.16202409120240913,0.49542912454291244,red
Georgia,GRADY COUNTY,2020,10707,3619,7034,18531,0.3795801629701581,0.19529437159354596,0.5777885705034806,red
Georgia,GREENE COUNTY,2012,8323,3201,5071,12892,0.39334470989761094,0.24829351535836178,0.645594166925225,red
Georgia,GREENE COUNTY,2016,8852,3199,5490,13659,0.4019327915660004,0.23420455377406837,0.6480708690240867,red
Georgia,GREENE COUNTY,2020,11247,4088,7068,14883,0.47490425317476315,0.27467580460928576,0.7556944164482967,red
Georgia,GWINNETT COUNTY,2012,296728,132509,159855,598481,0.26710121123310515,0.22140886678106741,0.4958018717386183,red
Georgia,GWINNETT COUNTY,2016,328331,166153,146989,656182,0.22400644943018858,0.25321176137108303,0.5003657521846073,blue
Georgia,GWINNETT COUNTY,2020,413865,241827,166413,687242,0.24214614357096917,0.3518804147592842,0.6022114480779697,blue
Georgia,HABERSHAM COUNTY,2012,14641,2301,12166,33245,0.3659497668822379,0.0692134155512107,0.440397052188299,red
Georgia,HABERSHAM COUNTY,2016,16243,2483,13190,34053,0.38733738583972044,0.0729157489795319,0.47699174815728423,red
Georgia,HABERSHAM COUNTY,2020,20432,3563,16637,35229,0.4722529734025945,0.1011382667688552,0.5799767237219337,red
Georgia,HALL COUNTY,2012,61364,12999,47481,133608,0.3553754266211604,0.09729207831866356,0.4592838752170529,red
Georgia,HALL COUNTY,2016,70694,16180,51733,145065,0.3566194464550374,0.1115362079068004,0.4873263709371661,red
Georgia,HALL COUNTY,2020,90523,25031,64170,153638,0.4176701076556581,0.16292193337585753,0.5891966831122509,red
Georgia,HANCOCK COUNTY,2012,4088,3308,769,7517,0.10230145004656113,0.44006917653319144,0.5438339763203406,blue
Georgia,HANCOCK COUNTY,2016,3580,2701,843,7252,0.11624379481522339,0.37244897959183676,0.4936569222283508,blue
Georgia,HANCOCK COUNTY,2020,4165,2985,1159,7175,0.16153310104529617,0.41602787456445994,0.5804878048780487,blue
Georgia,HARALSON COUNTY,2012,10376,1789,8446,21300,0.3965258215962441,0.0839906103286385,0.48713615023474177,red
Georgia,HARALSON COUNTY,2016,11357,1475,9585,21864,0.43839187705817784,0.0674624954262715,0.5194383461397731,red
Georgia,HARALSON COUNTY,2020,14248,1792,12331,22637,0.5447276582586031,0.07916243318460926,0.6294120245615585,red
Georgia,HARRIS COUNTY,2012,15488,4145,11197,25135,0.44547443803461306,0.16490948876069225,0.6161925601750547,red
Georgia,HARRIS COUNTY,2016,16502,4086,11936,26275,0.4542721217887726,0.15550903901046623,0.6280494766888678,red
Georgia,HARRIS COUNTY,2020,19991,5457,14319,27721,0.5165398073662566,0.19685437033296058,0.7211500306626745,red
Georgia,HART COUNTY,2012,9511,2870,6517,19916,0.32722434223739705,0.14410524201646918,0.4775557340831492,red
Georgia,HART COUNTY,2016,10117,2585,7286,20062,0.3631741601036786,0.12885056325391286,0.5042867111952946,red
Georgia,HART COUNTY,2020,12727,3157,9464,20783,0.45537217918491074,0.1519029976423038,0.6123754992060819,red
Georgia,HEARD COUNTY,2012,4172,948,3160,8795,0.3592950540079591,0.10778851620238772,0.47436043206367257,red
Georgia,HEARD COUNTY,2016,4223,743,3370,8926,0.3775487340354022,0.08323997311225632,0.473112256329823,red
Georgia,HEARD COUNTY,2020,5391,824,4516,9284,0.4864282636794485,0.08875484704868591,0.5806764325721672,red
Georgia,HENRY COUNTY,2012,91378,43761,46774,149675,0.3125037581426424,0.2923734758643728,0.6105094371137465,red
Georgia,HENRY COUNTY,2016,98766,50057,45724,162602,0.28120195323550756,0.3078498419453635,0.6074095029581432,blue
Georgia,HENRY COUNTY,2020,122742,73276,48187,175285,0.27490658071141283,0.41803919331374617,0.7002424622757224,blue
Georgia,HOUSTON COUNTY,2012,58056,22702,34662,107519,0.32238023047089354,0.2111440768608339,0.5399603790957878,red
Georgia,HOUSTON COUNTY,2016,60079,22553,35430,112388,0.31524717941417235,0.20067089013061892,0.5345677474463466,red
Georgia,HOUSTON COUNTY,2020,74823,32232,41534,117543,0.3533515394366317,0.27421454276307394,0.6365585360251143,red
Georgia,IRWIN COUNTY,2012,3709,1141,2538,7404,0.3427876823338736,0.15410588870880604,0.500945434900054,red
Georgia,IRWIN COUNTY,2016,3670,891,2716,7284,0.37287204832509613,0.12232289950576607,0.5038440417353103,red
Georgia,IRWIN COUNTY,2020,4168,1008,3134,7458,0.4202198980960043,0.13515687851971037,0.558862965942612,red
Georgia,JACKSON COUNTY,2012,23704,4238,19135,45118,0.42411011126379716,0.09393146859346602,0.5253778979564697,red
Georgia,JACKSON COUNTY,2016,27190,4491,21784,48496,0.4491916859122402,0.09260557571758496,0.5606647970966677,red
Georgia,JACKSON COUNTY,2020,37670,7642,29497,54499,0.5412392887942898,0.14022275638085102,0.6912053432173068,red
Georgia,JASPER COUNTY,2012,6031,1845,4136,10281,0.4022954965470285,0.17945725124015174,0.5866160879291897,red
Georgia,JASPER COUNTY,2016,6045,1544,4360,10462,0.41674632001529344,0.14758172433569108,0.577805390938635,red
Georgia,JASPER COUNTY,2020,7644,1761,5822,10924,0.5329549615525448,0.16120468692786524,0.699743683632369,red
Georgia,JEFF DAVIS COUNTY,2012,5336,1275,3996,11010,0.3629427792915531,0.11580381471389646,0.4846503178928247,red
Georgia,JEFF DAVIS COUNTY,2016,5096,901,4104,10936,0.37527432333577176,0.08238844184345281,0.46598390636430137,red
Georgia,JEFF DAVIS COUNTY,2020,5771,1028,4695,11177,0.4200590498344815,0.09197459067728371,0.5163281739286034,red
Georgia,JEFFERSON COUNTY,2012,7298,4261,2999,12295,0.24392029280195202,0.34656364375762505,0.5935746238308255,blue
Georgia,JEFFERSON COUNTY,2016,6968,3821,3063,12000,0.25525,0.3184166666666667,0.5806666666666667,blue
Georgia,JEFFERSON COUNTY,2020,7642,4061,3537,11799,0.2997711670480549,0.34418171031443345,0.6476820069497415,blue
Georgia,JENKINS COUNTY,2012,3390,1488,1887,7005,0.26937901498929334,0.21241970021413276,0.48394004282655245,red
Georgia,JENKINS COUNTY,2016,3056,1123,1895,6957,0.27238752335776917,0.16142015236452495,0.4392698002012362,red
Georgia,JENKINS COUNTY,2020,3455,1266,2161,6959,0.31053312257508264,0.18192269004167266,0.4964793792211525,red
Georgia,JOHNSON COUNTY,2012,3772,1305,2440,7973,0.30603286090555626,0.16367741126301266,0.473096701367114,red
Georgia,JOHNSON COUNTY,2016,3686,1136,2519,7889,0.3193053618963113,0.14399797185955127,0.46723285587526936,red
Georgia,JOHNSON COUNTY,2020,4100,1222,2850,7827,0.3641241855116903,0.15612622971764406,0.5238277756483966,red
Georgia,JONES COUNTY,2012,12105,4274,7744,21405,0.361784629759402,0.19967297360429806,0.5655220742817099,red
Georgia,JONES COUNTY,2016,12551,3961,8305,21734,0.38212018036256556,0.1822490107665409,0.5774822858194534,red
Georgia,JONES COUNTY,2020,14966,4888,9965,22203,0.4488132234382741,0.22015043012205557,0.6740530558933477,red
Georgia,LAMAR COUNTY,2012,7592,2602,4899,14187,0.3453161344893212,0.18340734475223797,0.5351378022132939,red
Georgia,LAMAR COUNTY,2016,7612,2270,5190,14637,0.3545808567329371,0.15508642481382798,0.5200519232083077,red
Georgia,LAMAR COUNTY,2020,9039,2615,6330,15106,0.41903879253276843,0.17311002250761287,0.5983715080100622,red
Georgia,LANIER COUNTY,2012,2972,1114,1820,7798,0.2333931777378815,0.14285714285714285,0.38112336496537574,red
Georgia,LANIER COUNTY,2016,2871,806,1984,7806,0.2541634640020497,0.1032539072508327,0.36779400461183703,red
Georgia,LANIER COUNTY,2020,3576,1019,2509,7929,0.31643334594526423,0.12851557573464498,0.4510026485054862,red
Georgia,LAURENS COUNTY,2012,19604,7513,11950,35781,0.33397613258433245,0.2099717727285431,0.5478885441994354,red
Georgia,LAURENS COUNTY,2016,19530,6752,12411,35526,0.3493497719979733,0.19005798570061364,0.5497382198952879,red
Georgia,LAURENS COUNTY,2020,22729,8073,14493,35914,0.40354736314529155,0.2247869911455143,0.6328729743275603,red
Georgia,LEE COUNTY,2012,13628,3196,10314,20848,0.4947237145049885,0.15330007674597085,0.6536838066001535,red
Georgia,LEE COUNTY,2016,14143,3170,10646,21408,0.49729073243647237,0.14807548579970103,0.6606408819133034,red
Georgia,LEE COUNTY,2020,16714,4558,12007,22122,0.5427628605008589,0.20603923695868367,0.755537474007775,red
Georgia,LIBERTY COUNTY,2012,16170,10457,5565,45357,0.12269329982141676,0.2305487576338823,0.35650505985845626,blue
Georgia,LIBERTY COUNTY,2016,16143,9556,6134,44090,0.1391245180312996,0.2167384894533908,0.36613744613290994,blue
Georgia,LIBERTY COUNTY,2020,21389,13099,7959,44034,0.1807466957351138,0.2974746786574011,0.4857382931371213,blue
Georgia,LINCOLN COUNTY,2012,4426,1586,2807,6268,0.4478302488832163,0.2530312699425654,0.706126356094448,red
Georgia,LINCOLN COUNTY,2016,4102,1273,2759,6314,0.4369654735508394,0.2016154577130187,0.6496674057649667,red
Georgia,LINCOLN COUNTY,2020,4650,1435,3179,6444,0.4933271260086903,0.22268777157045314,0.7216014897579144,red
Georgia,LONG COUNTY,2012,3802,1442,2306,11246,0.20505068468788903,0.128223368308732,0.3380757602703183,red
Georgia,LONG COUNTY,2016,4117,1360,2626,13164,0.19948343968398663,0.10331206320267396,0.31274688544515344,red
Georgia,LONG COUNTY,2020,5656,2033,3528,14239,0.24777020858206333,0.1427768803989044,0.39721890582203806,red
Georgia,LOWNDES COUNTY,2012,39137,17470,21327,86953,0.24527043345255484,0.20091313698204777,0.4500937287960162,red
Georgia,LOWNDES COUNTY,2016,37805,15064,21635,86994,0.2486953123203899,0.17316136745062877,0.43457020024369497,red
Georgia,LOWNDES COUNTY,2020,46355,20117,25691,89086,0.2883842579080888,0.22581550411961476,0.5203398962799991,red
Georgia,LUMPKIN COUNTY,2012,10905,2055,8647,24582,0.35176145146855425,0.08359775445447888,0.44361728093727115,red
Georgia,LUMPKIN COUNTY,2016,12425,2220,9619,25693,0.37438212742770405,0.08640485735414315,0.4835947534347877,red
Georgia,LUMPKIN COUNTY,2020,15531,3126,12163,27813,0.4373134864991191,0.11239348506094272,0.5584079387336857,red
Georgia,MACON COUNTY,2012,4781,3211,1545,11297,0.13676197220501018,0.28423475258918296,0.42320970169071437,blue
Georgia,MACON COUNTY,2016,4287,2705,1540,10817,0.14236849403716373,0.2500693353055376,0.39632060645280576,blue
Georgia,MACON COUNTY,2020,4662,2857,1783,10551,0.16898872144820395,0.27078002085110414,0.4418538527153824,blue
Georgia,MADISON COUNTY,2012,11104,2494,8443,21455,0.39352132370076903,0.11624329993008622,0.5175483570263342,red
Georgia,MADISON COUNTY,2016,11998,2425,9201,22177,0.41488929972494026,0.10934752220769266,0.5410109572981017,red
Georgia,MADISON COUNTY,2020,14937,3411,11326,23048,0.49140923290524124,0.14799548767788961,0.6480822631030893,red
Georgia,MARION COUNTY,2012,3170,1412,1733,6621,0.26174293913306146,0.21326083673161153,0.4787796405376831,red
Georgia,MARION COUNTY,2016,3190,1213,1921,6628,0.28983101991550997,0.18301146650573324,0.48129149064574533,red
Georgia,MARION COUNTY,2020,3624,1311,2275,6633,0.34298205939996984,0.19764812302125734,0.5463591135232926,red
Georgia,MCDUFFIE COUNTY,2012,9592,4044,5475,16039,0.3413554461001309,0.2521354199139597,0.5980422719620924,red
Georgia,MCDUFFIE COUNTY,2016,9268,3699,5432,15958,0.3403935330241885,0.23179596440656725,0.5807745331495174,red
Georgia,MCDUFFIE COUNTY,2020,10455,4168,6169,16012,0.385273544841369,0.26030477142143393,0.6529477891581315,red
Georgia,MCINTOSH COUNTY,2012,6341,2864,3409,11168,0.3052471346704871,0.25644699140401145,0.5677829512893983,red
Georgia,MCINTOSH COUNTY,2016,5903,2303,3487,11614,0.30024108834165664,0.19829516101257103,0.5082658859996556,red
Georgia,MCINTOSH COUNTY,2020,6696,2612,4016,12111,0.33159937247130705,0.21567170341012304,0.5528858062918008,red
Georgia,MERIWETHER COUNTY,2012,9264,4331,4856,16509,0.294142588890908,0.26234175298322127,0.5611484644739233,red
Georgia,MERIWETHER COUNTY,2016,9217,3804,5222,16446,0.31752401799829744,0.23130244436337102,0.5604402286270218,red
Georgia,MERIWETHER COUNTY,2020,10877,4287,6524,16718,0.3902380667543965,0.25643019499940184,0.6506161024045939,red
Georgia,MILLER COUNTY,2012,2775,852,1905,4583,0.4156665939341043,0.18590442941304822,0.6054985817150338,red
Georgia,MILLER COUNTY,2016,2544,623,1891,4516,0.4187333923826395,0.1379539415411869,0.5633303808680248,red
Georgia,MILLER COUNTY,2020,2835,749,2066,4410,0.4684807256235828,0.16984126984126985,0.6428571428571429,red
Georgia,MITCHELL COUNTY,2012,8275,4081,4155,17464,0.23791800274851121,0.233680714612918,0.47383188273018784,red
Georgia,MITCHELL COUNTY,2016,7880,3493,4279,17245,0.24812989272252828,0.20255146419251957,0.45694404175123227,red
Georgia,MITCHELL COUNTY,2020,8963,3995,4935,16956,0.2910474168435952,0.23560981363529135,0.5286034442085398,red
Georgia,MONROE COUNTY,2012,12277,3785,8361,20582,0.406228743562336,0.1838985521329317,0.5964920804586532,red
Georgia,MONROE COUNTY,2016,12687,3571,8832,21306,0.41453111799493103,0.1676053693795175,0.5954660658969304,red
Georgia,MONROE COUNTY,2020,15592,4384,11060,21985,0.5030702751876279,0.19940868774164203,0.7092108255628838,red
Georgia,MONTGOMERY COUNTY,2012,3832,1135,2662,6882,0.3868061609997094,0.16492298750363266,0.5568148793955245,red
Georgia,MONTGOMERY COUNTY,2016,3576,847,2670,7090,0.3765867418899859,0.11946403385049366,0.5043723554301833,red
Georgia,MONTGOMERY COUNTY,2020,3966,979,2960,7342,0.4031599019340779,0.13334241351130482,0.5401797875238354,red
Georgia,MORGAN COUNTY,2012,9027,2753,6186,13509,0.4579169442593826,0.2037900658820046,0.6682211858760826,red
Georgia,MORGAN COUNTY,2016,9475,2663,6559,13986,0.46896896896896895,0.1904046904046904,0.6774631774631774,red
Georgia,MORGAN COUNTY,2020,11707,3355,8230,14938,0.5509439014593653,0.22459499263622976,0.7837059847369126,red
Georgia,MURRAY COUNTY,2012,11217,2542,8443,29070,0.29043687650498795,0.08744410044719642,0.38586171310629513,red
Georgia,MURRAY COUNTY,2016,12458,1800,10341,29465,0.35095876463600884,0.061089428135075514,0.42280671983709484,red
Georgia,MURRAY COUNTY,2020,15389,2302,12943,30292,0.42727452792816584,0.0759936616928562,0.5080219199788724,red
Georgia,MUSCOGEE COUNTY,2012,70603,42573,27510,149202,0.18438090642216592,0.28533799815015887,0.47320411254540823,blue
Georgia,MUSCOGEE COUNTY,2016,69032,39851,26976,147564,0.18280881515816866,0.27005909300371367,0.4678105771055271,blue
Georgia,MUSCOGEE COUNTY,2020,80543,49529,30049,147358,0.2039183485117876,0.336113410876912,0.5465804367594566,blue
Georgia,NEWTON COUNTY,2012,43234,21851,20982,72955,0.28760194640531833,0.29951339867041327,0.5926118840381057,blue
Georgia,NEWTON COUNTY,2016,43987,21943,20913,78081,0.26783724593691166,0.28102867534995707,0.563350879215174,blue
Georgia,NEWTON COUNTY,2020,54239,29794,23869,82882,0.2879877416085519,0.3594749161458459,0.654412297000555,blue
Georgia,OCONEE COUNTY,2012,17817,4421,13098,24378,0.5372877184346542,0.18135203872343916,0.7308638936746247,red
Georgia,OCONEE COUNTY,2016,20149,5581,13425,27031,0.4966519921571529,0.20646664940253784,0.7454034256964226,red
Georgia,OCONEE COUNTY,2020,25168,8162,16595,29670,0.5593191776204921,0.275092686215032,0.8482642399730367,red
Georgia,OGLETHORPE COUNTY,2012,6273,1914,4251,11241,0.3781692020282893,0.17026954897251134,0.5580464371497198,red
Georgia,OGLETHORPE COUNTY,2016,6674,1831,4625,11542,0.40071044879570267,0.1586380176745798,0.5782360076243286,red
Georgia,OGLETHORPE COUNTY,2020,8131,2436,5593,12099,0.4622696090585999,0.20133895363253163,0.6720390114885527,red
Georgia,PAULDING COUNTY,2012,57399,15825,40846,102819,0.3972612065863313,0.15391124208560675,0.5582528520993202,red
Georgia,PAULDING COUNTY,2016,64890,18025,44662,113430,0.39374063298950895,0.15890857797760732,0.5720708807193864,red
Georgia,PAULDING COUNTY,2020,85385,29704,54525,125010,0.4361651067914567,0.23761299096072314,0.6830253579713623,red
Georgia,PEACH COUNTY,2012,11516,6148,5287,21683,0.24383157312180048,0.2835401005395932,0.5311073190979108,blue
Georgia,PEACH COUNTY,2016,10752,5100,5413,21094,0.2566132549540154,0.24177491229733575,0.5097184033374419,red
Georgia,PEACH COUNTY,2020,12545,5920,6502,21821,0.29796984556161493,0.2712982906374593,0.574904908116035,red
Georgia,PICKENS COUNTY,2012,12680,1975,10547,22933,0.45990494047878605,0.08612043779706101,0.5529150132996119,red
Georgia,PICKENS COUNTY,2016,14038,1979,11651,24362,0.47824480748707004,0.08123306789261965,0.5762252688613414,red
Georgia,PICKENS COUNTY,2020,17116,2808,14075,26138,0.5384880250975591,0.10742979569974749,0.6548320452980335,red
Georgia,PIERCE COUNTY,2012,6846,1124,5667,14076,0.4026001705029838,0.07985223074737141,0.4863597612958227,red
Georgia,PIERCE COUNTY,2016,7311,903,6302,14314,0.44026826882772113,0.0630850915187928,0.5107586977783988,red
Georgia,PIERCE COUNTY,2020,9048,1100,7899,14696,0.5374931954273272,0.0748502994011976,0.6156777354382145,red
Georgia,PIKE COUNTY,2012,8109,1356,6668,13178,0.5059948398846562,0.1028987706784034,0.615343754742753,red
Georgia,PIKE COUNTY,2016,8725,1240,7278,13658,0.5328745057841558,0.09078928100746815,0.638819739346903,red
Georgia,PIKE COUNTY,2020,10720,1505,9127,14613,0.6245808526654348,0.10299048792171354,0.7335933757613085,red
Georgia,POLK COUNTY,2012,13608,3615,9811,30239,0.32444855980687193,0.11954760408743675,0.4500148814444922,red
Georgia,POLK COUNTY,2016,14215,2867,11014,30858,0.3569252705943353,0.09290945621880874,0.46065850022684557,red
Georgia,POLK COUNTY,2020,17399,3658,13589,31800,0.42732704402515725,0.1150314465408805,0.5471383647798742,red
Georgia,PULASKI COUNTY,2012,3682,1219,2444,9341,0.26164222246012203,0.1304999464725404,0.39417621239695966,red
Georgia,PULASKI COUNTY,2016,3605,1104,2437,9170,0.2657579062159215,0.12039258451472191,0.3931297709923664,red
Georgia,PULASKI COUNTY,2020,4059,1217,2805,9128,0.307296231375986,0.13332602979842242,0.4446757230499562,red
Georgia,PUTNAM COUNTY,2012,9222,2926,6215,16562,0.3752566115203478,0.17666948436179206,0.5568168095640623,red
Georgia,PUTNAM COUNTY,2016,9488,2758,6544,17059,0.3836098247259511,0.1616741895773492,0.5561873497860367,red
Georgia,PUTNAM COUNTY,2020,11855,3448,8291,17786,0.4661531541661981,0.19386033959293827,0.6665354773417295,red
Georgia,QUITMAN COUNTY,2012,1128,612,510,1926,0.26479750778816197,0.3177570093457944,0.5856697819314641,blue
Georgia,QUITMAN COUNTY,2016,1044,461,575,1892,0.30391120507399577,0.24365750528541227,0.5517970401691332,red
Georgia,QUITMAN COUNTY,2020,1106,497,604,1869,0.323167469234885,0.26591760299625467,0.5917602996254682,red
Georgia,RABUN COUNTY,2012,7463,1559,5754,13086,0.4397065566254012,0.11913495338529727,0.5703041418309643,red
Georgia,RABUN COUNTY,2016,7992,1444,6287,13551,0.4639509999262047,0.10656040144638772,0.5897719725481514,red
Georgia,RABUN COUNTY,2020,9568,1984,7474,14298,0.5227304518114422,0.13876066582738844,0.6691845013288572,red
Georgia,RANDOLPH COUNTY,2012,3058,1770,1271,5692,0.22329585382993675,0.31096275474349966,0.5372452565003514,blue
Georgia,RANDOLPH COUNTY,2016,2899,1598,1271,5660,0.2245583038869258,0.2823321554770318,0.5121908127208481,blue
Georgia,RANDOLPH COUNTY,2020,3074,1671,1391,5401,0.2575448990927606,0.30938715052768007,0.569153860396223,blue
Georgia,RICHMOND COUNTY,2012,79020,52560,25845,153534,0.16833404978701785,0.3423345968971042,0.5146742741021533,blue
Georgia,RICHMOND COUNTY,2016,75515,48814,24461,155030,0.15778236470360577,0.31486809004708766,0.4870992711088176,blue
Georgia,RICHMOND COUNTY,2020,87016,59124,26781,156465,0.17116287987728884,0.3778736458632921,0.5561371552743425,blue
Georgia,ROCKDALE COUNTY,2012,38085,22023,15716,63052,0.2492545835183658,0.3492831313836199,0.6040252490008248,blue
Georgia,ROCKDALE COUNTY,2016,37869,23255,13478,66538,0.20256094261925517,0.3494995341008146,0.5691334275151041,blue
Georgia,ROCKDALE COUNTY,2020,44686,31244,13012,68889,0.1888835663168285,0.45354120396580005,0.6486666956988779,blue
Georgia,SCHLEY COUNTY,2012,1748,448,1286,3610,0.3562326869806094,0.12409972299168975,0.4842105263157895,red
Georgia,SCHLEY COUNTY,2016,1909,401,1472,3845,0.38283485045513654,0.10429128738621586,0.49648894668400523,red
Georgia,SCHLEY COUNTY,2020,2275,462,1800,4003,0.4496627529352985,0.11541343992005995,0.5683237571821134,red
Georgia,SCREVEN COUNTY,2012,6100,2774,3287,10789,0.3046621558995273,0.2571137269441097,0.5653906756882009,red
Georgia,SCREVEN COUNTY,2016,5715,2300,3305,10994,0.3006185191922867,0.20920502092050208,0.5198289976350737,red
Georgia,SCREVEN COUNTY,2020,6628,2661,3916,11008,0.35574127906976744,0.24173328488372092,0.6021075581395349,red
Georgia,SEMINOLE COUNTY,2012,3769,1478,2245,6843,0.3280724828291685,0.21598714014321205,0.5507818208388134,red
Georgia,SEMINOLE COUNTY,2016,3588,1189,2345,6631,0.35364198461770474,0.17930930478057608,0.5410948574875585,red
Georgia,SEMINOLE COUNTY,2020,3884,1254,2611,6406,0.40758663752731816,0.19575398064314706,0.6063065875741492,red
Georgia,SPALDING COUNTY,2012,25088,9898,14911,47907,0.3112488780345252,0.20660863756862255,0.5236812991838353,red
Georgia,SPALDING COUNTY,2016,25704,9357,15646,49108,0.31860389345931417,0.1905392196790747,0.5234177730715973,red
Georgia,SPALDING COUNTY,2020,30116,11784,18057,51061,0.3536358473198723,0.2307827892129022,0.5898043516578211,red
Georgia,STEPHENS COUNTY,2012,9498,2131,7221,19928,0.36235447611401045,0.10693496587715777,0.47661581694098754,red
Georgia,STEPHENS COUNTY,2016,9815,1837,7686,19874,0.3867364395692865,0.09243232363892523,0.4938613263560431,red
Georgia,STEPHENS COUNTY,2020,11885,2385,9368,20097,0.46613922475991443,0.11867442901925661,0.59138179827835,red
Georgia,STEWART COUNTY,2012,2076,1323,745,5231,0.14242018734467596,0.25291531255974004,0.39686484419805007,blue
Georgia,STEWART COUNTY,2016,2058,1222,805,5326,0.15114532482162973,0.22944048066090875,0.3864063086744273,blue
Georgia,STEWART COUNTY,2020,1990,1182,801,5904,0.13567073170731708,0.20020325203252032,0.337059620596206,blue
Georgia,SUMTER COUNTY,2012,11831,6375,5378,23738,0.2265565759541663,0.26855674446035893,0.49839919117027554,blue
Georgia,SUMTER COUNTY,2016,10974,5520,5276,23276,0.22667124935555938,0.23715415019762845,0.471472761642894,blue
Georgia,SUMTER COUNTY,2020,12150,6318,5732,22842,0.25094124857718236,0.2765957446808511,0.5319148936170213,blue
Georgia,TALBOT COUNTY,2012,3491,2265,1202,5350,0.22467289719626168,0.42336448598130844,0.6525233644859814,blue
