year,state,state_po,county,dem,gop,other,total
2012,Arizona,AZ,APACHE COUNTY,17147,8250,451,25848
2012,Arizona,AZ,COCHISE COUNTY,18546,29497,960,49003
2012,Arizona,AZ,COCONINO COUNTY,29257,21220,1254,51731
2012,Arizona,AZ,GILA COUNTY,7697,13455,376,21528
2012,Arizona,AZ,GRAHAM COUNTY,3609,8076,170,11855
2012,Arizona,AZ,GREENLEE COUNTY,1310,1592,72,2974
2012,Arizona,AZ,LA PAZ COUNTY,1880,3714,123,5717
2012,Arizona,AZ,MARICOPA COUNTY,602288,749885,24385,1376558
2012,Arizona,AZ,MOHAVE COUNTY,19533,49168,1309,70010
2012,Arizona,AZ,NAVAJO COUNTY,16945,19884,506,37335
2012,Arizona,AZ,PIMA COUNTY,201251,174779,6220,382250
2012,Arizona,AZ,PINAL COUNTY,44306,62079,1930,108315
2012,Arizona,AZ,SANTA CRUZ COUNTY,9486,4235,173,13894
2012,Arizona,AZ,YAVAPAI COUNTY,33918,64468,1897,100283
2012,Arizona,AZ,YUMA COUNTY,18059,23352,542,41953
2012,Florida,FL,ALACHUA COUNTY,69699,48797,1922,120418
2012,Florida,FL,BAKER COUNTY,2311,8975,82,11368
2012,Florida,FL,BAY COUNTY,22051,56876,934,79861
2012,Florida,FL,BRADFORD COUNTY,3325,8219,91,11635
2012,Florida,FL,BREVARD COUNTY,122993,159300,3266,285559
2012,Florida,FL,BROWARD COUNTY,508312,244101,4009,756422
2012,Florida,FL,CALHOUN COUNTY,1664,4366,122,6152
2012,Florida,FL,CHARLOTTE COUNTY,35906,47996,780,84682
2012,Florida,FL,CITRUS COUNTY,28460,44662,813,73935
2012,Florida,FL,CLAY COUNTY,25759,70022,808,96589
2012,Florida,FL,COLLIER COUNTY,51698,96520,894,149112
2012,Florida,FL,COLUMBIA COUNTY,8462,18429,272,27163
2012,Florida,FL,DESOTO COUNTY,4174,5587,104,9865
2012,Florida,FL,DIXIE COUNTY,1798,5052,91,6941
2012,Florida,FL,DUVAL COUNTY,196737,211615,3496,411848
2012,Florida,FL,ESCAMBIA COUNTY,58185,88711,1606,148502
2012,Florida,FL,FLAGLER COUNTY,23207,26969,419,50595
2012,Florida,FL,FRANKLIN COUNTY,1845,3570,59,5474
2012,Florida,FL,GADSDEN COUNTY,15770,6630,99,22499
2012,Florida,FL,GILCHRIST COUNTY,1885,5917,107,7909
2012,Florida,FL,GLADES COUNTY,1603,2344,42,3989
2012,Florida,FL,GULF COUNTY,2014,4995,99,7108
2012,Florida,FL,HAMILTON COUNTY,2228,3138,41,5407
2012,Florida,FL,HARDEE COUNTY,2463,4696,67,7226
2012,Florida,FL,HENDRY COUNTY,4751,5355,79,10185
2012,Florida,FL,HERNANDO COUNTY,37830,44938,899,83667
2012,Florida,FL,HIGHLANDS COUNTY,16148,25915,381,42444
2012,Florida,FL,HILLSBOROUGH COUNTY,286467,250186,5449,542102
2012,Florida,FL,HOLMES COUNTY,1264,6919,91,8274
2012,Florida,FL,INDIAN RIVER COUNTY,27492,43450,522,71464
2012,Florida,FL,JACKSON COUNTY,7342,13418,181,20941
2012,Florida,FL,JEFFERSON COUNTY,3945,3808,55,7808
2012,Florida,FL,LAFAYETTE COUNTY,687,2668,44,3399
2012,Florida,FL,LAKE COUNTY,61799,87643,1369,150811
2012,Florida,FL,LEE COUNTY,110157,154163,1846,266166
2012,Florida,FL,LEON COUNTY,90881,55805,1667,148353
2012,Florida,FL,LEVY COUNTY,6119,12054,226,18399
2012,Florida,FL,LIBERTY COUNTY,942,2301,41,3284
2012,Florida,FL,MADISON COUNTY,4176,4474,65,8715
2012,Florida,FL,MANATEE COUNTY,66503,85627,1361,153491
2012,Florida,FL,MARION COUNTY,66831,93043,1511,161385
2012,Florida,FL,MARTIN COUNTY,30107,48183,583,78873
2012,Florida,FL,MIAMI-DADE COUNTY,541440,332981,3893,878314
2012,Florida,FL,MONROE COUNTY,19404,19234,419,39057
2012,Florida,FL,NASSAU COUNTY,10251,29929,348,40528
2012,Florida,FL,OKALOOSA COUNTY,23421,70168,1209,94798
2012,Florida,FL,OKEECHOBEE COUNTY,4856,7328,140,12324
2012,Florida,FL,ORANGE COUNTY,273665,188589,4105,466359
2012,Florida,FL,OSCEOLA COUNTY,67239,40592,867,108698
2012,Florida,FL,PALM BEACH COUNTY,349651,247398,3672,600721
2012,Florida,FL,PASCO COUNTY,98263,112427,2883,213573
2012,Florida,FL,PINELLAS COUNTY,239104,213258,5340,457702
2012,Florida,FL,POLK COUNTY,114622,131577,2484,248683
2012,Florida,FL,PUTNAM COUNTY,11667,19326,331,31324
2012,Florida,FL,ST. JOHNS COUNTY,35190,78513,1092,114795
2012,Florida,FL,ST. LUCIE COUNTY,65869,56202,956,123027
2012,Florida,FL,SANTA ROSA COUNTY,17768,58186,892,76846
2012,Florida,FL,SARASOTA COUNTY,95119,110504,1857,207480
2012,Florida,FL,SEMINOLE COUNTY,96445,109943,2232,208620
2012,Florida,FL,SUMTER COUNTY,19524,40646,309,60479
2012,Florida,FL,SUWANNEE COUNTY,4751,12672,206,17629
2012,Florida,FL,TAYLOR COUNTY,2764,6249,107,9120
2012,Florida,FL,UNION COUNTY,1339,3980,74,5393
2012,Florida,FL,VOLUSIA COUNTY,114748,117490,2298,234536
2012,Florida,FL,WAKULLA COUNTY,5175,9290,195,14660
2012,Florida,FL,WALTON COUNTY,6671,21490,333,28494
2012,Florida,FL,WASHINGTON COUNTY,2820,8038,141,10999
2012,Georgia,GA,APPLING COUNTY,1758,5233,95,7086
2012,Georgia,GA,ATKINSON COUNTY,930,1938,34,2902
2012,Georgia,GA,BACON COUNTY,791,3093,47,3931
2012,Georgia,GA,BAKER COUNTY,794,785,10,1589
2012,Georgia,GA,BALDWIN COUNTY,8483,7589,166,16238
2012,Georgia,GA,BANKS COUNTY,780,5354,61,6195
2012,Georgia,GA,BARROW COUNTY,6028,18725,446,25199
2012,Georgia,GA,BARTOW COUNTY,8396,26876,530,35802
2012,Georgia,GA,BEN HILL COUNTY,2512,3396,48,5956
2012,Georgia,GA,BERRIEN COUNTY,1273,4843,85,6201
2012,Georgia,GA,BIBB COUNTY,38585,25623,510,64718
2012,Georgia,GA,BLECKLEY COUNTY,1269,3587,51,4907
2012,Georgia,GA,BRANTLEY COUNTY,939,4964,99,6002
2012,Georgia,GA,BROOKS COUNTY,3138,3554,50,6742
2012,Georgia,GA,BRYAN COUNTY,3707,9560,186,13453
2012,Georgia,GA,BULLOCH COUNTY,9593,14174,318,24085
2012,Georgia,GA,BURKE COUNTY,5405,4301,73,9779
2012,Georgia,GA,BUTTS COUNTY,2968,6306,107,9381
2012,Georgia,GA,CALHOUN COUNTY,1298,883,7,2188
2012,Georgia,GA,CAMDEN COUNTY,6377,11343,263,17983
2012,Georgia,GA,CANDLER COUNTY,1157,2344,27,3528
2012,Georgia,GA,CARROLL COUNTY,12688,28280,581,41549
2012,Georgia,GA,CATOOSA COUNTY,5365,17858,455,23678
2012,Georgia,GA,CHARLTON COUNTY,1197,2527,40,3764
2012,Georgia,GA,CHATHAM COUNTY,60246,47204,1178,108628
2012,Georgia,GA,CHATTAHOOCHEE COUNTY,729,735,26,1490
2012,Georgia,GA,CHATTOOGA COUNTY,2232,5452,138,7822
2012,Georgia,GA,CHEROKEE COUNTY,19841,76514,1865,98220
2012,Georgia,GA,CLARKE COUNTY,25431,13815,1122,40368
2012,Georgia,GA,CLAY COUNTY,862,537,3,1402
2012,Georgia,GA,CLAYTON COUNTY,81479,14164,424,96067
2012,Georgia,GA,CLINCH COUNTY,852,1598,22,2472
2012,Georgia,GA,COBB COUNTY,133124,171722,5270,310116
2012,Georgia,GA,COFFEE COUNTY,5057,9248,149,14454
2012,Georgia,GA,COLQUITT COUNTY,3973,9243,112,13328
2012,Georgia,GA,COLUMBIA COUNTY,16451,41765,707,58923
2012,Georgia,GA,COOK COUNTY,2042,3935,54,6031
2012,Georgia,GA,COWETA COUNTY,15168,39653,734,55555
2012,Georgia,GA,CRAWFORD COUNTY,1706,3368,59,5133
2012,Georgia,GA,CRISP COUNTY,3167,4182,47,7396
2012,Georgia,GA,DADE COUNTY,1411,4471,138,6020
2012,Georgia,GA,DAWSON COUNTY,1241,8847,156,10244
2012,Georgia,GA,DECATUR COUNTY,4591,5824,70,10485
2012,Georgia,GA,DEKALB COUNTY,238224,64392,3649,306265
2012,Georgia,GA,DODGE COUNTY,2442,5214,77,7733
2012,Georgia,GA,DOOLY COUNTY,2285,1985,28,4298
2012,Georgia,GA,DOUGHERTY COUNTY,26295,11449,175,37919
2012,Georgia,GA,DOUGLAS COUNTY,28441,26241,585,55267
2012,Georgia,GA,EARLY COUNTY,2765,2557,31,5353
2012,Georgia,GA,ECHOLS COUNTY,173,917,12,1102
2012,Georgia,GA,EFFINGHAM COUNTY,4947,15596,273,20816
2012,Georgia,GA,ELBERT COUNTY,3181,4859,103,8143
2012,Georgia,GA,EMANUEL COUNTY,2927,5100,56,8083
2012,Georgia,GA,EVANS COUNTY,1268,2268,27,3563
2012,Georgia,GA,FANNIN COUNTY,2028,7857,132,10017
2012,Georgia,GA,FAYETTE COUNTY,19736,38075,757,58568
2012,Georgia,GA,FLOYD COUNTY,9640,22733,456,32829
2012,Georgia,GA,FORSYTH COUNTY,14571,65908,1252,81731
2012,Georgia,GA,FRANKLIN COUNTY,1499,6114,149,7762
2012,Georgia,GA,FULTON COUNTY,255470,137124,4819,397413
2012,Georgia,GA,GILMER COUNTY,1958,8926,134,11018
2012,Georgia,GA,GLASCOCK COUNTY,176,1135,22,1333
2012,Georgia,GA,GLYNN COUNTY,11950,20893,290,33133
2012,Georgia,GA,GORDON COUNTY,3440,13197,260,16897
2012,Georgia,GA,GRADY COUNTY,3419,5924,53,9396
2012,Georgia,GA,GREENE COUNTY,3201,5071,51,8323
2012,Georgia,GA,GWINNETT COUNTY,132509,159855,4364,296728
2012,Georgia,GA,HABERSHAM COUNTY,2301,12166,174,14641
2012,Georgia,GA,HALL COUNTY,12999,47481,884,61364
2012,Georgia,GA,HANCOCK COUNTY,3308,769,11,4088
2012,Georgia,GA,HARALSON COUNTY,1789,8446,141,10376
2012,Georgia,GA,HARRIS COUNTY,4145,11197,146,15488
2012,Georgia,GA,HART COUNTY,2870,6517,124,9511
2012,Georgia,GA,HEARD COUNTY,948,3160,64,4172
2012,Georgia,GA,HENRY COUNTY,43761,46774,843,91378
2012,Georgia,GA,HOUSTON COUNTY,22702,34662,692,58056
2012,Georgia,GA,IRWIN COUNTY,1141,2538,30,3709
2012,Georgia,GA,JACKSON COUNTY,4238,19135,331,23704
2012,Georgia,GA,JASPER COUNTY,1845,4136,50,6031
2012,Georgia,GA,JEFF DAVIS COUNTY,1275,3996,65,5336
2012,Georgia,GA,JEFFERSON COUNTY,4261,2999,38,7298
2012,Georgia,GA,JENKINS COUNTY,1488,1887,15,3390
2012,Georgia,GA,JOHNSON COUNTY,1305,2440,27,3772
2012,Georgia,GA,JONES COUNTY,4274,7744,87,12105
2012,Georgia,GA,LAMAR COUNTY,2602,4899,91,7592
2012,Georgia,GA,LANIER COUNTY,1114,1820,38,2972
2012,Georgia,GA,LAURENS COUNTY,7513,11950,141,19604
2012,Georgia,GA,LEE COUNTY,3196,10314,118,13628
2012,Georgia,GA,LIBERTY COUNTY,10457,5565,148,16170
2012,Georgia,GA,LINCOLN COUNTY,1586,2807,33,4426
2012,Georgia,GA,LONG COUNTY,1442,2306,54,3802
2012,Georgia,GA,LOWNDES COUNTY,17470,21327,340,39137
2012,Georgia,GA,LUMPKIN COUNTY,2055,8647,203,10905
2012,Georgia,GA,MCDUFFIE COUNTY,4044,5475,73,9592
2012,Georgia,GA,MCINTOSH COUNTY,2864,3409,68,6341
2012,Georgia,GA,MACON COUNTY,3211,1545,25,4781
2012,Georgia,GA,MADISON COUNTY,2494,8443,167,11104
2012,Georgia,GA,MARION COUNTY,1412,1733,25,3170
2012,Georgia,GA,MERIWETHER COUNTY,4331,4856,77,9264
2012,Georgia,GA,MILLER COUNTY,852,1905,18,2775
2012,Georgia,GA,MITCHELL COUNTY,4081,4155,39,8275
2012,Georgia,GA,MONROE COUNTY,3785,8361,131,12277
2012,Georgia,GA,MONTGOMERY COUNTY,1135,2662,35,3832
2012,Georgia,GA,MORGAN COUNTY,2753,6186,88,9027
2012,Georgia,GA,MURRAY COUNTY,2542,8443,232,11217
2012,Georgia,GA,MUSCOGEE COUNTY,42573,27510,520,70603
2012,Georgia,GA,NEWTON COUNTY,21851,20982,401,43234
2012,Georgia,GA,OCONEE COUNTY,4421,13098,298,17817
2012,Georgia,GA,OGLETHORPE COUNTY,1914,4251,108,6273
2012,Georgia,GA,PAULDING COUNTY,15825,40846,728,57399
2012,Georgia,GA,PEACH COUNTY,6148,5287,81,11516
2012,Georgia,GA,PICKENS COUNTY,1975,10547,158,12680
2012,Georgia,GA,PIERCE COUNTY,1124,5667,55,6846
2012,Georgia,GA,PIKE COUNTY,1356,6668,85,8109
2012,Georgia,GA,POLK COUNTY,3615,9811,182,13608
2012,Georgia,GA,PULASKI COUNTY,1219,2444,19,3682
2012,Georgia,GA,PUTNAM COUNTY,2926,6215,81,9222
2012,Georgia,GA,QUITMAN COUNTY,612,510,6,1128
2012,Georgia,GA,RABUN COUNTY,1559,5754,150,7463
2012,Georgia,GA,RANDOLPH COUNTY,1770,1271,17,3058
2012,Georgia,GA,RICHMOND COUNTY,52560,25845,615,79020
2012,Georgia,GA,ROCKDALE COUNTY,22023,15716,346,38085
2012,Georgia,GA,SCHLEY COUNTY,448,1286,14,1748
2012,Georgia,GA,SCREVEN COUNTY,2774,3287,39,6100
2012,Georgia,GA,SEMINOLE COUNTY,1478,2245,46,3769
2012,Georgia,GA,SPALDING COUNTY,9898,14911,279,25088
2012,Georgia,GA,STEPHENS COUNTY,2131,7221,146,9498
2012,Georgia,GA,STEWART COUNTY,1323,745,8,2076
2012,Georgia,GA,SUMTER COUNTY,6375,5378,78,11831
2012,Georgia,GA,TALBOT COUNTY,2265,1202,24,3491
2012,Georgia,GA,TALIAFERRO COUNTY,636,323,4,963
2012,Georgia,GA,TATTNALL COUNTY,1897,4706,64,6667
2012,Georgia,GA,TAYLOR COUNTY,1572,1948,18,3538
2012,Georgia,GA,TELFAIR COUNTY,1805,2480,51,4336
2012,Georgia,GA,TERRELL COUNTY,2544,1834,20,4398
2012,Georgia,GA,THOMAS COUNTY,7653,11156,144,18953
