year,state,state_po,county,dem,gop,other,total
2020,Michigan,MI,GOGEBIC COUNTY,3570,4600,96,8266
2020,Michigan,MI,GRATIOT COUNTY,6693,12102,331,19126
2020,Michigan,MI,HILLSDALE COUNTY,5883,17037,368,23288
2020,Michigan,MI,HOUGHTON COUNTY,7750,10378,373,18501
2020,Michigan,MI,HURON COUNTY,5490,12731,216,18437
2020,Michigan,MI,INGHAM COUNTY,94212,47639,2654,144505
2020,Michigan,MI,IONIA COUNTY,10901,20657,647,32205
2020,Michigan,MI,IOSCO COUNTY,5373,9759,227,15359
2020,Michigan,MI,IRON COUNTY,2493,4216,80,6789
2020,Michigan,MI,ISABELLA COUNTY,14072,14815,522,29409
2020,Michigan,MI,JACKSON COUNTY,31995,47372,1478,80845
2020,Michigan,MI,KALAMAZOO COUNTY,83686,56823,2867,143376
2020,Michigan,MI,KALKASKA COUNTY,3002,7436,192,10630
2020,Michigan,MI,KENT COUNTY,187915,165741,7183,360839
2020,Michigan,MI,KEWEENAW COUNTY,672,862,23,1557
2020,Michigan,MI,LAKE COUNTY,2288,3946,89,6323
2020,Michigan,MI,LAPEER COUNTY,16367,35482,791,52640
2020,Michigan,MI,LEELANAU COUNTY,8795,7916,187,16898
2020,Michigan,MI,LENAWEE COUNTY,20918,31541,915,53374
2020,Michigan,MI,LIVINGSTON COUNTY,48220,76982,1964,127166
2020,Michigan,MI,LUCE COUNTY,842,2109,50,3001
2020,Michigan,MI,MACKINAC COUNTY,2632,4304,79,7015
2020,Michigan,MI,MACOMB COUNTY,223952,263863,6404,494219
2020,Michigan,MI,MANISTEE COUNTY,6107,8321,226,14654
2020,Michigan,MI,MARQUETTE COUNTY,20465,16286,707,37458
2020,Michigan,MI,MASON COUNTY,6802,10207,240,17249
2020,Michigan,MI,MECOSTA COUNTY,7375,13267,404,21046
2020,Michigan,MI,MENOMINEE COUNTY,4316,8117,173,12606
2020,Michigan,MI,MIDLAND COUNTY,20493,27675,905,49073
2020,Michigan,MI,MISSAUKEE COUNTY,1967,6648,139,8754
2020,Michigan,MI,MONROE COUNTY,32975,52710,1463,87148
2020,Michigan,MI,MONTCALM COUNTY,9703,21815,568,32086
2020,Michigan,MI,MONTMORENCY COUNTY,1628,4171,60,5859
2020,Michigan,MI,MUSKEGON COUNTY,45643,45133,1659,92435
2020,Michigan,MI,NEWAYGO COUNTY,7873,18857,426,27156
2020,Michigan,MI,OAKLAND COUNTY,434148,325971,10090,770209
2020,Michigan,MI,OCEANA COUNTY,4944,8892,226,14062
2020,Michigan,MI,OGEMAW COUNTY,3475,8253,179,11907
2020,Michigan,MI,ONTONAGON COUNTY,1391,2358,55,3804
2020,Michigan,MI,OSCEOLA COUNTY,3214,8928,187,12329
2020,Michigan,MI,OSCODA COUNTY,1342,3466,66,4874
2020,Michigan,MI,OTSEGO COUNTY,4743,9779,234,14756
2020,Michigan,MI,OTTAWA COUNTY,64705,100913,3009,168627
2020,Michigan,MI,PRESQUE ISLE COUNTY,2911,5342,89,8342
2020,Michigan,MI,ROSCOMMON COUNTY,5166,9670,182,15018
2020,Michigan,MI,SAGINAW COUNTY,51088,50785,1474,103347
2020,Michigan,MI,SANILAC COUNTY,5966,16194,286,22446
2020,Michigan,MI,SCHOOLCRAFT COUNTY,1589,3090,66,4745
2020,Michigan,MI,SHIAWASSEE COUNTY,15347,23149,724,39220
2020,Michigan,MI,ST. CLAIR COUNTY,31363,59185,1515,92063
2020,Michigan,MI,ST. JOSEPH COUNTY,9262,18127,546,27935
2020,Michigan,MI,TUSCOLA COUNTY,8712,20297,433,29442
2020,Michigan,MI,VAN BUREN COUNTY,16803,21591,669,39063
2020,Michigan,MI,WASHTENAW COUNTY,157136,56241,2903,216280
2020,Michigan,MI,WAYNE COUNTY,597170,264553,10660,872383
2020,Michigan,MI,WEXFORD COUNTY,5838,12102,325,18265
2020,North Carolina,NC,ALAMANCE COUNTY,38825,46056,1210,86091
2020,North Carolina,NC,ALEXANDER COUNTY,4145,15888,203,20236
2020,North Carolina,NC,ALLEGHANY COUNTY,1486,4527,63,6076
2020,North Carolina,NC,ANSON COUNTY,5789,5321,84,11194
2020,North Carolina,NC,ASHE COUNTY,4164,11451,199,15814
2020,North Carolina,NC,AVERY COUNTY,2191,7172,95,9458
2020,North Carolina,NC,BEAUFORT COUNTY,9633,16437,245,26315
2020,North Carolina,NC,BERTIE COUNTY,5939,3817,59,9815
2020,North Carolina,NC,BLADEN COUNTY,7326,9676,123,17125
2020,North Carolina,NC,BRUNSWICK COUNTY,33310,55850,1015,90175
2020,North Carolina,NC,BUNCOMBE COUNTY,96515,62412,2642,161569
2020,North Carolina,NC,BURKE COUNTY,13118,31019,465,44602
2020,North Carolina,NC,CABARRUS COUNTY,52162,63237,1828,117227
2020,North Carolina,NC,CALDWELL COUNTY,10245,32119,465,42829
2020,North Carolina,NC,CAMDEN COUNTY,1537,4312,104,5953
2020,North Carolina,NC,CARTERET COUNTY,12093,30028,574,42695
2020,North Carolina,NC,CASWELL COUNTY,4860,7089,102,12051
2020,North Carolina,NC,CATAWBA COUNTY,25689,56588,1148,83425
2020,North Carolina,NC,CHATHAM COUNTY,26787,21186,626,48599
2020,North Carolina,NC,CHEROKEE COUNTY,3583,12628,212,16423
2020,North Carolina,NC,CHOWAN COUNTY,3247,4471,66,7784
2020,North Carolina,NC,CLAY COUNTY,1699,5112,82,6893
2020,North Carolina,NC,CLEVELAND COUNTY,16955,33798,555,51308
2020,North Carolina,NC,COLUMBUS COUNTY,9446,16832,168,26446
2020,North Carolina,NC,CRAVEN COUNTY,21148,31032,885,53065
2020,North Carolina,NC,CUMBERLAND COUNTY,84469,60032,2649,147150
2020,North Carolina,NC,CURRITUCK COUNTY,4195,11657,295,16147
2020,North Carolina,NC,DARE COUNTY,9936,13938,358,24232
2020,North Carolina,NC,DAVIDSON COUNTY,22636,64658,1220,88514
2020,North Carolina,NC,DAVIE COUNTY,6713,18228,370,25311
2020,North Carolina,NC,DUPLIN COUNTY,8767,13793,155,22715
2020,North Carolina,NC,DURHAM COUNTY,144688,32459,2767,179914
2020,North Carolina,NC,EDGECOMBE COUNTY,16089,9206,182,25477
2020,North Carolina,NC,FORSYTH COUNTY,113029,85060,3173,201262
2020,North Carolina,NC,FRANKLIN COUNTY,15882,20904,571,37357
2020,North Carolina,NC,GASTON COUNTY,40959,73033,1506,115498
2020,North Carolina,NC,GATES COUNTY,2546,3367,58,5971
2020,North Carolina,NC,GRAHAM COUNTY,905,3710,50,4665
2020,North Carolina,NC,GRANVILLE COUNTY,14565,16647,386,31598
2020,North Carolina,NC,GREENE COUNTY,3832,4874,47,8753
2020,North Carolina,NC,GUILFORD COUNTY,173086,107294,4106,284486
2020,North Carolina,NC,HALIFAX COUNTY,15545,10080,134,25759
2020,North Carolina,NC,HARNETT COUNTY,22093,35177,1023,58293
2020,North Carolina,NC,HAYWOOD COUNTY,13144,22834,564,36542
2020,North Carolina,NC,HENDERSON COUNTY,27211,40032,1128,68371
2020,North Carolina,NC,HERTFORD COUNTY,7097,3479,58,10634
2020,North Carolina,NC,HOKE COUNTY,11804,9453,382,21639
2020,North Carolina,NC,HYDE COUNTY,1046,1418,28,2492
2020,North Carolina,NC,IREDELL COUNTY,33888,67010,1473,102371
2020,North Carolina,NC,JACKSON COUNTY,9591,11356,481,21428
2020,North Carolina,NC,JOHNSTON COUNTY,41257,68353,1747,111357
2020,North Carolina,NC,JONES COUNTY,2197,3280,48,5525
2020,North Carolina,NC,LEE COUNTY,12143,16469,396,29008
2020,North Carolina,NC,LENOIR COUNTY,13605,14590,214,28409
2020,North Carolina,NC,LINCOLN COUNTY,13274,36341,602,50217
2020,North Carolina,NC,MACON COUNTY,6230,14211,302,20743
2020,North Carolina,NC,MADISON COUNTY,4901,7979,196,13076
2020,North Carolina,NC,MARTIN COUNTY,5911,6532,97,12540
2020,North Carolina,NC,MCDOWELL COUNTY,5832,16883,288,23003
2020,North Carolina,NC,MECKLENBURG COUNTY,378107,179211,9735,567053
2020,North Carolina,NC,MITCHELL COUNTY,1867,7090,84,9041
2020,North Carolina,NC,MONTGOMERY COUNTY,4327,8411,111,12849
2020,North Carolina,NC,MOORE COUNTY,20779,36764,796,58339
2020,North Carolina,NC,NASH COUNTY,25947,25827,497,52271
2020,North Carolina,NC,NEW HANOVER COUNTY,66146,63333,2361,131840
2020,North Carolina,NC,NORTHAMPTON COUNTY,6069,3989,52,10110
2020,North Carolina,NC,ONSLOW COUNTY,24266,46078,1891,72235
2020,North Carolina,NC,ORANGE COUNTY,63594,20176,1227,84997
2020,North Carolina,NC,PAMLICO COUNTY,2713,4849,69,7631
2020,North Carolina,NC,PASQUOTANK COUNTY,9832,9770,295,19897
2020,North Carolina,NC,PENDER COUNTY,11723,21956,490,34169
2020,North Carolina,NC,PERQUIMANS COUNTY,2492,4903,89,7484
2020,North Carolina,NC,PERSON COUNTY,8465,13184,245,21894
2020,North Carolina,NC,PITT COUNTY,47252,38982,1339,87573
2020,North Carolina,NC,POLK COUNTY,4518,7689,151,12358
2020,North Carolina,NC,RANDOLPH COUNTY,15618,56894,804,73316
2020,North Carolina,NC,RICHMOND COUNTY,8754,11830,179,20763
2020,North Carolina,NC,ROBESON COUNTY,19020,27806,362,47188
2020,North Carolina,NC,ROCKINGHAM COUNTY,15992,31301,516,47809
2020,North Carolina,NC,ROWAN COUNTY,23114,49297,997,73408
2020,North Carolina,NC,RUTHERFORD COUNTY,9135,24891,403,34429
2020,North Carolina,NC,SAMPSON COUNTY,10966,17411,241,28618
2020,North Carolina,NC,SCOTLAND COUNTY,7186,7473,116,14775
2020,North Carolina,NC,STANLY COUNTY,8129,25458,352,33939
2020,North Carolina,NC,STOKES COUNTY,5286,20144,273,25703
2020,North Carolina,NC,SURRY COUNTY,8721,27538,379,36638
2020,North Carolina,NC,SWAIN COUNTY,2780,4161,127,7068
2020,North Carolina,NC,TRANSYLVANIA COUNTY,8444,11636,324,20404
2020,North Carolina,NC,TYRRELL COUNTY,758,1044,15,1817
2020,North Carolina,NC,UNION COUNTY,48725,80382,1904,131011
2020,North Carolina,NC,VANCE COUNTY,12431,8391,177,20999
2020,North Carolina,NC,WAKE COUNTY,393336,226197,12297,631830
2020,North Carolina,NC,WARREN COUNTY,6400,3752,141,10293
2020,North Carolina,NC,WASHINGTON COUNTY,3396,2781,28,6205
2020,North Carolina,NC,WATAUGA COUNTY,17122,14451,647,32220
2020,North Carolina,NC,WAYNE COUNTY,24215,30709,613,55537
2020,North Carolina,NC,WILKES COUNTY,7511,27592,363,35466
2020,North Carolina,NC,WILSON COUNTY,20754,19581,400,40735
2020,North Carolina,NC,YADKIN COUNTY,3763,15933,227,19923
2020,North Carolina,NC,YANCEY COUNTY,3688,7516,148,11352
2020,Ohio,OH,ADAMS COUNTY,2130,9660,115,11905
2020,Ohio,OH,ALLEN COUNTY,13611,32052,712,46375
2020,Ohio,OH,ASHLAND COUNTY,6448,19002,440,25890
2020,Ohio,OH,ASHTABULA COUNTY,16207,26225,734,43166
2020,Ohio,OH,ATHENS COUNTY,14047,10386,385,24818
2020,Ohio,OH,AUGLAIZE COUNTY,4583,20451,318,25352
2020,Ohio,OH,BELMONT COUNTY,9011,23110,380,32501
2020,Ohio,OH,BROWN COUNTY,4326,16032,228,20586
2020,Ohio,OH,BUTLER COUNTY,67729,111722,2645,182096
2020,Ohio,OH,CARROLL COUNTY,3206,10525,208,13939
2020,Ohio,OH,CHAMPAIGN COUNTY,4946,14086,307,19339
2020,Ohio,OH,CLARK COUNTY,23625,38217,1057,62899
2020,Ohio,OH,CLERMONT COUNTY,33505,73077,1766,108348
2020,Ohio,OH,CLINTON COUNTY,4556,15061,326,19943
2020,Ohio,OH,COLUMBIANA COUNTY,13183,35124,761,49068
2020,Ohio,OH,COSHOCTON COUNTY,4057,11982,280,16319
2020,Ohio,OH,CRAWFORD COUNTY,4831,15043,321,20195
2020,Ohio,OH,CUYAHOGA COUNTY,402315,195089,6460,603864
2020,Ohio,OH,DARKE COUNTY,4668,21569,390,26627
2020,Ohio,OH,DEFIANCE COUNTY,5870,12778,353,19001
2020,Ohio,OH,DELAWARE COUNTY,56961,65163,1931,124055
2020,Ohio,OH,ERIE COUNTY,17142,21724,664,39530
2020,Ohio,OH,FAIRFIELD COUNTY,30634,49714,1250,81598
2020,Ohio,OH,FAYETTE COUNTY,2911,9220,161,12292
2020,Ohio,OH,FRANKLIN COUNTY,391584,203154,9613,604351
2020,Ohio,OH,FULTON COUNTY,6545,15396,363,22304
2020,Ohio,OH,GALLIA COUNTY,2911,10289,158,13358
2020,Ohio,OH,GEAUGA COUNTY,20980,33581,666,55227
2020,Ohio,OH,GREENE COUNTY,34023,50937,1682,86642
2020,Ohio,OH,GUERNSEY COUNTY,4498,13077,233,17808
2020,Ohio,OH,HAMILTON COUNTY,238101,173015,6467,417583
2020,Ohio,OH,HANCOCK COUNTY,11535,25796,682,38013
2020,Ohio,OH,HARDIN COUNTY,3025,9698,231,12954
2020,Ohio,OH,HARRISON COUNTY,1742,5668,90,7500
2020,Ohio,OH,HENRY COUNTY,3995,10273,215,14483
2020,Ohio,OH,HIGHLAND COUNTY,3741,15369,192,19302
2020,Ohio,OH,HOCKING COUNTY,3836,9554,205,13595
2020,Ohio,OH,HOLMES COUNTY,1981,10645,152,12778
2020,Ohio,OH,HURON COUNTY,7643,18537,453,26633
2020,Ohio,OH,JACKSON COUNTY,3193,10804,163,14160
2020,Ohio,OH,JEFFERSON COUNTY,9823,22309,499,32631
2020,Ohio,OH,KNOX COUNTY,8433,21825,454,30712
2020,Ohio,OH,LAKE COUNTY,54337,71615,1648,127600
2020,Ohio,OH,LAWRENCE COUNTY,7353,19759,319,27431
2020,Ohio,OH,LICKING COUNTY,32324,57965,1590,91879
2020,Ohio,OH,LOGAN COUNTY,4990,17625,332,22947
2020,Ohio,OH,LORAIN COUNTY,72792,76719,2157,151668
2020,Ohio,OH,LUCAS COUNTY,111989,79628,3328,194945
2020,Ohio,OH,MADISON COUNTY,5558,13445,313,19316
2020,Ohio,OH,MAHONING COUNTY,56346,58601,1401,116348
2020,Ohio,OH,MARION COUNTY,8089,18526,511,27126
2020,Ohio,OH,MEDINA COUNTY,39326,63451,1387,104164
2020,Ohio,OH,MEIGS COUNTY,2452,8163,140,10755
2020,Ohio,OH,MERCER COUNTY,3981,19145,277,23403
2020,Ohio,OH,MIAMI COUNTY,15420,40531,917,56868
2020,Ohio,OH,MONROE COUNTY,1597,5392,77,7066
2020,Ohio,OH,MONTGOMERY COUNTY,131592,126085,4275,261952
2020,Ohio,OH,MORGAN COUNTY,1703,4932,77,6712
2020,Ohio,OH,MORROW COUNTY,3988,13784,321,18093
2020,Ohio,OH,MUSKINGUM COUNTY,11755,27334,609,39698
2020,Ohio,OH,NOBLE COUNTY,1156,5024,36,6216
2020,Ohio,OH,OTTAWA COUNTY,8847,14285,356,23488
2020,Ohio,OH,PAULDING COUNTY,2172,6927,163,9262
2020,Ohio,OH,PERRY COUNTY,4006,11959,214,16179
2020,Ohio,OH,PICKAWAY COUNTY,7167,20059,363,27589
2020,Ohio,OH,PIKE COUNTY,3051,8872,140,12063
2020,Ohio,OH,PORTAGE COUNTY,34935,45034,1167,81136
2020,Ohio,OH,PREBLE COUNTY,4435,16697,290,21422
2020,Ohio,OH,PUTNAM COUNTY,3152,16218,307,19677
2020,Ohio,OH,RICHLAND COUNTY,17231,40534,836,58601
2020,Ohio,OH,ROSS COUNTY,10345,21687,437,32469
2020,Ohio,OH,SANDUSKY COUNTY,10391,18487,558,29436
2020,Ohio,OH,SCIOTO COUNTY,8876,21926,347,31149
2020,Ohio,OH,SENECA COUNTY,8147,16739,437,25323
2020,Ohio,OH,SHELBY COUNTY,4399,19988,364,24751
2020,Ohio,OH,STARK COUNTY,74336,108610,2800,185746
2020,Ohio,OH,SUMMIT COUNTY,148151,122023,3816,273990
2020,Ohio,OH,TRUMBULL COUNTY,43534,53756,1240,98530
2020,Ohio,OH,TUSCARAWAS COUNTY,12643,29519,632,42794
2020,Ohio,OH,UNION COUNTY,10985,21233,620,32838
2020,Ohio,OH,VAN WERT COUNTY,3026,11470,237,14733
2020,Ohio,OH,VINTON COUNTY,1306,4525,63,5894
2020,Ohio,OH,WARREN COUNTY,45040,85069,1983,132092
2020,Ohio,OH,WASHINGTON COUNTY,9114,21798,470,31382
2020,Ohio,OH,WAYNE COUNTY,16340,36059,828,53227
2020,Ohio,OH,WILLIAMS COUNTY,4726,13218,348,18292
2020,Ohio,OH,WOOD COUNTY,29797,34815,1194,65806
2020,Ohio,OH,WYANDOT COUNTY,2690,8248,186,11124
2020,Pennsylvania,PA,ADAMS COUNTY,18207,37523,810,56540
2020,Pennsylvania,PA,ALLEGHENY COUNTY,429065,282324,8344,719733
2020,Pennsylvania,PA,ARMSTRONG COUNTY,8453,27479,424,36356
2020,Pennsylvania,PA,BEAVER COUNTY,36521,54113,1223,91857
2020,Pennsylvania,PA,BEDFORD COUNTY,4367,23025,182,27574
2020,Pennsylvania,PA,BERKS COUNTY,92892,109727,2909,205528
2020,Pennsylvania,PA,BLAIR COUNTY,17636,45306,653,63595
2020,Pennsylvania,PA,BRADFORD COUNTY,8046,21600,513,30159
2020,Pennsylvania,PA,BUCKS COUNTY,204712,187367,4155,396234
2020,Pennsylvania,PA,BUTLER COUNTY,37379,74279,1432,113090
2020,Pennsylvania,PA,CAMBRIA COUNTY,21730,48085,759,70574
2020,Pennsylvania,PA,CAMERON COUNTY,634,1771,29,2434
2020,Pennsylvania,PA,CARBON COUNTY,11212,21984,433,33629
2020,Pennsylvania,PA,CENTRE COUNTY,40055,36372,1066,77493
2020,Pennsylvania,PA,CHESTER COUNTY,182372,128565,3565,314502
2020,Pennsylvania,PA,CLARION COUNTY,4678,14578,237,19493
2020,Pennsylvania,PA,CLEARFIELD COUNTY,9598,28984,542,39124
2020,Pennsylvania,PA,CLINTON COUNTY,5502,11902,221,17625
2020,Pennsylvania,PA,COLUMBIA COUNTY,10289,19752,528,30569
2020,Pennsylvania,PA,CRAWFORD COUNTY,12924,28559,521,42004
2020,Pennsylvania,PA,CUMBERLAND COUNTY,62245,77212,2138,141595
2020,Pennsylvania,PA,DAUPHIN COUNTY,78977,66404,1977,147358
2020,Pennsylvania,PA,DELAWARE COUNTY,206423,118532,2976,327931
2020,Pennsylvania,PA,ELK COUNTY,4522,12140,244,16906
2020,Pennsylvania,PA,ERIE COUNTY,68286,66869,1928,137083
2020,Pennsylvania,PA,FAYETTE COUNTY,19990,40551,462,61003
2020,Pennsylvania,PA,FOREST COUNTY,728,1882,36,2646
2020,Pennsylvania,PA,FRANKLIN COUNTY,22422,57245,1116,80783
2020,Pennsylvania,PA,FULTON COUNTY,1085,6824,68,7977
2020,Pennsylvania,PA,GREENE COUNTY,4911,12578,179,17668
2020,Pennsylvania,PA,HUNTINGDON COUNTY,5445,17061,286,22792
2020,Pennsylvania,PA,INDIANA COUNTY,12634,28089,475,41198
2020,Pennsylvania,PA,JEFFERSON COUNTY,4527,17960,337,22824
2020,Pennsylvania,PA,JUNIATA COUNTY,2253,9649,141,12043
2020,Pennsylvania,PA,LACKAWANNA COUNTY,61991,52332,1085,115408
2020,Pennsylvania,PA,LANCASTER COUNTY,115847,160209,4183,280239
2020,Pennsylvania,PA,LAWRENCE COUNTY,15978,29597,501,46076
2020,Pennsylvania,PA,LEBANON COUNTY,23932,46731,989,71652
2020,Pennsylvania,PA,LEHIGH COUNTY,98498,84418,2176,185092
2020,Pennsylvania,PA,LUZERNE COUNTY,64873,86929,1519,153321
2020,Pennsylvania,PA,LYCOMING COUNTY,16971,41462,821,59254
2020,Pennsylvania,PA,MCKEAN COUNTY,5076,14067,284,19427
2020,Pennsylvania,PA,MERCER COUNTY,21067,36143,744,57954
2020,Pennsylvania,PA,MIFFLIN COUNTY,4603,16670,229,21502
2020,Pennsylvania,PA,MONROE COUNTY,43038,37989,1018,82045
2020,Pennsylvania,PA,MONTGOMERY COUNTY,319511,185460,5186,510157
2020,Pennsylvania,PA,MONTOUR COUNTY,3771,5844,156,9771
2020,Pennsylvania,PA,NORTHAMPTON COUNTY,85006,83796,2000,170802
2020,Pennsylvania,PA,NORTHUMBERLAND COUNTY,12677,28952,654,42283
2020,Pennsylvania,PA,PERRY COUNTY,5950,18293,409,24652
2020,Pennsylvania,PA,PHILADELPHIA COUNTY,604175,132870,4854,741899
2020,Pennsylvania,PA,PIKE COUNTY,13019,19213,322,32554
2020,Pennsylvania,PA,POTTER COUNTY,1726,7239,99,9064
2020,Pennsylvania,PA,SCHUYLKILL COUNTY,20722,48868,1004,70594
2020,Pennsylvania,PA,SNYDER COUNTY,4910,13983,247,19140
2020,Pennsylvania,PA,SOMERSET COUNTY,8543,31105,414,40062
2020,Pennsylvania,PA,SULLIVAN COUNTY,921,2619,55,3595
2020,Pennsylvania,PA,SUSQUEHANNA COUNTY,6084,14879,301,21264
2020,Pennsylvania,PA,TIOGA COUNTY,4955,15742,378,21075
2020,Pennsylvania,PA,UNION COUNTY,7475,12356,284,20115
2020,Pennsylvania,PA,VENANGO COUNTY,7585,18569,374,26528
2020,Pennsylvania,PA,WARREN COUNTY,6066,14237,347,20650
2020,Pennsylvania,PA,WASHINGTON COUNTY,44706,71347,1298,117351
2020,Pennsylvania,PA,WAYNE COUNTY,9191,18637,261,28089
2020,Pennsylvania,PA,WESTMORELAND COUNTY,72122,130209,2350,204681
2020,Pennsylvania,PA,WYOMING COUNTY,4704,9936,218,14858
2020,Pennsylvania,PA,YORK COUNTY,88113,146728,3624,238465
