,,demturnout,demturnout,demturnout,dem,dem,dem,AGE18PLUS_TOT,AGE18PLUS_TOT,AGE18PLUS_TOT
Georgia,TURNER COUNTY,0.23527578684948583,0.20752831445702866,0.23386963012108145,1510,1246,1410,6418,6004,6029
Georgia,TWIGGS COUNTY,0.3279399017624964,0.29679265170908,0.3116803903629155,2270,1971,2044,6922,6641,6558
Georgia,UNION COUNTY,0.12136858828869723,0.10358839050131927,0.13507257558952596,2139,1963,2801,17624,18950,20737
Georgia,UPSON COUNTY,0.19329167073527975,0.1706275164489836,0.20619416903897123,3959,3475,4201,20482,20366,20374
Georgia,WALKER COUNTY,0.09994504349144384,0.07905990921709119,0.10537756183100135,5274,4215,5769,52769,53314,54746
Georgia,WALTON COUNTY,0.13004756280524787,0.12357675111773472,0.1773904772561965,8148,8292,12682,62654,67100,71492
Georgia,WARE COUNTY,0.14206097694241065,0.12695600826690287,0.15560564629369597,3900,3440,4211,27453,27096,27062
Georgia,WARREN COUNTY,0.35418114431318043,0.31107954545454547,0.35009532888465206,1529,1314,1469,4317,4224,4196
Georgia,WASHINGTON COUNTY,0.2940002494698765,0.26585643752373717,0.29605057269825374,4714,4200,4730,16034,15798,15977
Georgia,WAYNE COUNTY,0.11342188046137715,0.0903377152215288,0.1185528347672623,2596,2041,2687,22888,22593,22665
Georgia,WEBSTER COUNTY,0.27465785747994337,0.2285024154589372,0.3008474576271186,582,473,639,2119,2070,2124
Georgia,WHEELER COUNTY,0.11721834193744306,0.09706987227648385,0.10561005518087063,772,646,689,6586,6655,6524
Georgia,WHITE COUNTY,0.0773897739903668,0.07310682155646782,0.09736300125186771,1671,1674,2411,21592,22898,24763
Georgia,WHITFIELD COUNTY,0.0970573190103115,0.1037353617733166,0.13736723527518507,7210,7937,10670,74286,76512,77675
Georgia,WILCOX COUNTY,0.1443355119825708,0.11916083916083917,0.12317805087167762,1060,852,862,7344,7150,6998
Georgia,WILKES COUNTY,0.26531909483854565,0.24046844502277162,0.2792501616031028,2087,1848,2160,7866,7685,7735
Georgia,WILKINSON COUNTY,0.30329578639966626,0.2729893341020467,0.2992500721084511,2181,1894,2075,7191,6938,6934
Georgia,WORTH COUNTY,0.15169258920402562,0.12670932128967508,0.15170710077912206,2487,2020,2395,16395,15942,15787
Michigan,ALCONA COUNTY,0.27102291415414975,0.19172016825326543,0.2355917289925209,2472,1732,2142,9121,9034,9092
Michigan,ALGER COUNTY,0.279257669486176,0.21488564414006978,0.2650400206558224,2212,1663,2053,7921,7739,7746
Michigan,ALLEGAN COUNTY,0.2504393461566239,0.20821077159105328,0.271706877965838,20806,18050,24449,83078,86691,89983
Michigan,ALPENA COUNTY,0.28078374206825585,0.21039689387402932,0.2598414966870209,6549,4877,6000,23324,23180,23091
Michigan,ANTRIM COUNTY,0.27414246604756026,0.2365579960644578,0.31031969176299073,5107,4448,5960,18629,18803,19206
Michigan,ARENAC COUNTY,0.2926537449150515,0.19232010325911583,0.2275075863200197,3669,2384,2774,12537,12396,12193
Michigan,BARAGA COUNTY,0.22444032511050904,0.1661158212386837,0.21700190867713992,1574,1156,1478,7013,6959,6811
Michigan,BARRY COUNTY,0.25501553484243233,0.19635047504147188,0.24542315053673963,11491,9114,11797,45060,46417,48068
Michigan,BAY COUNTY,0.3321577084847546,0.2611812410996597,0.3167207634919097,27877,21642,26151,83927,82862,82568
Michigan,BENZIE COUNTY,0.3375603429641905,0.2879775674728356,0.3748033650229122,4685,4108,5480,13879,14265,14621
Michigan,BERRIEN COUNTY,0.2769066551926721,0.24535207752776275,0.31129588824678833,33465,29495,37438,120853,120215,120265
Michigan,BRANCH COUNTY,0.20780352902275528,0.15237550430541338,0.18373556874794905,6913,5061,6159,33267,33214,33521
Michigan,CALHOUN COUNTY,0.2843582095352837,0.23414979305799222,0.27820381895604923,29267,24157,28877,102923,103169,103798
Michigan,CASS COUNTY,0.23849309958970533,0.17908168292442606,0.22201147748273514,9591,7270,9130,40215,40596,41124
Michigan,CHARLEVOIX COUNTY,0.2872829294248537,0.2445491764257831,0.32578994318982113,5939,5137,6939,20673,21006,21299
Michigan,CHEBOYGAN COUNTY,0.2797313504437515,0.20387659352637316,0.25680143585868126,5831,4302,5437,20845,21101,21172
Michigan,CHIPPEWA COUNTY,0.2264319428498533,0.17508625740511685,0.21651902032308493,7100,5379,6648,31356,30722,30704
Michigan,CLARE COUNTY,0.2582722086389568,0.17442528735632185,0.20957794171000121,6338,4249,5199,24540,24360,24807
Michigan,CLINTON COUNTY,0.314044022442814,0.27516476182531074,0.35429400854769777,18191,16492,21968,57925,59935,62005
Michigan,CRAWFORD COUNTY,0.26577896138482027,0.1884096794356639,0.23244889082209658,2994,2110,2672,11265,11199,11495
Michigan,DELTA COUNTY,0.2844945355191257,0.2230385361796507,0.26395974318931115,8330,6436,7606,29280,28856,28815
Michigan,DICKINSON COUNTY,0.23788249987990584,0.19207794751273014,0.2351075428684706,4952,3923,4744,20817,20424,20178
Michigan,EATON COUNTY,0.33339305336582103,0.29045971790302477,0.3575189902335941,27913,24938,31299,83724,85857,87545
Michigan,EMMET COUNTY,0.2811284046692607,0.26474273780140495,0.35573064320164943,7225,6972,9662,25700,26335,27161
Michigan,GENESEE COUNTY,0.40638479546535844,0.32618950870465135,0.3786072176063931,128978,102751,119390,317379,315004,315340
Michigan,GLADWIN COUNTY,0.2800875273522976,0.1860624785444559,0.21831869510664995,5760,3794,4524,20565,20391,20722
Michigan,GOGEBIC COUNTY,0.30231691872159727,0.22665633475397132,0.306885584114158,4058,2925,3570,13423,12905,11633
Michigan,GRAND TRAVERSE COUNTY,0.2972630439735703,0.2866067888829649,0.38477945911139727,20875,20965,28683,70224,73149,74544
Michigan,GRATIOT COUNTY,0.22874147103910547,0.17376104023552502,0.20367609019810717,7610,5666,6693,33269,32608,32861
Michigan,HILLSDALE COUNTY,0.1990030245323177,0.13456900902921878,0.16437093123969712,7106,4799,5883,35708,35662,35791
Michigan,HOUGHTON COUNTY,0.2328631103197973,0.20783975133828356,0.27250351617440227,6801,6018,7750,29206,28955,28440
Michigan,HURON COUNTY,0.2512624802436298,0.180247205164541,0.21929298981426004,6518,4579,5490,25941,25404,25035
Michigan,INGHAM COUNTY,0.3583500658218422,0.3412061038412104,0.4010949946144316,80847,79110,94212,225609,231854,234887
Michigan,IONIA COUNTY,0.22657262127537067,0.1686046511627907,0.21608817174460324,11018,8352,10901,48629,49536,50447
Michigan,IOSCO COUNTY,0.29605387971921837,0.20682597105864434,0.2564188221819223,6242,4345,5373,21084,21008,20954
Michigan,IRON COUNTY,0.278792280556132,0.2149983907306083,0.27068403908794786,2687,2004,2493,9638,9321,9210
Michigan,ISABELLA COUNTY,0.22326489374454167,0.1937577518392035,0.2436794347856203,13038,11404,14072,58397,58857,57748
Michigan,JACKSON COUNTY,0.2610793640529902,0.20849667391427348,0.25659841686115054,32301,25795,31995,123721,123719,124689
Michigan,KALAMAZOO COUNTY,0.34833427499091973,0.3287346643036884,0.4019963876719699,69051,67148,83686,198232,204262,208176
Michigan,KALKASKA COUNTY,0.24544295251669043,0.16805483894744602,0.20930070417625324,3272,2280,3002,13331,13567,14343
Michigan,KENT COUNTY,0.2914747651299978,0.28600035058413503,0.3759127007941747,133408,138683,187915,457700,484905,499890
Michigan,KEWEENAW COUNTY,0.3265993265993266,0.294249022892239,0.37065637065637064,582,527,672,1782,1791,1813
Michigan,LAKE COUNTY,0.28968421052631577,0.19558200524510794,0.2310877689122311,2752,1939,2288,9500,9914,9901
Michigan,LAPEER COUNTY,0.27682292817272713,0.18380219685050736,0.23441035776689295,18796,12734,16367,67899,69281,69822
Michigan,LEELANAU COUNTY,0.37487173640405885,0.3777393631851893,0.48146931625335304,6576,6774,8795,17542,17933,18267
Michigan,LENAWEE COUNTY,0.2831214083261825,0.21639149419941606,0.2682104345373184,21776,16750,20918,76914,77406,77991
Michigan,LIVINGSTON COUNTY,0.26874444869693315,0.2340687692737088,0.31727650166797167,37216,34384,48220,138481,146897,151981
Michigan,LUCE COUNTY,0.1847846354652247,0.12924653634465744,0.16111748947569843,991,681,842,5363,5269,5226
Michigan,MACKINAC COUNTY,0.2906619903551074,0.23205342237061768,0.28926255632487086,2652,2085,2632,9124,8985,9099
Michigan,MACOMB COUNTY,0.3155443707725237,0.2585429729428533,0.3235501053930315,208016,176317,223952,659229,681964,692171
Michigan,MANISTEE COUNTY,0.3214001986097319,0.24729313598887454,0.3002310604198417,6473,4979,6107,20140,20134,20341
Michigan,MARQUETTE COUNTY,0.32682627600267017,0.29446749146444434,0.3734148344129185,18115,16042,20465,55427,54478,54805
Michigan,MASON COUNTY,0.30337625558653036,0.23079276287037848,0.29268502581755595,6856,5281,6802,22599,22882,23240
Michigan,MECOSTA COUNTY,0.213974545143931,0.16600666647673856,0.20823921391461486,7515,5827,7375,35121,35101,35416
Michigan,MENOMINEE COUNTY,0.27606909627132925,0.18792480883602378,0.22997815314115203,5242,3539,4316,18988,18832,18767
Michigan,MIDLAND COUNTY,0.2694231719367589,0.23919162867545818,0.31296579108124617,17450,15635,20493,64768,65366,65480
Michigan,MISSAUKEE COUNTY,0.1978079331941545,0.13570933055844606,0.16872533882312574,2274,1565,1967,11496,11532,11658
Michigan,MONROE COUNTY,0.31399441364937436,0.23044917987783956,0.27764446352943156,36310,26863,32975,115639,116568,118767
Michigan,MONTCALM COUNTY,0.23637679660841693,0.16177679158448388,0.19462050706033376,11430,7874,9703,48355,48672,49856
Michigan,MONTMORENCY COUNTY,0.25628517823639774,0.1642838907327036,0.20483140412682435,2049,1287,1628,7995,7834,7948
Michigan,MUSKEGON COUNTY,0.34483936054632935,0.2815141270224583,0.34106737207077953,44436,37304,45643,128860,132512,133824
Michigan,NEWAYGO COUNTY,0.23935936814392278,0.16792820069204153,0.20702077307388903,8728,6212,7873,36464,36992,38030
Michigan,OAKLAND COUNTY,0.3694241356424503,0.34937659695157286,0.43514709773640275,349002,343070,434148,944719,981949,997704
Michigan,OCEANA COUNTY,0.2543070972926817,0.1969073697774694,0.24051371862230006,5063,3973,4944,19909,20177,20556
Michigan,OGEMAW COUNTY,0.2785141262643879,0.17820384638005057,0.20321637426900585,4791,3030,3475,17202,17003,17100
Michigan,ONTONAGON COUNTY,0.28825881497637224,0.22645869439630273,0.2779220779220779,1586,1176,1391,5502,5193,5005
Michigan,OSCEOLA COUNTY,0.2246994412146526,0.15150666517307046,0.1762061403508772,3981,2705,3214,17717,17854,18240
Michigan,OSCODA COUNTY,0.24049346879535557,0.15598386373823397,0.20192597050857658,1657,1044,1342,6890,6693,6646
Michigan,OTSEGO COUNTY,0.25028070363043364,0.18555625130452932,0.2426707597851113,4681,3556,4743,18703,19164,19545
Michigan,OTTAWA COUNTY,0.2113474966866457,0.20969170800850462,0.2907423466980602,42737,44973,64705,202212,214472,222551
Michigan,PRESQUE ISLE COUNTY,0.29386853249861905,0.22501406337896118,0.27361594134787104,3192,2400,2911,10862,10666,10639
Michigan,ROSCOMMON COUNTY,0.30383842345213,0.21224873749876225,0.2523323401553265,6198,4287,5166,20399,20198,20473
Michigan,SAGINAW COUNTY,0.3541190490144367,0.29411258107042776,0.3413239263475774,54381,44396,51088,153567,150949,149676
Michigan,SANILAC COUNTY,0.22113202918991845,0.15044766903365236,0.18435201779865273,7212,4873,5966,32614,32390,32362
Michigan,SCHOOLCRAFT COUNTY,0.27613266212614745,0.20695389266817837,0.23709340495374515,1865,1369,1589,6754,6615,6702
Michigan,SHIAWASSEE COUNTY,0.3220411985018727,0.23354865131517713,0.28450928775351303,17197,12546,15347,53400,53719,53942
Michigan,ST. CLAIR COUNTY,0.27369226432569566,0.1960100268233491,0.247872029337148,33983,24553,31363,124165,125264,126529
Michigan,ST. JOSEPH COUNTY,0.22240306156113224,0.16479810808443549,0.20024647049921085,10112,7526,9262,45467,45668,46253
Michigan,TUSCOLA COUNTY,0.26840040406887966,0.17625148279952552,0.20916664665914383,11425,7429,8712,42567,42150,41651
Michigan,VAN BUREN COUNTY,0.28702822708531556,0.231052090413203,0.28873118427383326,16290,13258,16803,56754,57381,58196
Michigan,WASHTENAW COUNTY,0.42981888515171124,0.4330722197129548,0.524071412133926,120890,128483,157136,281258,296678,299837
Michigan,WAYNE COUNTY,0.4390146142709258,0.3875328543174471,0.4466328459166418,595846,519444,597170,1357235,1340387,1337049
Michigan,WEXFORD COUNTY,0.24904353429181264,0.17537062660604863,0.22551860006953298,6184,4436,5838,24831,25295,25887
North Carolina,ALAMANCE COUNTY,0.24491094147582698,0.24000997594510012,0.29380604638843694,28875,29833,38825,117900,124299,132145
North Carolina,ALEXANDER COUNTY,0.1597381001870713,0.1278769773915405,0.137982689747004,4611,3767,4145,28866,29458,30040
North Carolina,ALLEGHANY COUNTY,0.17911292147544694,0.14522406316023573,0.16066601794788626,1583,1306,1486,8838,8993,9249
North Carolina,ANSON COUNTY,0.33802070792198413,0.29050971836572786,0.29523663810689516,7019,5859,5789,20765,20168,19608
North Carolina,ASHE COUNTY,0.18846153846153846,0.16093433878977378,0.1852395569197918,4116,3500,4164,21840,21748,22479
North Carolina,AVERY COUNTY,0.12823657672390298,0.11457838681229225,0.1463691629367359,1882,1689,2191,14676,14741,14969
North Carolina,BEAUFORT COUNTY,0.2534586971121558,0.23356963914503492,0.25572752130399,9435,8764,9633,37225,37522,37669
North Carolina,BERTIE COUNTY,0.40704036964980544,0.3634190829611925,0.3795615772991628,6695,5778,5939,16448,15899,15647
North Carolina,BLADEN COUNTY,0.2981619142719775,0.2661287281776705,0.2809372243739694,8062,7058,7326,27039,26521,26077
North Carolina,BRUNSWICK COUNTY,0.23990072172691942,0.22045887109755982,0.2734923436922698,22038,23282,33310,91863,105607,121795
North Carolina,BUNCOMBE COUNTY,0.36222778421738283,0.3653531411305552,0.4514751353045463,70625,75452,96515,194974,206518,213777
North Carolina,BURKE COUNTY,0.1930044514565842,0.1556951690353293,0.1776062821554292,13701,11251,13118,70988,72263,73860
North Carolina,CABARRUS COUNTY,0.2433800103726754,0.23807959892223757,0.32306053436721954,32849,35521,52162,134970,149198,161462
North Carolina,CALDWELL COUNTY,0.16947887345847007,0.12989716153502212,0.15559976914431517,10898,8425,10245,64303,64859,65842
North Carolina,CAMDEN COUNTY,0.1996822033898305,0.1596891451491602,0.18282383727845844,1508,1274,1537,7552,7978,8407
North Carolina,CARTERET COUNTY,0.18702227709290292,0.176114113581997,0.21017779863392252,10301,9939,12093,55079,56435,57537
North Carolina,CASWELL COUNTY,0.2876970251223842,0.25968677179862354,0.2643746940107708,5348,4792,4860,18589,18453,18383
North Carolina,CATAWBA COUNTY,0.20267948869090727,0.1751955012014963,0.20612046762041547,24069,21216,25689,118754,121099,124631
North Carolina,CHATHAM COUNTY,0.36122368679913436,0.38067442532889983,0.44898677528033387,18361,21065,26787,50830,55336,59661
North Carolina,CHEROKEE COUNTY,0.15325288086380545,0.1248254189944134,0.1500607278971395,3378,2860,3583,22042,22912,23877
North Carolina,CHOWAN COUNTY,0.3083058782729322,0.26548358473824313,0.29084557506270153,3556,2992,3247,11534,11270,11164
North Carolina,CLAY COUNTY,0.18189148715585762,0.15369912300427255,0.18167236954662105,1579,1367,1699,8681,8894,9352
North Carolina,CLEVELAND COUNTY,0.226852098069457,0.19811470634962663,0.2216223988288194,17062,14964,16955,75212,75532,76504
North Carolina,COLUMBUS COUNTY,0.24829228833363293,0.20547758859138004,0.214618408197578,11050,9063,9446,44504,44107,44013
North Carolina,CRAVEN COUNTY,0.23137917427119814,0.2202483571946131,0.2630773632552527,18763,17630,21148,81092,80046,80387
North Carolina,CUMBERLAND COUNTY,0.3096723582118824,0.2853527806005539,0.33432546357681425,75792,71605,84469,244749,250935,252655
North Carolina,CURRITUCK COUNTY,0.1921044116060835,0.14662505662656666,0.19354094579008074,3562,2913,4195,18542,19867,21675
North Carolina,DARE COUNTY,0.26866051311868594,0.24966294465378366,0.3302313214570593,7393,7222,9936,27518,28927,30088
North Carolina,DAVIDSON COUNTY,0.16471133189045867,0.14215178347148957,0.17241878356247858,20624,18109,22636,125213,127392,131285
North Carolina,DAVIE COUNTY,0.17945428374741848,0.16041641300377452,0.19801775758827173,5735,5270,6713,31958,32852,33901
North Carolina,DUPLIN COUNTY,0.2026972444125303,0.18507842874379943,0.1958668453976765,9033,8283,8767,44564,44754,44760
North Carolina,DURHAM COUNTY,0.5053913438600477,0.5012256776364471,0.5655652799330803,111224,121250,144688,220075,241907,255829
North Carolina,EDGECOMBE COUNTY,0.43246179645244337,0.3953409035528047,0.4031926623897354,18310,16224,16089,42339,41038,39904
North Carolina,FORSYTH COUNTY,0.33942528989183746,0.33232717678100265,0.3826290364623004,92323,94464,113029,271998,284250,295401
North Carolina,FRANKLIN COUNTY,0.28678762006403413,0.25647461949159295,0.29128457193162643,13436,12874,15882,46850,50196,54524
North Carolina,GASTON COUNTY,0.2086567614830098,0.18668974065712968,0.2350237554224334,33171,31177,40959,158974,166999,174276
North Carolina,GATES COUNTY,0.30083144368858655,0.26042804105699935,0.27583965330444205,2786,2385,2546,9261,9158,9230
North Carolina,GRAHAM COUNTY,0.16352476983779043,0.11406505272538245,0.13373725432244718,1119,768,905,6843,6733,6767
North Carolina,GRANVILLE COUNTY,0.3033913431503793,0.2778758395040468,0.303071288859295,13598,12909,14565,44820,46456,48058
North Carolina,GREENE COUNTY,0.22965169290620632,0.21632163216321632,0.2269604359156598,3778,3605,3832,16451,16665,16884
North Carolina,GUILFORD COUNTY,0.37961272317954997,0.36696146914408934,0.4138437260902831,146365,149248,173086,385564,406713,418240
North Carolina,HALIFAX COUNTY,0.41099758321169627,0.38697628701314657,0.394633291868701,17176,15748,15545,41791,40695,39391
North Carolina,HARNETT COUNTY,0.19539996617622188,0.17485739359368144,0.21876423408258244,17331,16737,22093,88695,95718,100990
North Carolina,HAYWOOD COUNTY,0.2489009486548453,0.21269293257514216,0.2578873018364464,11833,10473,13144,47541,49240,50968
North Carolina,HENDERSON COUNTY,0.21679517147542127,0.21665300770365514,0.28507820766676095,18642,19827,27211,85989,91515,95451
North Carolina,HERTFORD COUNTY,0.399195805975467,0.3540503151099042,0.3677392611016115,7843,6910,7097,19647,19517,19299
North Carolina,HOKE COUNTY,0.2830416584735526,0.25443415476377335,0.2930341095278288,10076,9726,11804,35599,38226,40282
North Carolina,HYDE COUNTY,0.2503767491926803,0.21453979546465096,0.2552464616886286,1163,965,1046,4645,4498,4098
North Carolina,IREDELL COUNTY,0.2124058159898994,0.18731493051611192,0.24098476067215177,26076,24734,33888,122765,132045,140623
North Carolina,JACKSON COUNTY,0.24149040899734495,0.21812165945533216,0.26118569755725607,8095,7713,9591,33521,35361,36721
North Carolina,JOHNSTON COUNTY,0.21482268666115636,0.20089816966056553,0.26347989909633746,27290,28362,41257,127035,141176,156585
North Carolina,JONES COUNTY,0.2921739130434783,0.2670719089498189,0.2851765316718588,2352,2065,2197,8050,7732,7704
North Carolina,LEE COUNTY,0.24621592048873894,0.23272201845059465,0.2576162593346911,10801,10469,12143,43868,44985,47136
North Carolina,LENOIR COUNTY,0.30810010823706124,0.2852369448897117,0.3133132211040232,13948,12634,13605,45271,44293,43423
North Carolina,LINCOLN COUNTY,0.18116680361544782,0.1553981911820123,0.19526044041717538,11024,9897,13274,60850,63688,67981
North Carolina,MACON COUNTY,0.20887881225773422,0.1756420878210439,0.21291866028708134,5712,4876,6230,27346,27761,29260
North Carolina,MADISON COUNTY,0.2655926079488243,0.2254248966467616,0.273203634539272,4484,3926,4901,16883,17416,17939
North Carolina,MARTIN COUNTY,0.3504764947026567,0.3187915803250082,0.3299101412066752,6583,5846,5911,18783,18338,17917
North Carolina,MCDOWELL COUNTY,0.17038648434851394,0.1310734145930461,0.1592702842941803,6031,4667,5832,35396,35606,36617
North Carolina,MECKLENBURG COUNTY,0.3751513974031987,0.36743639511618276,0.443746413184693,272262,294562,378107,725739,801668,852079
North Carolina,MITCHELL COUNTY,0.14776107404132166,0.13048810399803779,0.15266988306484586,1838,1596,1867,12439,12231,12229
North Carolina,MONTGOMERY COUNTY,0.22451218930394543,0.19738406658739596,0.2034703282234553,4706,4150,4327,20961,21025,21266
North Carolina,MOORE COUNTY,0.23254011862997873,0.21732013095903538,0.26193777732956836,16505,16329,20779,70977,75138,79328
North Carolina,NASH COUNTY,0.3320949037712912,0.3187242798353909,0.3517521859960686,24313,23235,25947,73211,72900,73765
North Carolina,NEW HANOVER COUNTY,0.2899528144511701,0.27946714908313464,0.34484808041207016,48668,50979,66146,167848,182415,191812
North Carolina,NORTHAMPTON COUNTY,0.42262739597942967,0.3729739573848115,0.3762087775849244,7232,6144,6069,17112,16473,16132
North Carolina,ONSLOW COUNTY,0.12868337903483987,0.12044563647617083,0.16248501771090712,18490,17514,24266,143686,145410,149343
North Carolina,ORANGE COUNTY,0.49199047071387497,0.5238253420166965,0.530281425891182,53901,59923,63594,109557,114395,119925
North Carolina,PAMLICO COUNTY,0.24566125290023202,0.22797541441609237,0.25108745950948635,2647,2448,2713,10775,10738,10805
North Carolina,PASQUOTANK COUNTY,0.3278594432575492,0.28127856863001177,0.31646710441611947,10282,8615,9832,31361,30628,31068
North Carolina,PENDER COUNTY,0.2307121128649788,0.2048530506767115,0.23896204492641362,9632,9354,11723,41749,45662,49058
North Carolina,PERQUIMANS COUNTY,0.25309604623429044,0.21389042612064194,0.22743451674728485,2759,2319,2492,10901,10842,10957
North Carolina,PERSON COUNTY,0.2763896641166234,0.2537004048582996,0.2699212397563853,8418,7833,8465,30457,30875,31361
North Carolina,PITT COUNTY,0.3109408556205367,0.30154289834174475,0.3316721182597953,41843,41824,47252,134569,138700,142466
North Carolina,POLK COUNTY,0.2417324257574845,0.21977052074139453,0.2584963954685891,4013,3735,4518,16601,16995,17478
North Carolina,RANDOLPH COUNTY,0.13664533076809235,0.12001637331150225,0.13981844550679487,14773,13194,15618,108112,109935,111702
North Carolina,RICHMOND COUNTY,0.2812038614423623,0.24536743058361715,0.2536215088654537,9904,8501,8754,35220,34646,34516
North Carolina,ROBESON COUNTY,0.2503657094763842,0.19135597484276728,0.19324358648717296,24988,19016,19020,99806,99375,98425
North Carolina,ROCKINGHAM COUNTY,0.22423203510696654,0.19647591692443658,0.21998761950615586,16351,14228,15992,72920,72416,72695
North Carolina,ROWAN COUNTY,0.21417629593206877,0.17973114444269447,0.20874387016951296,22650,19400,23114,105754,107939,110729
North Carolina,RUTHERFORD COUNTY,0.1781045751633987,0.143399828195094,0.17099696754146232,9374,7512,9135,52632,52385,53422
North Carolina,SAMPSON COUNTY,0.24227570749282556,0.22130597171513702,0.22807345937064538,11566,10547,10966,47739,47658,48081
North Carolina,SCOTLAND COUNTY,0.2996097596557132,0.26902153936631623,0.26820438174149963,8215,7319,7186,27419,27206,26793
North Carolina,STANLY COUNTY,0.1790059236926474,0.1493379365513757,0.16494866279777606,8431,7094,8129,47099,47503,49282
North Carolina,STOKES COUNTY,0.16323984158845548,0.12602317853958991,0.14230717458608158,6018,4665,5286,36866,37017,37145
North Carolina,SURRY COUNTY,0.1611146474290968,0.13270948532539345,0.15350900353804722,9112,7488,8721,56556,56424,56811
North Carolina,SWAIN COUNTY,0.24202643986317834,0.19994537011745425,0.24961838915327286,2618,2196,2780,10817,10983,11137
North Carolina,TRANSYLVANIA COUNTY,0.25052299335706685,0.2340805254140491,0.29018179318876935,6826,6558,8444,27247,28016,29099
North Carolina,TYRRELL COUNTY,0.24903302588515322,0.22147031682559212,0.2305352798053528,837,720,758,3361,3251,3288
North Carolina,UNION COUNTY,0.22102805646687268,0.2099236407876798,0.27588100738324955,32473,34337,48725,146918,163569,176616
North Carolina,VANCE COUNTY,0.3919105750845713,0.3605247641509434,0.3646309984747155,13323,12229,12431,33995,33920,34092
North Carolina,WAKE COUNTY,0.37662002753535984,0.38234283751288217,0.46326327505285286,267262,302736,393336,709633,791792,849055
North Carolina,WARREN COUNTY,0.4160257556787694,0.39530296492633915,0.3950617283950617,6978,6413,6400,16773,16223,16200
North Carolina,WASHINGTON COUNTY,0.3868591037545418,0.3641834405478315,0.36618503342678455,3833,3510,3396,9908,9638,9274
North Carolina,WATAUGA COUNTY,0.28874725177108085,0.3000169764875647,0.34927175553832973,13002,14138,17122,45029,47124,49022
North Carolina,WAYNE COUNTY,0.2475840536924155,0.23010982274038919,0.25752145569014473,23314,21770,24215,94166,94607,94031
North Carolina,WILKES COUNTY,0.1513176221516519,0.12243618120112144,0.1374935930292158,8148,6638,7511,53847,54216,54628
North Carolina,WILSON COUNTY,0.337597438302552,0.315213209361975,0.32826141971403267,20875,19663,20754,61834,62380,63224
North Carolina,YADKIN COUNTY,0.13379543533389687,0.10681088389386513,0.1260594284948578,3957,3160,3763,29575,29585,29851
North Carolina,YANCEY COUNTY,0.28049038258296344,0.22355903749300504,0.2494926261669598,3981,3196,3688,14193,14296,14782
Ohio,ADAMS COUNTY,0.18657907085875175,0.1104568335074556,0.1008952678698309,3976,2326,2130,21310,21058,21111
Ohio,ALLEN COUNTY,0.2225438552899667,0.16739489026279009,0.17259919603342674,17913,13294,13611,80492,79417,78859
Ohio,ASHLAND COUNTY,0.20252390618503754,0.13911778962675714,0.15507828471103202,8281,5740,6448,40889,41260,41579
Ohio,ASHTABULA COUNTY,0.308384940274143,0.204304601017785,0.21355065684582242,23803,15577,16207,77186,76244,75893
Ohio,ATHENS COUNTY,0.3349985360854926,0.2894834568250544,0.2512250956826555,18307,16370,14047,54648,56549,55914
Ohio,AUGLAIZE COUNTY,0.1691763135753039,0.11488944056347786,0.13204448542122854,5831,3980,4583,34467,34642,34708
Ohio,BELMONT COUNTY,0.25163090815365197,0.1583539124321791,0.16553079706817053,14156,8785,9011,56257,55477,54437
Ohio,BROWN COUNTY,0.21107184223812778,0.1298162948825003,0.12916131729018004,7107,4353,4326,33671,33532,33493
Ohio,BUTLER COUNTY,0.2232136787609258,0.2034527501960213,0.23037623344773514,62388,58642,67729,279499,288234,293993
Ohio,CARROLL COUNTY,0.2502596053997923,0.1448317031730725,0.1505659136805523,5543,3154,3206,22149,21777,21293
Ohio,CHAMPAIGN COUNTY,0.23379468286368615,0.15348635194280177,0.16366644606221045,7044,4594,4946,30129,29931,30220
Ohio,CLARK COUNTY,0.2968576604603959,0.2243594675694391,0.22676444333528503,31298,23328,23625,105431,103976,104183
Ohio,CLERMONT COUNTY,0.2032796513451643,0.17207507793780435,0.21000871249396708,30458,26715,33505,149833,155252,159541
Ohio,CLINTON COUNTY,0.18263529708590892,0.12694349047767717,0.14055654963904485,5791,4066,4556,31708,32030,32414
Ohio,COLUMBIANA COUNTY,0.23606826816573967,0.15113974834356575,0.16217047397620893,19821,12432,13183,83963,82255,81291
Ohio,COSHOCTON COUNTY,0.2466064956293085,0.1435572726622308,0.14559483222680783,6940,4013,4057,28142,27954,27865
Ohio,CRAWFORD COUNTY,0.22648283352440718,0.14083005998599313,0.14855473554735546,7507,4625,4831,33146,32841,32520
Ohio,CUYAHOGA COUNTY,0.45271024669525933,0.40253342645270773,0.41012584675138003,447232,398271,402315,987899,989411,980955
Ohio,DARKE COUNTY,0.17236503206908743,0.11378968001425553,0.11958805144233232,6826,4470,4668,39602,39283,39034
Ohio,DEFIANCE COUNTY,0.26291271379509673,0.18308946416999217,0.1993411892552722,7732,5368,5870,29409,29319,29447
Ohio,DELAWARE COUNTY,0.2868549187326446,0.2844555799143961,0.36744054031389295,37292,40872,56961,130003,143685,155021
Ohio,ERIE COUNTY,0.3629867750424731,0.2696661292489588,0.28916028474073074,21793,16057,17142,60038,59544,59282
Ohio,FAIRFIELD COUNTY,0.2715988805292044,0.2147357337660096,0.25544298519908276,29890,24881,30634,110052,115868,119925
