,,repturnout,repturnout,repturnout,gop,gop,gop,AGE18PLUS_TOT,AGE18PLUS_TOT,AGE18PLUS_TOT
Georgia,TURNER COUNTY,0.3159862885634154,0.3489340439706862,0.3896168518825676,2028,2095,2349,6418,6004,6029
Georgia,TWIGGS COUNTY,0.2754984108639122,0.3064297545550369,0.3613906678865508,1907,2035,2370,6922,6641,6558
Georgia,UNION COUNTY,0.4977871084884249,0.5198944591029023,0.6100689588657955,8773,9852,12651,17624,18950,20737
Georgia,UPSON COUNTY,0.35299287178986427,0.35804772660316214,0.4224992637675469,7230,7292,8608,20482,20366,20374
Georgia,WALKER COUNTY,0.3078891015558377,0.35544134748846457,0.4233003324443795,16247,18950,23174,52769,53314,54746
Georgia,WALTON COUNTY,0.4634340983815878,0.46385991058122206,0.5293179656465059,29036,31125,37842,62654,67100,71492
Georgia,WARE COUNTY,0.28925800458966233,0.31417921464422793,0.36453329391767053,7941,8513,9865,27453,27096,27062
Georgia,WARREN COUNTY,0.2293259207783183,0.23461174242424243,0.2778836987607245,990,991,1166,4317,4224,4196
Georgia,WASHINGTON COUNTY,0.25165273793189474,0.26262818078237754,0.2918570445014709,4035,4149,4663,16034,15798,15977
Georgia,WAYNE COUNTY,0.33017301642782243,0.3608639844199531,0.44063534083388484,7557,8153,9987,22888,22593,22665
Georgia,WEBSTER COUNTY,0.2836243511090137,0.30434782608695654,0.352165725047081,601,630,748,2119,2070,2124
Georgia,WHEELER COUNTY,0.2074096568478591,0.21352366641622839,0.24264255058246476,1366,1421,1583,6586,6655,6524
Georgia,WHITE COUNTY,0.40065765098184514,0.42628177133374096,0.49355893873924805,8651,9761,12222,21592,22898,24763
Georgia,WHITFIELD COUNTY,0.2598740004846135,0.2814852572145546,0.3300418410041841,19305,21537,25636,74286,76512,77675
Georgia,WILCOX COUNTY,0.2795479302832244,0.2931468531468531,0.3433838239496999,2053,2096,2403,7344,7150,6998
Georgia,WILKES COUNTY,0.3349860157640478,0.3346779440468445,0.3649644473173885,2635,2572,2823,7866,7685,7735
Georgia,WILKINSON COUNTY,0.3123348630232235,0.33626405304122226,0.38419382751658493,2246,2333,2664,7191,6938,6934
Georgia,WORTH COUNTY,0.35797499237572433,0.3858988834525154,0.43263444606321655,5869,6152,6830,16395,15942,15787
Michigan,ALCONA COUNTY,0.39151408836750357,0.4650210316581802,0.5332160140783107,3571,4201,4848,9121,9034,9092
Michigan,ALGER COUNTY,0.294154778437066,0.33402248352500324,0.3891040537051381,2330,2585,3014,7921,7739,7746
Michigan,ALLEGAN COUNTY,0.3746238474686439,0.39430852106908443,0.4599979996221509,31123,34183,41392,83078,86691,89983
Michigan,ALPENA COUNTY,0.3128965872063111,0.39214840379637617,0.46277770559958425,7298,9090,10686,23324,23180,23091
Michigan,ANTRIM COUNTY,0.42498255408234475,0.45040684997074937,0.5075497240445694,7917,8469,9748,18629,18803,19206
Michigan,ARENAC COUNTY,0.3236021376724894,0.39932236205227495,0.4861805954236037,4057,4950,5928,12537,12396,12193
Michigan,BARAGA COUNTY,0.26607728504206474,0.31010202615318294,0.3688151519600646,1866,2158,2512,7013,6959,6811
Michigan,BARRY COUNTY,0.36961828672880603,0.41368464140293426,0.4882874261462927,16655,19202,23471,45060,46417,48068
Michigan,BAY COUNTY,0.29681747232714145,0.34186961453983733,0.4011844782482318,24911,28328,33125,83927,82862,82568
Michigan,BENZIE COUNTY,0.3656603501693206,0.3882930248860848,0.45147390739347515,5075,5539,6601,13879,14265,14621
Michigan,BERRIEN COUNTY,0.3161609558720098,0.32148234413342763,0.3618592275391843,38209,38647,43519,120853,120215,120265
Michigan,BRANCH COUNTY,0.30165028406528993,0.3548503643042091,0.4195578890844545,10035,11786,14064,33267,33214,33521
Michigan,CALHOUN COUNTY,0.2752834643374173,0.3052661167598794,0.3489566272953236,28333,31494,36221,102923,103169,103798
Michigan,CASS COUNTY,0.31478304115379835,0.35084737412552963,0.4060645851570859,12659,14243,16699,40215,40596,41124
Michigan,CHARLEVOIX COUNTY,0.3869781841048711,0.41292963915071884,0.462040471383633,8000,8674,9841,20673,21006,21299
Michigan,CHEBOYGAN COUNTY,0.3495322619333173,0.4114970854461874,0.48110712261477423,7286,8683,10186,20845,21101,21172
Michigan,CHIPPEWA COUNTY,0.264000510269167,0.2969207733871493,0.34786998436685773,8278,9122,10681,31356,30722,30704
Michigan,CLARE COUNTY,0.284759576202119,0.34913793103448276,0.43781997016971014,6988,8505,10861,24540,24360,24807
Michigan,CLINTON COUNTY,0.3564954682779456,0.36099107366313504,0.4047738085638255,20650,21636,25098,57925,59935,62005
Michigan,CRAWFORD COUNTY,0.33235685752330224,0.3887847129207965,0.4425402348847325,3744,4354,5087,11265,11199,11495
Michigan,DELTA COUNTY,0.32561475409836066,0.3853964513446077,0.45833767135172654,9534,11121,13207,29280,28856,28815
Michigan,DICKINSON COUNTY,0.3693135418167844,0.4200940070505288,0.4766081871345029,7688,8580,9617,20817,20424,20178
Michigan,EATON COUNTY,0.3128971382160432,0.3215695866382473,0.3632189159860643,26197,27609,31798,83724,85857,87545
Michigan,EMMET COUNTY,0.39894941634241243,0.4031137269793051,0.4467803100033136,10253,10616,12135,25700,26335,27161
Michigan,GENESEE COUNTY,0.22625315474558808,0.2672188289672512,0.3130398934483415,71808,84175,98714,317379,315004,315340
Michigan,GLADWIN COUNTY,0.3238998298079261,0.3984110637045756,0.47741530740276034,6661,8124,9893,20565,20391,20722
Michigan,GOGEBIC COUNTY,0.2565745362437607,0.3113521890740023,0.3954268030602596,3444,4018,4600,13423,12905,11633
Michigan,GRAND TRAVERSE COUNTY,0.37784802916381866,0.3747556357571532,0.4091811547542391,26534,27413,30502,70224,73149,74544
Michigan,GRATIOT COUNTY,0.2477080765878145,0.3029931305201178,0.36827850643620097,8241,9880,12102,33269,32608,32861
Michigan,HILLSDALE COUNTY,0.3284138008289459,0.39523862935337334,0.4760135229526976,11727,14095,17037,35708,35662,35791
Michigan,HOUGHTON COUNTY,0.2806272683695131,0.29269556207908826,0.3649085794655415,8196,8475,10378,29206,28955,28440
Michigan,HURON COUNTY,0.33946262672988703,0.4208786017949929,0.508528060714999,8806,10692,12731,25941,25404,25035
Michigan,INGHAM COUNTY,0.20081645679028762,0.189205275733867,0.20281667354940885,45306,43868,47639,225609,231854,234887
Michigan,IONIA COUNTY,0.2943716712249892,0.3358163759689923,0.4094792554562214,14315,16635,20657,48629,49536,50447
Michigan,IOSCO COUNTY,0.32768924302788843,0.3972296268088347,0.4657344659730839,6909,8345,9759,21084,21008,20954
Michigan,IRON COUNTY,0.3345092342809712,0.3942710009655616,0.45776330076004346,3224,3675,4216,9638,9321,9210
Michigan,ISABELLA COUNTY,0.18494100724352278,0.20962672239495728,0.2565456812357138,10800,12338,14815,58397,58857,57748
Michigan,JACKSON COUNTY,0.29338592478237324,0.32164016844623705,0.3799212440552094,36298,39793,47372,123721,123719,124689
Michigan,KALAMAZOO COUNTY,0.26565842043666005,0.2498457862940733,0.27295653677657367,52662,51034,56823,198232,204262,208176
Michigan,KALKASKA COUNTY,0.36763933688395467,0.4507997346502543,0.5184410513839504,4901,6116,7436,13331,13567,14343
Michigan,KENT COUNTY,0.3406707450294953,0.30558563017498275,0.3315549420872592,155925,148180,165741,457700,484905,499890
Michigan,KEWEENAW COUNTY,0.43434343434343436,0.45449469570072587,0.47545504688361834,774,814,862,1782,1791,1813
Michigan,LAKE COUNTY,0.2617894736842105,0.3186403066370789,0.39854560145439855,2487,3159,3946,9500,9914,9901
Michigan,LAPEER COUNTY,0.34954859423555573,0.433553210837026,0.5081779381856721,23734,30037,35482,67899,69281,69822
Michigan,LEELANAU COUNTY,0.4265762170790104,0.4036692131824012,0.43334975639130674,7483,7239,7916,17542,17933,18267
Michigan,LENAWEE COUNTY,0.29059729048027666,0.3414463995039144,0.40441845854008796,22351,26430,31541,76914,77406,77991
Michigan,LIVINGSTON COUNTY,0.4338717946866357,0.4471160064535014,0.506523841796014,60083,65680,76982,138481,146897,151981
Michigan,LUCE COUNTY,0.2946112250606004,0.3332700702220535,0.40355912743972444,1580,1756,2109,5363,5269,5226
Michigan,MACKINAC COUNTY,0.3723147742218325,0.41669449081803006,0.47301901307836025,3397,3744,4304,9124,8985,9099
Michigan,MACOMB COUNTY,0.291117350723345,0.3294382108146471,0.38121071238176696,191913,224665,263863,659229,681964,692171
Michigan,MANISTEE COUNTY,0.28485600794438926,0.34344889242078075,0.40907526670271865,5737,6915,8321,20140,20134,20341
Michigan,MARQUETTE COUNTY,0.24547603153697656,0.2688424685194023,0.29716266763981386,13606,14646,16286,55427,54478,54805
Michigan,MASON COUNTY,0.3354130713748396,0.37168953762782975,0.43919965576592085,7580,8505,10207,22599,22882,23240
Michigan,MECOSTA COUNTY,0.2612681871245124,0.293581379447879,0.37460469844138244,9176,10305,13267,35121,35101,35416
Michigan,MENOMINEE COUNTY,0.2930271750579313,0.35588360237892946,0.43251452016838066,5564,6702,8117,18988,18832,18767
Michigan,MIDLAND COUNTY,0.36930274209486164,0.3648073922222562,0.42264813683567504,23919,23846,27675,64768,65366,65480
Michigan,MISSAUKEE COUNTY,0.4057933194154488,0.4670482136663198,0.5702521873391663,4665,5386,6648,11496,11532,11658
Michigan,MONROE COUNTY,0.30779408331099367,0.37112243497357766,0.443810149283892,35593,43261,52710,115639,116568,118767
Michigan,MONTCALM COUNTY,0.28168751938786063,0.34736604207758054,0.4375601732991014,13621,16907,21815,48355,48672,49856
Michigan,MONTMORENCY COUNTY,0.36622889305816136,0.44651519019657904,0.5247861097131353,2928,3498,4171,7995,7834,7948
Michigan,MUSKEGON COUNTY,0.239670960732578,0.27263191258150204,0.33725639646102346,30884,36127,45133,128860,132512,133824
Michigan,NEWAYGO COUNTY,0.3416246160596753,0.4101697664359862,0.495845385222193,12457,15173,18857,36464,36992,38030
Michigan,OAKLAND COUNTY,0.31386475766868244,0.29451936913220544,0.32672115176445116,296514,289203,325971,944719,981949,997704
Michigan,OCEANA COUNTY,0.313375860163745,0.35822966744312834,0.43257443082311736,6239,7228,8892,19909,20177,20556
Michigan,OGEMAW COUNTY,0.3160678990815021,0.40151737928600834,0.4826315789473684,5437,6827,8253,17202,17003,17100
Michigan,ONTONAGON COUNTY,0.34641948382406396,0.39784325052955904,0.47112887112887114,1906,2066,2358,5502,5193,5005
Michigan,OSCEOLA COUNTY,0.34661624428514987,0.4108883163436765,0.48947368421052634,6141,7336,8928,17717,17854,18240
Michigan,OSCODA COUNTY,0.334978229317852,0.4247721500074705,0.521516701775504,2308,2843,3466,6890,6693,6646
Michigan,OTSEGO COUNTY,0.3748596481847832,0.43132957628887497,0.500332565873625,7011,8266,9779,18703,19164,19545
Michigan,OTTAWA COUNTY,0.4360077542381263,0.4124874109440859,0.45343763901308015,88166,88467,100913,202212,214472,222551
Michigan,PRESQUE ISLE COUNTY,0.3492911066102007,0.42077629851865744,0.5021148604192124,3794,4488,5342,10862,10666,10639
Michigan,ROSCOMMON COUNTY,0.32849649492622185,0.40305970888206755,0.4723294094661261,6701,8141,9670,20399,20198,20473
Michigan,SAGINAW COUNTY,0.27818476625837585,0.3012209421725218,0.3392995537026644,42720,45469,50785,153567,150949,149676
Michigan,SANILAC COUNTY,0.33614398724474154,0.415128125964804,0.500401705704221,10963,13446,16194,32614,32390,32362
Michigan,SCHOOLCRAFT COUNTY,0.3171453953212911,0.38639455782312926,0.4610564010743062,2142,2556,3090,6754,6615,6702
Michigan,SHIAWASSEE COUNTY,0.29891385767790263,0.35797390122675404,0.4291461199065663,15962,19230,23149,53400,53719,53942
Michigan,ST. CLAIR COUNTY,0.31628075544638184,0.39158098096819516,0.4677583795019324,39271,49051,59185,124165,125264,126529
Michigan,ST. JOSEPH COUNTY,0.28543779004552755,0.32591749146010335,0.3919097139644996,12978,14884,18127,45467,45668,46253
Michigan,TUSCOLA COUNTY,0.3345314445462447,0.4057413997627521,0.4873112290221123,14240,17102,20297,42567,42150,41651
Michigan,VAN BUREN COUNTY,0.28440286147231914,0.3117756748749586,0.37100488006048526,16141,17890,21591,56754,57381,58196
Michigan,WASHTENAW COUNTY,0.20057029488938982,0.170659772548015,0.18757191407331317,56412,50631,56241,281258,296678,299837
Michigan,WAYNE COUNTY,0.15753646199810645,0.1708409586186676,0.1978633542974117,213814,228993,264553,1357235,1340387,1337049
Michigan,WEXFORD COUNTY,0.3403004309129717,0.39533504645186796,0.46749333642368757,8450,10000,12102,24831,25295,25887
North Carolina,ALAMANCE COUNTY,0.3237489397794741,0.31227121698485105,0.34852624011502514,38170,38815,46056,117900,124299,132145
North Carolina,ALEXANDER COUNTY,0.42447862537241043,0.4716206123973114,0.5288948069241012,12253,13893,15888,28866,29458,30040
North Carolina,ALLEGHANY COUNTY,0.38357094365241007,0.4241076392749917,0.48945831981835874,3390,3814,4527,8838,8993,9249
North Carolina,ANSON COUNTY,0.2006260534553335,0.22342324474414915,0.2713688290493676,4166,4506,5321,20765,20168,19608
North Carolina,ASHE COUNTY,0.3773809523809524,0.4327754276255288,0.5094087815294275,8242,9412,11451,21840,21748,22479
North Carolina,AVERY COUNTY,0.392886345053148,0.42724374194423714,0.47912352194535374,5766,6298,7172,14676,14741,14969
North Carolina,BEAUFORT COUNTY,0.3754734721289456,0.3875859495762486,0.4363535002256497,13977,14543,16437,37225,37522,37669
North Carolina,BERTIE COUNTY,0.20592169260700388,0.21737216177118057,0.24394452610724102,3387,3456,3817,16448,15899,15647
North Carolina,BLADEN COUNTY,0.28654905876696624,0.32238603370913615,0.3710549526402577,7748,8550,9676,27039,26521,26077
North Carolina,BRUNSWICK COUNTY,0.3782045001796153,0.4045186398628879,0.4585574120448294,34743,42720,55850,91863,105607,121795
North Carolina,BUNCOMBE COUNTY,0.28055535609876187,0.2697876214179878,0.2919490871328534,54701,55716,62412,194974,206518,213777
North Carolina,BURKE COUNTY,0.3136727334197329,0.36309037820184603,0.41997021391822364,22267,26238,31019,70988,72263,73860
North Carolina,CABARRUS COUNTY,0.3671704823294065,0.3607219935924074,0.3916525250523343,49557,53819,63237,134970,149198,161462
North Carolina,CALDWELL COUNTY,0.36124286580719406,0.4104441943292373,0.4878193250508794,23229,26621,32119,64303,64859,65842
North Carolina,CAMDEN COUNTY,0.4116790254237288,0.4444722988217598,0.5129059117402165,3109,3546,4312,7552,7978,8407
North Carolina,CARTERET COUNTY,0.4498084569436627,0.47078940373881456,0.5218902619184177,24775,26569,30028,55079,56435,57537
North Carolina,CASWELL COUNTY,0.3009306579159718,0.32655936704058963,0.38562802589348855,5594,6026,7089,18589,18453,18383
North Carolina,CATAWBA COUNTY,0.3750442090371693,0.3990454091280688,0.45404433888839857,44538,48324,56588,118754,121099,124631
North Carolina,CHATHAM COUNTY,0.32785756443045444,0.30911160907908053,0.35510635088248604,16665,17105,21186,50830,55336,59661
North Carolina,CHEROKEE COUNTY,0.4209236911351057,0.4732891061452514,0.5288771621225447,9278,10844,12628,22042,22912,23877
North Carolina,CHOWAN COUNTY,0.33735044217097276,0.35616681455190774,0.4004836975994267,3891,4014,4471,11534,11270,11164
North Carolina,CLAY COUNTY,0.4576661674922244,0.4988756465032606,0.5466210436270317,3973,4437,5112,8681,8894,9352
North Carolina,CLEVELAND COUNTY,0.34293729723980215,0.3770454906529683,0.4417808219178082,25793,28479,33798,75212,75532,76504
North Carolina,COLUMBUS COUNTY,0.2907828509796872,0.32357675652390777,0.3824324631358917,12941,14272,16832,44504,44107,44013
North Carolina,CRAVEN COUNTY,0.33206728160607707,0.34643829797866227,0.38603256745493675,26928,27731,31032,81092,80046,80387
North Carolina,CUMBERLAND COUNTY,0.20701208176540048,0.20429593320979536,0.23760463873661714,50666,51265,60032,244749,250935,252655
North Carolina,CURRITUCK COUNTY,0.40427138388523354,0.46121709367292496,0.5378085351787774,7496,9163,11657,18542,19867,21675
North Carolina,DARE COUNTY,0.372410785667563,0.3961696684758184,0.4632411592661526,10248,11460,13938,27518,28927,30088
North Carolina,DAVIDSON COUNTY,0.394391956106794,0.42637685254961066,0.492501047339757,49383,54317,64658,125213,127392,131285
North Carolina,DAVIE COUNTY,0.4595719381688466,0.47491781322293924,0.5376832541812926,14687,15602,18228,31958,32852,33901
North Carolina,DUPLIN COUNTY,0.2561709002782515,0.2729811860392367,0.3081546023235031,11416,12217,13793,44564,44754,44760
North Carolina,DURHAM COUNTY,0.15344314438259685,0.11719379761643937,0.12687771910143103,33769,28350,32459,220075,241907,255829
North Carolina,EDGECOMBE COUNTY,0.2018469968586882,0.20130123300355768,0.2307036888532478,8546,8261,9206,42339,41038,39904
North Carolina,FORSYTH COUNTY,0.29326686225634013,0.26728232189973616,0.2879475695749168,79768,75975,85060,271998,284250,295401
North Carolina,FRANKLIN COUNTY,0.31169690501600855,0.3260817595027492,0.3833908003814834,14603,16368,20904,46850,50196,54524
North Carolina,GASTON COUNTY,0.3531269264156403,0.3700501200605992,0.4190651610089743,56138,61798,73033,158974,166999,174276
North Carolina,GATES COUNTY,0.2768599503293381,0.31382397903472375,0.3647887323943662,2564,2874,3367,9261,9158,9230
North Carolina,GRAHAM COUNTY,0.40187052462370304,0.48759839596019605,0.5482488547362199,2750,3283,3710,6843,6733,6767
North Carolina,GRANVILLE COUNTY,0.27677376171352075,0.2925563974513518,0.3463939406550418,12405,13591,16647,44820,46456,48058
North Carolina,GREENE COUNTY,0.26812959698498573,0.26246624662466245,0.2886756692726842,4411,4374,4874,16451,16665,16884
North Carolina,GUILFORD COUNTY,0.2717810791463933,0.24110859500433968,0.2565369166029074,104789,98062,107294,385564,406713,418240
North Carolina,HALIFAX COUNTY,0.2096862960924601,0.22191915468730802,0.25589601685664237,8763,9031,10080,41791,40695,39391
North Carolina,HARNETT COUNTY,0.2882349625119793,0.28849328235023713,0.3483216160015843,25565,27614,35177,88695,95718,100990
North Carolina,HAYWOOD COUNTY,0.32883195557518774,0.3844232331437855,0.4480065923716842,15633,18929,22834,47541,49240,50968
North Carolina,HENDERSON COUNTY,0.38370024072846526,0.39129104518384966,0.41939843479900685,32994,35809,40032,85989,91515,95451
North Carolina,HERTFORD COUNTY,0.15305135644118695,0.15878464928011476,0.1802684076895176,3007,3099,3479,19647,19517,19299
North Carolina,HOKE COUNTY,0.19155032444731593,0.20300319154502172,0.2346705724641279,6819,7760,9453,35599,38226,40282
North Carolina,HYDE COUNTY,0.2568353067814855,0.2863494886616274,0.34602244997559783,1193,1288,1418,4645,4498,4098
North Carolina,IREDELL COUNTY,0.40157210931454407,0.41466166837063123,0.47652233276206596,49299,54754,67010,122765,132045,140623
North Carolina,JACKSON COUNTY,0.24623370424510008,0.2791210655807245,0.30925083739549575,8254,9870,11356,33521,35361,36721
North Carolina,JOHNSTON COUNTY,0.3812099027826977,0.3851362837876126,0.43652329405754065,48427,54372,68353,127035,141176,156585
North Carolina,JONES COUNTY,0.3524223602484472,0.38463528194516294,0.4257528556593977,2837,2974,3280,8050,7732,7704
North Carolina,LEE COUNTY,0.29994529041670465,0.30481271534956095,0.34939324507807196,13158,13712,16469,43868,44985,47136
North Carolina,LENOIR COUNTY,0.3088069625146341,0.3073397602329939,0.3359970522534141,13980,13613,14590,45271,44293,43423
North Carolina,LINCOLN COUNTY,0.4152341824157765,0.45229870619268936,0.534575837366323,25267,28806,36341,60850,63688,67981
North Carolina,MACON COUNTY,0.39621882542236525,0.43683584885270704,0.4856801093643199,10835,12127,14211,27346,27761,29260
North Carolina,MADISON COUNTY,0.3200852928981816,0.3894694533762058,0.444785105078321,5404,6783,7979,16883,17416,17939
North Carolina,MARTIN COUNTY,0.319171591332588,0.3215726905878504,0.3645699614890886,5995,5897,6532,18783,18338,17917
North Carolina,MCDOWELL COUNTY,0.33266470787659624,0.4091445262034489,0.4610699948111533,11775,14568,16883,35396,35606,36617
North Carolina,MECKLENBURG COUNTY,0.23654233822352114,0.1939930245438261,0.21032204760356726,171668,155518,179211,725739,801668,852079
North Carolina,MITCHELL COUNTY,0.46675777795642737,0.5136129506990434,0.579769400605119,5806,6282,7090,12439,12231,12229
North Carolina,MONTGOMERY COUNTY,0.3055197748199036,0.33912009512485136,0.3955139659550456,6404,7130,8411,20961,21025,21266
North Carolina,MOORE COUNTY,0.41555715231694773,0.40578668583140354,0.46344292053247277,29495,30490,36764,70977,75138,79328
North Carolina,NASH COUNTY,0.3256614443184767,0.3198765432098765,0.35012539822409,23842,23319,25827,73211,72900,73765
North Carolina,NEW HANOVER COUNTY,0.3180556217530146,0.3033961022942192,0.3301826788730632,53385,55344,63333,167848,182415,191812
North Carolina,NORTHAMPTON COUNTY,0.2035413744740533,0.2174467310143872,0.24727250185965782,3483,3582,3989,17112,16473,16132
North Carolina,ONSLOW COUNTY,0.22439903678855283,0.2552919331545286,0.30853806338428985,32243,37122,46078,143686,145410,149343
North Carolina,ORANGE COUNTY,0.19660085617532427,0.16221862843655754,0.16823848238482386,21539,18557,20176,109557,114395,119925
North Carolina,PAMLICO COUNTY,0.3759628770301624,0.3965356677221084,0.4487737158722814,4051,4258,4849,10775,10738,10805
North Carolina,PASQUOTANK COUNTY,0.2433914734861771,0.26707587828131124,0.3144714819106476,7633,8180,9770,31361,30628,31068
North Carolina,PENDER COUNTY,0.35011617044719634,0.3862949498488897,0.4475518773696441,14617,17639,21956,41749,45662,49058
North Carolina,PERQUIMANS COUNTY,0.35061003577653427,0.38526102195166945,0.4474764990417085,3822,4177,4903,10901,10842,10957
North Carolina,PERSON COUNTY,0.34461700101782844,0.3622672064777328,0.42039475782022256,10496,11185,13184,30457,30875,31361
North Carolina,PITT COUNTY,0.269111013680714,0.25732516222062,0.2736231802675726,36214,35691,38982,134569,138700,142466
North Carolina,POLK COUNTY,0.37564002168544064,0.39823477493380405,0.43992447648472366,6236,6768,7689,16601,16995,17478
North Carolina,RANDOLPH COUNTY,0.41771496226135857,0.44962932642015735,0.5093373440045836,45160,49430,56894,108112,109935,111702
North Carolina,RICHMOND COUNTY,0.26496308915388983,0.29968827570282286,0.34273959902653844,9332,10383,11830,35220,34646,34516
North Carolina,ROBESON COUNTY,0.17544035428731738,0.208925786163522,0.28250952501905,17510,20762,27806,99806,99375,98425
North Carolina,ROCKINGHAM COUNTY,0.3459544706527702,0.37049823243482105,0.43057981979503407,25227,26830,31301,72920,72416,72695
North Carolina,ROWAN COUNTY,0.3666527980029124,0.3966129017315336,0.44520405675116725,38775,42810,49297,105754,107939,110729
North Carolina,RUTHERFORD COUNTY,0.3601231190150479,0.41750501097642456,0.46593163865074316,18954,21871,24891,52632,52385,53422
North Carolina,SAMPSON COUNTY,0.30210100756195146,0.31134332116328844,0.3621180923857657,14422,14838,17411,47739,47658,48081
North Carolina,SCOTLAND COUNTY,0.21266275210620372,0.22994927589502315,0.2789161348113313,5831,6256,7473,27419,27206,26793
North Carolina,STANLY COUNTY,0.42259920592793904,0.46237079763383365,0.5165780609553183,19904,21964,25458,47099,47503,49282
North Carolina,STOKES COUNTY,0.4133076547496338,0.4623821487424697,0.5423071745860816,15237,17116,20144,36866,37017,37145
North Carolina,SURRY COUNTY,0.3522703161468279,0.4195200623848008,0.48473006988083295,19923,23671,27538,56556,56424,56811
North Carolina,SWAIN COUNTY,0.27512249237311637,0.32459255212601296,0.37361946664272244,2976,3565,4161,10817,10983,11137
North Carolina,TRANSYLVANIA COUNTY,0.35358021066539436,0.37549971444888636,0.3998762844083989,9634,10520,11636,27247,28016,29099
North Carolina,TYRRELL COUNTY,0.2767033620946147,0.29990772070132266,0.3175182481751825,930,975,1044,3361,3251,3288
North Carolina,UNION COUNTY,0.41592589063287005,0.4078217755198112,0.45512297866557955,61107,66707,80382,146918,163569,176616
North Carolina,VANCE COUNTY,0.2185321370789822,0.21615566037735848,0.2461281239000352,7429,7332,8391,33995,33920,34092
North Carolina,WAKE COUNTY,0.2981766631484162,0.2476433204680017,0.26641030321946163,211596,196082,226197,709633,791792,849055
North Carolina,WARREN COUNTY,0.18720562809276814,0.19811378906490784,0.23160493827160494,3140,3214,3752,16773,16223,16200
North Carolina,WASHINGTON COUNTY,0.26463463867581755,0.2660302967420627,0.29987060599525556,2622,2564,2781,9908,9638,9274
North Carolina,WATAUGA COUNTY,0.30782384685424946,0.29065868771751124,0.2947860144424952,13861,13697,14451,45029,47124,49022
North Carolina,WAYNE COUNTY,0.29353482148546184,0.2910989673068589,0.3265837861981687,27641,27540,30709,94166,94607,94031
North Carolina,WILKES COUNTY,0.3809868702063253,0.438099454035709,0.5050889653657465,20515,23752,27592,53847,54216,54628
North Carolina,WILSON COUNTY,0.29035805543875537,0.2810355883295928,0.3097083386055928,17954,17531,19581,61834,62380,63224
North Carolina,YADKIN COUNTY,0.4252916314454776,0.4691566672300152,0.5337509631168135,12578,13880,15933,29575,29585,29851
North Carolina,YANCEY COUNTY,0.3718734587472698,0.44662842753217685,0.5084562305506697,5278,6385,7516,14193,14296,14782
Ohio,ADAMS COUNTY,0.3221492257156265,0.41119764460062685,0.4575813556913457,6865,8659,9660,21310,21058,21111
Ohio,ALLEN COUNTY,0.36652089648660735,0.383885062392183,0.4064469496189401,29502,30487,32052,80492,79417,78859
Ohio,ASHLAND COUNTY,0.3795397295116046,0.4239699466795928,0.45700954808917965,15519,17493,19002,40889,41260,41579
Ohio,ASHTABULA COUNTY,0.23706371621796699,0.30583390168406693,0.3455522907250998,18298,23318,26225,77186,76244,75893
Ohio,ATHENS COUNTY,0.15632777045820523,0.2007816230172063,0.1857495439424831,8543,11354,10386,54648,56549,55914
Ohio,AUGLAIZE COUNTY,0.4981286447906693,0.5385947693551181,0.5892301486688948,17169,18658,20451,34467,34642,34708
Ohio,BELMONT COUNTY,0.2978829301242512,0.38048200155019196,0.4245274353840219,16758,21108,23110,56257,55477,54437
Ohio,BROWN COUNTY,0.3538950432122598,0.4345997852797328,0.47866718418774074,11916,14573,16032,33671,33532,33493
Ohio,BUTLER COUNTY,0.3763018830121038,0.37114289084563234,0.3800158507175341,105176,106976,111722,279499,288234,293993
Ohio,CARROLL COUNTY,0.33026321730100683,0.42494374799099965,0.49429389940355983,7315,9254,10525,22149,21777,21293
Ohio,CHAMPAIGN COUNTY,0.36659032825516946,0.4220039424008553,0.46611515552614163,11045,12631,14086,30129,29931,30220
Ohio,CLARK COUNTY,0.30177082641727765,0.33858775101946603,0.36682568173310426,31816,35205,38217,105431,103976,104183
Ohio,CLERMONT COUNTY,0.42853043054600787,0.4348929482389921,0.45804526736074114,64208,67518,73077,149833,155252,159541
Ohio,CLINTON COUNTY,0.3787372271981834,0.4320324695597877,0.4646449065218733,12009,13838,15061,31708,32030,32414
Ohio,COLUMBIANA COUNTY,0.3007396114955397,0.3850951309950763,0.4320773517363546,25251,31676,35124,83963,82255,81291
Ohio,COSHOCTON COUNTY,0.29813090754033117,0.3858124060957287,0.43000179436569175,8390,10785,11982,28142,27954,27865
Ohio,CRAWFORD COUNTY,0.35756954081940506,0.4144514478852654,0.46257687576875767,11852,13611,15043,33146,32841,32520
Ohio,CUYAHOGA COUNTY,0.19298632754967865,0.18618248634793833,0.19887660494110332,190651,184211,195089,987899,989411,980955
Ohio,DARKE COUNTY,0.4572496338568759,0.5094315607260138,0.5525695547471435,18108,20012,21569,39602,39283,39034
Ohio,DEFIANCE COUNTY,0.346016525553402,0.39864934001841806,0.4339321492851564,10176,11688,12778,29409,29319,29447
Ohio,DELAWARE COUNTY,0.4630200841519042,0.4006542088596583,0.4203495010353436,60194,57568,65163,130003,143685,155021
Ohio,ERIE COUNTY,0.2823545088110863,0.3299744726588741,0.3664518740933167,16952,19648,21724,60038,59544,59282
Ohio,FAIRFIELD COUNTY,0.3728601024970014,0.38245244588669863,0.4145424223473004,41034,44314,49714,110052,115868,119925
