,,repturnout,repturnout,repturnout,gop,gop,gop,AGE18PLUS_TOT,AGE18PLUS_TOT,AGE18PLUS_TOT
Georgia,HOUSTON COUNTY,0.32238023047089354,0.31524717941417235,0.3533515394366317,34662,35430,41534,107519,112388,117543
Georgia,IRWIN COUNTY,0.3427876823338736,0.37287204832509613,0.4202198980960043,2538,2716,3134,7404,7284,7458
Georgia,JACKSON COUNTY,0.42411011126379716,0.4491916859122402,0.5412392887942898,19135,21784,29497,45118,48496,54499
Georgia,JASPER COUNTY,0.4022954965470285,0.41674632001529344,0.5329549615525448,4136,4360,5822,10281,10462,10924
Georgia,JEFF DAVIS COUNTY,0.3629427792915531,0.37527432333577176,0.4200590498344815,3996,4104,4695,11010,10936,11177
Georgia,JEFFERSON COUNTY,0.24392029280195202,0.25525,0.2997711670480549,2999,3063,3537,12295,12000,11799
Georgia,JENKINS COUNTY,0.26937901498929334,0.27238752335776917,0.31053312257508264,1887,1895,2161,7005,6957,6959
Georgia,JOHNSON COUNTY,0.30603286090555626,0.3193053618963113,0.3641241855116903,2440,2519,2850,7973,7889,7827
Georgia,JONES COUNTY,0.361784629759402,0.38212018036256556,0.4488132234382741,7744,8305,9965,21405,21734,22203
Georgia,LAMAR COUNTY,0.3453161344893212,0.3545808567329371,0.41903879253276843,4899,5190,6330,14187,14637,15106
Georgia,LANIER COUNTY,0.2333931777378815,0.2541634640020497,0.31643334594526423,1820,1984,2509,7798,7806,7929
Georgia,LAURENS COUNTY,0.33397613258433245,0.3493497719979733,0.40354736314529155,11950,12411,14493,35781,35526,35914
Georgia,LEE COUNTY,0.4947237145049885,0.49729073243647237,0.5427628605008589,10314,10646,12007,20848,21408,22122
Georgia,LIBERTY COUNTY,0.12269329982141676,0.1391245180312996,0.1807466957351138,5565,6134,7959,45357,44090,44034
Georgia,LINCOLN COUNTY,0.4478302488832163,0.4369654735508394,0.4933271260086903,2807,2759,3179,6268,6314,6444
Georgia,LONG COUNTY,0.20505068468788903,0.19948343968398663,0.24777020858206333,2306,2626,3528,11246,13164,14239
Georgia,LOWNDES COUNTY,0.24527043345255484,0.2486953123203899,0.2883842579080888,21327,21635,25691,86953,86994,89086
Georgia,LUMPKIN COUNTY,0.35176145146855425,0.37438212742770405,0.4373134864991191,8647,9619,12163,24582,25693,27813
Georgia,MACON COUNTY,0.13676197220501018,0.14236849403716373,0.16898872144820395,1545,1540,1783,11297,10817,10551
Georgia,MADISON COUNTY,0.39352132370076903,0.41488929972494026,0.49140923290524124,8443,9201,11326,21455,22177,23048
Georgia,MARION COUNTY,0.26174293913306146,0.28983101991550997,0.34298205939996984,1733,1921,2275,6621,6628,6633
Georgia,MCDUFFIE COUNTY,0.3413554461001309,0.3403935330241885,0.385273544841369,5475,5432,6169,16039,15958,16012
Georgia,MCINTOSH COUNTY,0.3052471346704871,0.30024108834165664,0.33159937247130705,3409,3487,4016,11168,11614,12111
Georgia,MERIWETHER COUNTY,0.294142588890908,0.31752401799829744,0.3902380667543965,4856,5222,6524,16509,16446,16718
Georgia,MILLER COUNTY,0.4156665939341043,0.4187333923826395,0.4684807256235828,1905,1891,2066,4583,4516,4410
Georgia,MITCHELL COUNTY,0.23791800274851121,0.24812989272252828,0.2910474168435952,4155,4279,4935,17464,17245,16956
Georgia,MONROE COUNTY,0.406228743562336,0.41453111799493103,0.5030702751876279,8361,8832,11060,20582,21306,21985
Georgia,MONTGOMERY COUNTY,0.3868061609997094,0.3765867418899859,0.4031599019340779,2662,2670,2960,6882,7090,7342
Georgia,MORGAN COUNTY,0.4579169442593826,0.46896896896896895,0.5509439014593653,6186,6559,8230,13509,13986,14938
Georgia,MURRAY COUNTY,0.29043687650498795,0.35095876463600884,0.42727452792816584,8443,10341,12943,29070,29465,30292
Georgia,MUSCOGEE COUNTY,0.18438090642216592,0.18280881515816866,0.2039183485117876,27510,26976,30049,149202,147564,147358
Georgia,NEWTON COUNTY,0.28760194640531833,0.26783724593691166,0.2879877416085519,20982,20913,23869,72955,78081,82882
Georgia,OCONEE COUNTY,0.5372877184346542,0.4966519921571529,0.5593191776204921,13098,13425,16595,24378,27031,29670
Georgia,OGLETHORPE COUNTY,0.3781692020282893,0.40071044879570267,0.4622696090585999,4251,4625,5593,11241,11542,12099
Georgia,PAULDING COUNTY,0.3972612065863313,0.39374063298950895,0.4361651067914567,40846,44662,54525,102819,113430,125010
Georgia,PEACH COUNTY,0.24383157312180048,0.2566132549540154,0.29796984556161493,5287,5413,6502,21683,21094,21821
Georgia,PICKENS COUNTY,0.45990494047878605,0.47824480748707004,0.5384880250975591,10547,11651,14075,22933,24362,26138
Georgia,PIERCE COUNTY,0.4026001705029838,0.44026826882772113,0.5374931954273272,5667,6302,7899,14076,14314,14696
Georgia,PIKE COUNTY,0.5059948398846562,0.5328745057841558,0.6245808526654348,6668,7278,9127,13178,13658,14613
Georgia,POLK COUNTY,0.32444855980687193,0.3569252705943353,0.42732704402515725,9811,11014,13589,30239,30858,31800
Georgia,PULASKI COUNTY,0.26164222246012203,0.2657579062159215,0.307296231375986,2444,2437,2805,9341,9170,9128
Georgia,PUTNAM COUNTY,0.3752566115203478,0.3836098247259511,0.4661531541661981,6215,6544,8291,16562,17059,17786
Georgia,QUITMAN COUNTY,0.26479750778816197,0.30391120507399577,0.323167469234885,510,575,604,1926,1892,1869
Georgia,RABUN COUNTY,0.4397065566254012,0.4639509999262047,0.5227304518114422,5754,6287,7474,13086,13551,14298
Georgia,RANDOLPH COUNTY,0.22329585382993675,0.2245583038869258,0.2575448990927606,1271,1271,1391,5692,5660,5401
Georgia,RICHMOND COUNTY,0.16833404978701785,0.15778236470360577,0.17116287987728884,25845,24461,26781,153534,155030,156465
Georgia,ROCKDALE COUNTY,0.2492545835183658,0.20256094261925517,0.1888835663168285,15716,13478,13012,63052,66538,68889
Georgia,SCHLEY COUNTY,0.3562326869806094,0.38283485045513654,0.4496627529352985,1286,1472,1800,3610,3845,4003
Georgia,SCREVEN COUNTY,0.3046621558995273,0.3006185191922867,0.35574127906976744,3287,3305,3916,10789,10994,11008
Georgia,SEMINOLE COUNTY,0.3280724828291685,0.35364198461770474,0.40758663752731816,2245,2345,2611,6843,6631,6406
Georgia,SPALDING COUNTY,0.3112488780345252,0.31860389345931417,0.3536358473198723,14911,15646,18057,47907,49108,51061
Georgia,STEPHENS COUNTY,0.36235447611401045,0.3867364395692865,0.46613922475991443,7221,7686,9368,19928,19874,20097
Georgia,STEWART COUNTY,0.14242018734467596,0.15114532482162973,0.13567073170731708,745,805,801,5231,5326,5904
Georgia,SUMTER COUNTY,0.2265565759541663,0.22667124935555938,0.25094124857718236,5378,5276,5732,23738,23276,22842
Georgia,TALBOT COUNTY,0.22467289719626168,0.22894333843797857,0.2684149633629001,1202,1196,1392,5350,5224,5186
Georgia,TALIAFERRO COUNTY,0.23525127458120904,0.2626034612490594,0.28169014084507044,323,349,360,1373,1329,1278
Georgia,TATTNALL COUNTY,0.23493584943337825,0.2533684681549247,0.3007402991007105,4706,5096,6053,20031,20113,20127
Georgia,TAYLOR COUNTY,0.3034740613802773,0.31675874769797424,0.3765182186234818,1948,2064,2418,6419,6516,6422
Georgia,TELFAIR COUNTY,0.18615823449932442,0.18580312452601244,0.21211893677729388,2480,2450,2825,13322,13186,13318
Georgia,TERRELL COUNTY,0.2624123622835885,0.275709872002354,0.305115712545676,1834,1874,2004,6989,6797,6568
Georgia,THOMAS COUNTY,0.33231062524202437,0.3292378969592118,0.3817635270541082,11156,11228,12954,33571,34103,33932
Georgia,TIFT COUNTY,0.29830145172290606,0.3146628143673255,0.35241830065359475,9185,9584,10784,30791,30458,30600
Georgia,TOOMBS COUNTY,0.33275527899622565,0.33366960907944515,0.3980179997977551,6524,6615,7872,19606,19825,19778
Georgia,TOWNS COUNTY,0.5406364341944784,0.5437923022527528,0.6077106139933365,4876,5383,6384,9019,9899,10505
Georgia,TREUTLEN COUNTY,0.3202170963364993,0.3540810334703465,0.39425783449052354,1652,1809,2101,5159,5109,5329
Georgia,TROUP COUNTY,0.3007469636028611,0.3002115776833197,0.3425857739005646,15179,15750,18143,50471,52463,52959
