,,turnout,turnout,turnout,winner,winner,winner,AGE18PLUS_TOT,AGE18PLUS_TOT,AGE18PLUS_TOT
year,,2012,2016,2020,2012,2016,2020,2012,2016,2020
Ohio,JACKSON COUNTY,0.5373032444587215,0.5534314121736319,0.5739997567797641,red,red,red,24904,24742,24669
Ohio,JEFFERSON COUNTY,0.6014623233480657,0.5982313708733535,0.6179177397364036,red,red,red,54981,53827,52808
Ohio,KNOX COUNTY,0.6107310356697216,0.610881601362862,0.6369537714913827,red,red,red,46482,46960,48217
Ohio,LAKE COUNTY,0.6570042947985217,0.6369923065120663,0.6907939257775492,red,red,red,180218,182492,184715
Ohio,LAWRENCE COUNTY,0.5395588788169932,0.5629919593736775,0.5884712747243317,red,red,red,47878,47260,46614
Ohio,LICKING COUNTY,0.6398132207626819,0.6282623548166705,0.6744699906037115,red,red,red,127209,131730,136224
Ohio,LOGAN COUNTY,0.6168145208357652,0.6266449757429625,0.6530350892171092,red,red,red,34268,34423,35139
Ohio,LORAIN COUNTY,0.6190146961598126,0.590941768511862,0.6258763911871876,blue,blue,red,231421,237861,242329
Ohio,LUCAS COUNTY,0.6283905372847005,0.5937640885073846,0.5906690380892071,blue,blue,blue,334534,332718,330041
Ohio,MADISON COUNTY,0.5200083120584219,0.5042433433462626,0.5415346659564327,red,red,red,33686,34289,35669
Ohio,MAHONING COUNTY,0.650515060354027,0.6270304437142749,0.6350492055608015,blue,blue,red,186483,183519,183211
Ohio,MARION COUNTY,0.5240248294888498,0.5091985375195868,0.5278356132396723,red,red,red,52196,51693,51391
Ohio,MEDINA COUNTY,0.6910061045228273,0.670170085739642,0.7431315055397413,red,red,red,131378,136343,140169
Ohio,MEIGS COUNTY,0.558543784847491,0.5505624172915747,0.5947246184472462,red,red,red,18294,18136,18084
Ohio,MERCER COUNTY,0.7177507538354485,0.7181436551746935,0.7668086500655308,red,red,red,30179,30253,30520
Ohio,MIAMI COUNTY,0.6604188654772956,0.6558792069849009,0.6898526111481773,red,red,red,78641,80402,82435
Ohio,MONROE COUNTY,0.5923144104803494,0.6102927968385127,0.6464184429603879,red,red,red,11450,11134,10931
Ohio,MONTGOMERY COUNTY,0.6441731742483622,0.6250901452488009,0.6312400597619162,blue,red,blue,413364,413222,414980
Ohio,MORGAN COUNTY,0.5308791684711996,0.5563903281519862,0.5825883169863727,red,red,red,11545,11580,11521
Ohio,MORROW COUNTY,0.6190330477356181,0.6228780065494787,0.6609556513479945,red,red,red,26144,26567,27374
Ohio,MUSKINGUM COUNTY,0.5655270220812493,0.5586245431755716,0.5944861254623598,red,red,red,65576,66218,66777
Ohio,NOBLE COUNTY,0.49336246009074103,0.5107883112470268,0.5298329355608592,red,red,red,11902,11772,11732
Ohio,OTTAWA COUNTY,0.6810833763003852,0.676326443639463,0.7075977586310779,blue,red,red,32971,32851,33194
Ohio,PAULDING COUNTY,0.6269230769230769,0.6294440965699576,0.6479641807751504,red,red,red,14560,14373,14294
Ohio,PERRY COUNTY,0.5550040743758797,0.5475425399839334,0.585114462406423,red,red,red,26998,27386,27651
Ohio,PICKAWAY COUNTY,0.5560857538035962,0.5502434902492718,0.5992918585454862,red,red,red,43380,44971,46036
Ohio,PIKE COUNTY,0.5393786968469098,0.5547305501074064,0.5667105139528329,red,red,red,21471,21414,21286
Ohio,PORTAGE COUNTY,0.5906565950029052,0.5788057318788248,0.6127772700839079,blue,red,red,129075,131545,132407
Ohio,PREBLE COUNTY,0.6315245639853462,0.6485131342436379,0.6736689833013617,red,red,red,31937,31711,31799
Ohio,PUTNAM COUNTY,0.7235634673703281,0.7419252816762206,0.7790711485924694,red,red,red,25391,25295,25257
Ohio,RICHLAND COUNTY,0.6037702294149031,0.581800172809846,0.6165346295068859,red,red,red,95591,94902,95049
Ohio,ROSS COUNTY,0.4995848279527036,0.5030717514779182,0.5372282338925841,red,red,red,60216,60389,60438
Ohio,SANDUSKY COUNTY,0.6294149571258005,0.6144744626306449,0.6457670622819911,blue,red,red,46065,45639,45583
Ohio,SCIOTO COUNTY,0.5082282713290819,0.5159387255723528,0.5276182732862442,red,red,red,61313,59666,59037
Ohio,SENECA COUNTY,0.5844032664769704,0.5562460867750388,0.5861398513992084,red,red,red,43227,43123,43203
Ohio,SHELBY COUNTY,0.6621167984463865,0.6528255190430359,0.6757583203647582,red,red,red,36045,36365,36627
Ohio,STARK COUNTY,0.6231462055372613,0.5996530177871158,0.636809950562599,blue,red,red,291227,292234,291682
Ohio,SUMMIT COUNTY,0.6354131558585202,0.6057707886697552,0.6389394151392193,blue,blue,blue,421318,425869,428820
Ohio,TRUMBULL COUNTY,0.6257859313671207,0.600808343708746,0.6244929520332624,blue,red,red,162546,159833,157776
Ohio,TUSCARAWAS COUNTY,0.5862224413608509,0.5790477526120188,0.6027663530339737,red,red,red,70985,71305,70996
Ohio,UNION COUNTY,0.6597084247193911,0.6584013442150745,0.7374023174346538,red,red,red,38755,41660,44532
Ohio,VAN WERT COUNTY,0.6402253208975898,0.6373229658428214,0.678471102924246,red,red,red,21658,21606,21715
Ohio,VINTON COUNTY,0.5396841066140178,0.5455086258179654,0.5753050268423622,red,red,red,10130,10086,10245
Ohio,WARREN COUNTY,0.6965699870731309,0.6925230167775921,0.742619734304813,red,red,red,159358,169333,177873
Ohio,WASHINGTON COUNTY,0.6034119500071594,0.614636758738594,0.6526631033837323,red,red,red,48887,48549,48083
Ohio,WAYNE COUNTY,0.5909090909090909,0.5661446563021679,0.606713780918728,red,red,red,86416,88057,87730
Ohio,WILLIAMS COUNTY,0.6161823560118322,0.60896488635564,0.6444021700838442,red,red,red,28735,28422,28386
Ohio,WOOD COUNTY,0.6297379538538804,0.6238340863697183,0.6311660160558599,blue,red,red,101547,103138,104261
Ohio,WYANDOT COUNTY,0.616407206576876,0.623352165725047,0.6595126578526116,red,red,red,17151,16992,16867
Pennsylvania,ADAMS COUNTY,0.5331583639948263,0.5864722009533925,0.6844042027792573,red,red,red,79633,80974,82612
Pennsylvania,ALLEGHENY COUNTY,0.6263382208873715,0.6533986349378325,0.7273909721548463,blue,blue,blue,993203,994973,989472
Pennsylvania,ARMSTRONG COUNTY,0.5424989920463292,0.5907256557805844,0.6942009890970193,red,red,red,54566,53524,52371
Pennsylvania,BEAVER COUNTY,0.5912554093470578,0.6224888829299904,0.6937944681943836,red,red,red,136107,134253,132398
Pennsylvania,BEDFORD COUNTY,0.5540461173105896,0.6081195811572204,0.7121384297520661,red,red,red,39161,38869,38720
Pennsylvania,BERKS COUNTY,0.5364933269075091,0.569058558026472,0.627099199375122,red,red,red,317469,321698,327744
Pennsylvania,BLAIR COUNTY,0.5010521486770851,0.5588872942685272,0.6542089724202491,red,red,red,100271,98247,97209
Pennsylvania,BRADFORD COUNTY,0.47921610342852466,0.5403905576692661,0.6391785350966429,red,red,red,48884,47573,47184
Pennsylvania,BUCKS COUNTY,0.6586862224483849,0.6948714688495872,0.7902143087913271,blue,blue,blue,487358,495483,501426
Pennsylvania,BUTLER COUNTY,0.61655166709174,0.6554068652604856,0.7496851176665562,red,red,red,145073,148108,150850
Pennsylvania,CAMBRIA COUNTY,0.5301299793294327,0.582081287607516,0.6702311534881954,red,red,red,114172,108356,105298
Pennsylvania,CAMERON COUNTY,0.5188006881297617,0.5603691361189439,0.6648456705818082,red,red,red,4069,3901,3661
Pennsylvania,CARBON COUNTY,0.49524712988596986,0.5629768752200962,0.6482448869441179,red,red,red,51653,51114,51877
Pennsylvania,CENTRE COUNTY,0.530225261586731,0.5540857163646947,0.5602200598585949,blue,blue,blue,131314,137430,138326
Pennsylvania,CHESTER COUNTY,0.6557288738991943,0.6771582529921678,0.7726866229018436,red,blue,blue,384264,396953,407024
Pennsylvania,CLARION COUNTY,0.5078279421453895,0.5612277557291,0.6238358882452716,red,red,red,31873,31244,31247
Pennsylvania,CLEARFIELD COUNTY,0.48727211755380767,0.5247033606369135,0.6028444197907518,red,red,red,65604,65315,64899
Pennsylvania,CLINTON COUNTY,0.42087061361761535,0.4966928016003614,0.5695957082377274,red,red,red,31518,30993,30943
Pennsylvania,COLUMBIA COUNTY,0.46751327385188024,0.5196134376438104,0.57062589834052,red,red,red,54807,54325,53571
Pennsylvania,CRAWFORD COUNTY,0.5153642268371538,0.5506322607175902,0.6238248704201506,red,red,red,68666,68089,67333
Pennsylvania,CUMBERLAND COUNTY,0.5822998991087943,0.6169599691563136,0.700608105767851,red,red,red,190304,197123,202103
Pennsylvania,DAUPHIN COUNTY,0.5938796034672669,0.6156712205035565,0.6831713004816943,blue,blue,blue,208810,212568,215697
Pennsylvania,DELAWARE COUNTY,0.6597236019535455,0.6786650796473899,0.7415294096364837,blue,blue,blue,432854,438558,442236
Pennsylvania,ELK COUNTY,0.5262153674921493,0.5888643970936402,0.6993753361188102,red,red,red,25157,24498,24173
Pennsylvania,ERIE COUNTY,0.5419609814044867,0.5718255289243971,0.6444535334160744,blue,red,blue,218870,216288,212712
Pennsylvania,FAYETTE COUNTY,0.4473516743984432,0.5040073491502545,0.583448104365125,red,red,red,108427,106679,104556
Pennsylvania,FOREST COUNTY,0.3444063756889617,0.36751875095668146,0.4090909090909091,red,red,red,6713,6533,6468
Pennsylvania,FRANKLIN COUNTY,0.5440009659169311,0.5869563387513573,0.6687279078815572,red,red,red,115952,118801,120801
Pennsylvania,FULTON COUNTY,0.5372008324661811,0.5838578942830043,0.6844272844272844,red,red,red,11532,11597,11655
Pennsylvania,GREENE COUNTY,0.47203185170680767,0.5268892676894281,0.6046543463381245,red,red,red,30642,29919,29220
Pennsylvania,HUNTINGDON COUNTY,0.4758937002563065,0.5334307833901792,0.6123918534042667,red,red,red,37065,36942,37218
Pennsylvania,INDIANA COUNTY,0.5049913797897781,0.5424619759576027,0.5970378528780941,red,red,red,71924,69627,69004
Pennsylvania,JEFFERSON COUNTY,0.5136669410462377,0.5621194193529768,0.667192843988424,red,red,red,35231,34651,34209
Pennsylvania,JUNIATA COUNTY,0.5043906051629284,0.551429475683089,0.6265542895791062,red,red,red,18904,18958,19221
Pennsylvania,LACKAWANNA COUNTY,0.5732843581660048,0.6153589931181338,0.6922721628706309,blue,blue,blue,170971,168123,166709
Pennsylvania,LANCASTER COUNTY,0.5583246945900968,0.5878816102911953,0.6706705053739509,red,red,red,398399,410137,417849
Pennsylvania,LAWRENCE COUNTY,0.5470904809956273,0.5834025252669854,0.6724950740713712,red,red,red,71352,69854,68515
Pennsylvania,LEBANON COUNTY,0.5424684327091782,0.5799037947621593,0.6535265735732723,red,red,red,104301,106647,109639
Pennsylvania,LEHIGH COUNTY,0.5388735130775857,0.5751763117090982,0.6467406496338123,blue,blue,blue,272795,279902,286192
Pennsylvania,LUZERNE COUNTY,0.48333333333333334,0.529606786098229,0.6018701347643293,blue,red,red,257460,254874,254741
Pennsylvania,LYCOMING COUNTY,0.4998333637937151,0.5541977202981149,0.6571656722046004,red,red,red,93017,91240,90166
Pennsylvania,MCKEAN COUNTY,0.44174146954767407,0.4889288928892889,0.5965240888015476,red,red,red,34201,33330,32567
Pennsylvania,MERCER COUNTY,0.5554730415979556,0.5790493269571378,0.6554028837998304,red,red,red,91567,90336,88425
Pennsylvania,MIFFLIN COUNTY,0.45427049225817195,0.5181481378311373,0.5989081388223497,red,red,red,36038,35899,35902
Pennsylvania,MONROE COUNTY,0.4795685811197073,0.5243959282481543,0.5981961882263733,blue,blue,blue,131195,133014,137154
Pennsylvania,MONTGOMERY COUNTY,0.6569395414810624,0.6781779915533346,0.781927701610122,blue,blue,blue,627455,640963,652435
Pennsylvania,MONTOUR COUNTY,0.5368846839435075,0.5878796207228253,0.6746996271233255,red,red,red,14586,14554,14482
Pennsylvania,NORTHAMPTON COUNTY,0.554401156848859,0.5968692426378543,0.6969518912963643,blue,red,blue,235813,240453,245070
Pennsylvania,NORTHUMBERLAND COUNTY,0.4408516512689816,0.4948183378146492,0.5785771951670065,red,red,red,75336,74011,73081
Pennsylvania,PERRY COUNTY,0.5383316447146235,0.5881306462821404,0.677066739906619,red,red,red,35532,35975,36410
Pennsylvania,PHILADELPHIA COUNTY,0.5721661148017223,0.5758786117994604,0.5973950994049393,blue,blue,blue,1206515,1228785,1241890
Pennsylvania,PIKE COUNTY,0.5231118401833666,0.5819231712483,0.7061758389552919,red,red,red,44501,44853,46099
Pennsylvania,POTTER COUNTY,0.5270358780292556,0.5824167601945379,0.687552150496852,red,red,red,13741,13365,13183
Pennsylvania,SCHUYLKILL COUNTY,0.489120672417007,0.5459937818074445,0.6216394712973644,red,red,red,118022,115146,113561
Pennsylvania,SNYDER COUNTY,0.4812961180622393,0.5129949525033702,0.5977140715757916,red,red,red,31170,31897,32022
Pennsylvania,SOMERSET COUNTY,0.5428461759907879,0.583877391134034,0.6631463947560088,red,red,red,62526,61268,60412
Pennsylvania,SULLIVAN COUNTY,0.5383351588170865,0.5823584029712163,0.6623065585851142,red,red,red,5478,5385,5428
Pennsylvania,SUSQUEHANNA COUNTY,0.5264171310208011,0.5643549545236956,0.6464990422912043,red,red,red,34277,33424,32891
Pennsylvania,TIOGA COUNTY,0.501977918167326,0.5545971793474971,0.6482620732082436,red,red,red,33874,33042,32510
Pennsylvania,UNION COUNTY,0.4401396066123752,0.4681101940186515,0.5435605037021024,red,red,red,36961,37316,37006
Pennsylvania,VENANGO COUNTY,0.516039668497998,0.5558650572578149,0.6471506635441062,red,red,red,42956,42003,40992
Pennsylvania,WARREN COUNTY,0.5244505078065788,0.5723245055729765,0.6529024914632604,red,red,red,32985,32209,31628
Pennsylvania,WASHINGTON COUNTY,0.5700482510498514,0.6090934743844524,0.7039272024905674,red,red,red,166214,166559,166709
Pennsylvania,WAYNE COUNTY,0.5058765686458139,0.5640278984571307,0.6532933296120569,red,red,red,42712,42583,42996
Pennsylvania,WESTMORELAND COUNTY,0.5788032904392941,0.6306587498441115,0.7173508476180129,red,red,red,292970,288668,285329
Pennsylvania,WYOMING COUNTY,0.5296689569019363,0.5964784897440552,0.687997777366179,red,red,red,22414,22036,21596
Pennsylvania,YORK COUNTY,0.5604393977088294,0.5970314506241722,0.6806498662761988,red,red,red,337644,345017,350349
Wisconsin,ADAMS COUNTY,0.596244131455399,0.5972148774898642,0.6802901220354594,blue,red,red,17253,17019,17372
Wisconsin,ASHLAND COUNTY,0.6852746173364983,0.6608230452674897,0.7211372064276885,blue,blue,blue,12217,12150,12135
Wisconsin,BARRON COUNTY,0.634315424610052,0.6399219986434547,0.7129027719150134,red,red,red,35774,35384,35535
Wisconsin,BAYFIELD COUNTY,0.7980432123929881,0.7737718229801056,0.875633496902904,blue,blue,blue,12265,12315,12431
Wisconsin,BROWN COUNTY,0.676808718384831,0.6548221030827343,0.7117840691168621,red,red,red,190494,196968,202324
Wisconsin,BUFFALO COUNTY,0.6721092332664947,0.6742570436125048,0.7535211267605634,blue,red,red,10473,10364,10366
Wisconsin,BURNETT COUNTY,0.6977885002010454,0.7002242511613006,0.7966221523959152,red,red,red,12435,12486,12730
Wisconsin,CALUMET COUNTY,0.720814121627152,0.712509691735957,0.8031127189443823,red,red,red,36653,37403,38423
Wisconsin,CHIPPEWA COUNTY,0.6382469461868604,0.6417446116307443,0.711472229919639,red,red,red,48464,49180,50522
Wisconsin,CLARK COUNTY,0.5679891349082229,0.5582885065495011,0.6062199396755523,red,red,red,24298,24353,24534
Wisconsin,COLUMBIA COUNTY,0.6997777828686628,0.67091089376662,0.7465278542028921,blue,red,red,43651,44374,45433
Wisconsin,CRAWFORD COUNTY,0.6028379733168813,0.6015224483455026,0.6741355248875794,blue,red,red,12967,12874,12898
Wisconsin,DANE COUNTY,0.7699322913370878,0.7365293787834152,0.7899259211735296,blue,blue,blue,395075,420916,436427
Wisconsin,DODGE COUNTY,0.6416199143314536,0.618607791312342,0.6862847762714742,red,red,red,69337,69616,70666
Wisconsin,DOOR COUNTY,0.7777386558690198,0.7721790992413279,0.8681973156100298,blue,red,blue,22721,22803,23171
Wisconsin,DOUGLAS COUNTY,0.6632481603800916,0.6491997116077866,0.7107704719645018,blue,blue,blue,34518,34675,34706
Wisconsin,DUNN COUNTY,0.6284685508530278,0.6225096514216474,0.6449606881626168,blue,red,red,34993,35487,36503
Wisconsin,EAU CLAIRE COUNTY,0.6851178198637414,0.6698357294539774,0.6969243657252274,blue,blue,blue,79995,81938,83560
Wisconsin,FLORENCE COUNTY,0.720955781378742,0.7241755246661216,0.798207495926127,red,red,red,3641,3669,3682
Wisconsin,FOND DU LAC COUNTY,0.6744976191378373,0.6415153295254283,0.7037691835481891,red,red,red,79173,80009,81450
Wisconsin,FOREST COUNTY,0.6415458937198067,0.6315203783558214,0.6987551867219917,blue,red,red,7245,7189,7230
Wisconsin,GRANT COUNTY,0.6030040783845618,0.5891001574421703,0.6221530314545588,blue,red,red,40212,41285,40789
Wisconsin,GREEN COUNTY,0.6872976914594672,0.6667486127695441,0.7429781619970142,blue,blue,blue,28113,28474,28803
Wisconsin,GREEN LAKE COUNTY,0.6602292889313498,0.6498234927666644,0.7218386135932846,red,red,red,14654,14447,14772
Wisconsin,IOWA COUNTY,0.7000279251605697,0.6814897165091718,0.7589149815177213,blue,blue,blue,17905,17990,18396
Wisconsin,IRON COUNTY,0.737012987012987,0.729453483521068,0.8344028151521424,red,red,red,4928,4794,4831
Wisconsin,JACKSON COUNTY,0.5872005044136192,0.5806976889835286,0.6304576701554468,blue,red,red,15860,15967,16147
Wisconsin,JEFFERSON COUNTY,0.6817600960724238,0.6524322934780965,0.714560243117626,red,red,red,64951,66131,67128
Wisconsin,JUNEAU COUNTY,0.5570365486058779,0.5569163581125985,0.6416163318818187,blue,red,red,21232,21066,21357
Wisconsin,KENOSHA COUNTY,0.6439972296743275,0.600846592193578,0.6741589261010353,blue,red,red,125617,128279,131558
Wisconsin,KEWAUNEE COUNTY,0.6968242944630343,0.6756264523017019,0.7523684866616803,red,red,red,15839,15923,16044
Wisconsin,LA CROSSE COUNTY,0.6873686718800771,0.6692315867786163,0.7145507050863178,blue,blue,blue,92326,94090,94882
Wisconsin,LAFAYETTE COUNTY,0.6322149785339481,0.610372022624074,0.6752109787838158,blue,red,red,12578,12553,12679
Wisconsin,LANGLADE COUNTY,0.6747706716274297,0.6623520951820618,0.7223588814085966,red,red,red,15589,15297,15448
Wisconsin,LINCOLN COUNTY,0.6731849754457373,0.6529905421606501,0.7319126312524922,blue,red,red,22603,22521,22571
Wisconsin,MANITOWOC COUNTY,0.6738185210365709,0.6426773710535538,0.7130739237686003,red,red,red,63247,62778,62835
Wisconsin,MARATHON COUNTY,0.6837417788913248,0.6692693540778111,0.7310894748875848,red,red,red,102176,103867,104968
Wisconsin,MARINETTE COUNTY,0.6270408933152256,0.617046818727491,0.7013165531355958,red,red,red,33135,32487,32737
Wisconsin,MARQUETTE COUNTY,0.6624979565146314,0.6516139684636341,0.7198059950703666,blue,red,red,12234,12113,12577
Wisconsin,MENOMINEE COUNTY,0.4670963364993216,0.42294973544973546,0.5212101282472871,blue,blue,blue,2948,3024,3041
Wisconsin,MILWAUKEE COUNTY,0.6850495871561547,0.6085609664055469,0.6371398227139892,blue,blue,blue,719037,723423,720305
Wisconsin,MONROE COUNTY,0.5838727076591155,0.5812475990662215,0.6536159384668768,red,red,red,33372,33841,34583
Wisconsin,OCONTO COUNTY,0.6748564243721752,0.670695269748548,0.7674080918751237,red,red,red,29427,29787,30302
Wisconsin,ONEIDA COUNTY,0.7392536447130322,0.7352256385674176,0.8182280024385288,red,red,red,29289,29206,29526
Wisconsin,OUTAGAMIE COUNTY,0.700695540099109,0.6683136947776868,0.751225166942011,red,red,red,135003,140455,144062
Wisconsin,OZAUKEE COUNTY,0.8285510709991539,0.7881210158858646,0.8745143800429764,red,red,red,67367,69181,70271
Wisconsin,PEPIN COUNTY,0.6498594518622628,0.6551603294200106,0.717753120665742,blue,red,red,5692,5707,5768
Wisconsin,PIERCE COUNTY,0.6587483155222664,0.6474866310160428,0.6875460357679503,red,red,red,31909,32725,33941
Wisconsin,POLK COUNTY,0.6705382604562737,0.6700539012105682,0.7570964309338242,red,red,red,33664,33951,34771
Wisconsin,PORTAGE COUNTY,0.6997722987156224,0.6786665021243588,0.7084133021600307,blue,blue,blue,56214,56723,57314
Wisconsin,PRICE COUNTY,0.6997608714905678,0.6871939053147107,0.7891373801916933,blue,red,red,11291,11026,10955
Wisconsin,RACINE COUNTY,0.7011769494284842,0.6318414305083836,0.7029938379642166,blue,red,red,147415,148982,151411
Wisconsin,RICHLAND COUNTY,0.6269013472403303,0.5870135548753826,0.6674313623917709,blue,red,red,13806,13722,13513
Wisconsin,ROCK COUNTY,0.6658579657044775,0.6179617368698972,0.6776232215447154,blue,blue,blue,121182,123095,125952
Wisconsin,RUSK COUNTY,0.6411948283548818,0.633729768398462,0.698273572377158,red,red,red,11215,11183,11295
Wisconsin,SAUK COUNTY,0.6691888492978412,0.6384392710074611,0.727526342197692,blue,red,blue,47710,49054,49825
Wisconsin,SAWYER COUNTY,0.6854256854256854,0.6976441792871347,0.7830082941044609,blue,red,red,13167,13074,13383
Wisconsin,SHAWANO COUNTY,0.6278133803907,0.615621980488109,0.7114744924923058,red,red,red,32301,32083,32167
Wisconsin,SHEBOYGAN COUNTY,0.7117167264961148,0.6698443710840126,0.7328184128463784,red,red,red,88028,89058,90111
Wisconsin,ST. CROIX COUNTY,0.7420100486379761,0.728762080073631,0.8277639089621747,red,red,red,62297,65190,68499
Wisconsin,TAYLOR COUNTY,0.6182645433864153,0.6140498543217869,0.6852433784390431,red,red,red,15385,15445,15593
Wisconsin,TREMPEALEAU COUNTY,0.6074985354422964,0.6165186420810603,0.6914730776157032,blue,red,red,22191,22181,22212
Wisconsin,VERNON COUNTY,0.6449265536723164,0.6291165014164306,0.6974705186094428,blue,red,red,22125,22592,22811
Wisconsin,VILAS COUNTY,0.7857183402395413,0.7609570661896243,0.8313729741449402,red,red,red,17617,17888,18449
Wisconsin,WALWORTH COUNTY,0.6573866921394635,0.6375572974248767,0.695238555147769,red,red,red,79562,80501,82832
Wisconsin,WASHBURN COUNTY,0.7332228012000631,0.725974129037378,0.8132152374980405,red,red,red,12666,12601,12758
Wisconsin,WASHINGTON COUNTY,0.7772995597322856,0.7496756335957098,0.827906453156221,red,red,red,101302,104049,106599
Wisconsin,WAUKESHA COUNTY,0.8067782927886349,0.768028633759691,0.8397371018337493,red,red,red,302259,311241,318146
Wisconsin,WAUPACA COUNTY,0.7098902180869394,0.6397718612483713,0.7148439420004915,red,red,red,40626,40677,40690
Wisconsin,WAUSHARA COUNTY,0.611356370832699,0.6122875950400571,0.6787769604163539,red,red,red,19707,19597,19983
Wisconsin,WINNEBAGO COUNTY,0.6719134988509211,0.6482433367303673,0.686856291361704,blue,red,red,132715,134431,136902
Wisconsin,WOOD COUNTY,0.6719176425881784,0.6586283802620574,0.7196184952923297,red,red,red,57894,57392,57247
