,,total,total,total,dem,dem,dem,gop,gop,gop,AGE18PLUS_TOT,AGE18PLUS_TOT,AGE18PLUS_TOT,turnout,turnout,turnout,winner,winner,winner,repturnout,repturnout,repturnout,demturnout,demturnout,demturnout
Ohio,PIKE COUNTY,11581,11879,12063,5684,3539,3051,5685,7902,8872,21471,21414,21286,0.5393786968469098,0.5547305501074064,0.5667105139528329,red,red,red,0.2647757440268269,0.36901092743065284,0.41679977449967115,0.26472916957756976,0.16526571401886617,0.14333364652823452
Ohio,PORTAGE COUNTY,76239,76139,81136,39453,32397,34935,35242,39971,45034,129075,131545,132407,0.5906565950029052,0.5788057318788248,0.6127772700839079,blue,red,red,0.2730350571373233,0.3038579953628036,0.3401179695937526,0.30565950029052874,0.2462807404310312,0.2638455670772693
Ohio,PREBLE COUNTY,20169,20565,21422,6211,4325,4435,13535,15446,16697,31937,31711,31799,0.6315245639853462,0.6485131342436379,0.6736689833013617,red,red,red,0.4238031123774932,0.4870864999526978,0.5250794050127362,0.19447662585715628,0.13638800416259342,0.13946979464763043
Ohio,PUTNAM COUNTY,18372,18767,19677,4318,2922,3152,13721,14961,16218,25391,25295,25257,0.7235634673703281,0.7419252816762206,0.7790711485924694,red,red,red,0.5403883265724075,0.5914607629966396,0.6421190165102744,0.17006025757158047,0.11551690057323581,0.12479708595636853
Ohio,RICHLAND COUNTY,57715,55214,58601,22687,16085,17231,33867,36590,40534,95591,94902,95049,0.6037702294149031,0.581800172809846,0.6165346295068859,red,red,red,0.3542906759004509,0.3855556258034604,0.42645372386874136,0.2373340586456884,0.16949063244188742,0.1812854422455786
Ohio,ROSS COUNTY,30083,30380,32469,14569,10356,10345,15008,18652,21687,60216,60389,60438,0.4995848279527036,0.5030717514779182,0.5372282338925841,red,red,red,0.24923608343297463,0.3088641971219924,0.35883053707932094,0.24194566228244985,0.17148818493434234,0.17116714649723683
Ohio,SANDUSKY COUNTY,28994,28044,29436,14541,9929,10391,13755,16316,18487,46065,45639,45583,0.6294149571258005,0.6144744626306449,0.6457670622819911,blue,red,red,0.298599804623901,0.357501259887377,0.40556786521290833,0.3156626506024096,0.21755516115602883,0.22795779128183752
Ohio,SCIOTO COUNTY,31161,30784,31149,15077,9132,8876,15492,20550,21926,61313,59666,59037,0.5082282713290819,0.5159387255723528,0.5276182732862442,red,red,red,0.2526707223590429,0.3444172560587269,0.3713942104104206,0.24590217409032342,0.15305198940770287,0.15034639294002067
Ohio,SENECA COUNTY,25262,23987,25323,11353,7404,8147,13243,14825,16739,43227,43123,43203,0.5844032664769704,0.5562460867750388,0.5861398513992084,red,red,red,0.30635945126888287,0.34378405955058783,0.38744994560562923,0.26263677793971363,0.17169491918465785,0.1885748674860542
Ohio,SHELBY COUNTY,23866,23740,24751,6343,4243,4399,17142,18590,19988,36045,36365,36627,0.6621167984463865,0.6528255190430359,0.6757583203647582,red,red,red,0.47557220141489803,0.5112058297813832,0.5457176399923553,0.17597447634900817,0.11667812457032861,0.1201026565102247
Ohio,STARK COUNTY,181477,175239,185746,89432,68146,74336,88581,98388,108610,291227,292234,291682,0.6231462055372613,0.5996530177871158,0.636809950562599,blue,red,red,0.3041647924127914,0.3366754039571029,0.3723575674878806,0.30708691158443413,0.23318984101781448,0.25485288773390197
Ohio,SUMMIT COUNTY,267711,257979,273990,153037,134256,148151,111000,112026,122023,421318,425869,428820,0.6354131558585202,0.6057707886697552,0.6389394151392193,blue,blue,blue,0.26345895499361527,0.26305272278564534,0.2845552912644,0.36323394680502613,0.31525187322862197,0.34548528520124994
Ohio,TRUMBULL COUNTY,101719,96029,98530,61672,43014,43534,38279,49024,53756,162546,159833,157776,0.6257859313671207,0.600808343708746,0.6244929520332624,blue,red,red,0.2354964133229978,0.30672013914523283,0.3407108812493662,0.37941259704945063,0.2691183923219861,0.27592282729946255
Ohio,TUSCARAWAS COUNTY,41613,41289,42794,18407,12188,12643,22242,26918,29519,70985,71305,70996,0.5862224413608509,0.5790477526120188,0.6027663530339737,red,red,red,0.313333802916109,0.3775050837949653,0.4157839878303003,0.2593083045713883,0.17092770492952808,0.17808045523691476
Ohio,UNION COUNTY,25567,27429,32838,8805,7718,10985,16289,18096,21233,38755,41660,44532,0.6597084247193911,0.6584013442150745,0.7374023174346538,red,red,red,0.42030705715391564,0.4343734997599616,0.47680319770053,0.2271964907753838,0.18526164186269803,0.24667654720201204
Ohio,VAN WERT COUNTY,13866,13770,14733,4029,2697,3026,9585,10469,11470,21658,21606,21715,0.6402253208975898,0.6373229658428214,0.678471102924246,red,red,red,0.44256164004063164,0.4845413311117282,0.5282063090029934,0.18602825745682888,0.12482643710080533,0.1393506792539719
Ohio,VINTON COUNTY,5467,5502,5894,2436,1351,1306,2856,3883,4525,10130,10086,10245,0.5396841066140178,0.5455086258179654,0.5753050268423622,red,red,red,0.2819348469891412,0.384989093793377,0.44167886774036114,0.24047384007897335,0.13394804679754116,0.12747681795998048
Ohio,WARREN COUNTY,111004,117267,132092,32909,33730,45040,76561,77643,85069,159358,169333,177873,0.6965699870731309,0.6925230167775921,0.742619734304813,red,red,red,0.4804339913904542,0.45852255614676407,0.478256958616541,0.20650987085681297,0.19919330549863287,0.25321437205196967
Ohio,WASHINGTON COUNTY,29499,29840,31382,11651,8026,9114,17284,20514,21798,48887,48549,48083,0.6034119500071594,0.614636758738594,0.6526631033837323,red,red,red,0.3535500235236361,0.4225421738861769,0.4533410976852526,0.2383251171067973,0.16531751426393954,0.1895472412287087
Ohio,WAYNE COUNTY,51064,49853,53227,19808,15031,16340,30251,32270,36059,86416,88057,87730,0.5909090909090909,0.5661446563021679,0.606713780918728,red,red,red,0.35006248842806886,0.36646717467095175,0.4110224552604582,0.22921681170153677,0.17069625356303303,0.18625327710019376
Ohio,WILLIAMS COUNTY,17706,17308,18292,7266,4358,4726,10047,11939,13218,28735,28422,28386,0.6161823560118322,0.60896488635564,0.6444021700838442,red,red,red,0.34964329215242734,0.4200619238617972,0.46565208201225955,0.2528623629719854,0.15333192597283793,0.16649052349749877
Ohio,WOOD COUNTY,63948,64341,65806,32802,27318,29797,29704,32498,34815,101547,103138,104261,0.6297379538538804,0.6238340863697183,0.6311660160558599,blue,red,red,0.292514796104267,0.31509240047315246,0.333921600598498,0.3230228367160034,0.26486842870716903,0.2857923864148627
Ohio,WYANDOT COUNTY,10572,10592,11124,4137,2515,2690,6180,7468,8248,17151,16992,16867,0.616407206576876,0.623352165725047,0.6595126578526116,red,red,red,0.3603288437991954,0.4395009416195857,0.4890021936325369,0.24121042504810214,0.1480108286252354,0.15948301416968044
Pennsylvania,ADAMS COUNTY,42457,47489,56540,15091,14219,18207,26767,31423,37523,79633,80974,82612,0.5331583639948263,0.5864722009533925,0.6844042027792573,red,red,red,0.3361294940539726,0.38806283498406896,0.45420762116883745,0.18950686273278666,0.17559957517227753,0.22039171064736357
Pennsylvania,ALLEGHENY COUNTY,622081,650114,719733,352687,367617,429065,262039,259480,282324,993203,994973,989472,0.6263382208873715,0.6533986349378325,0.7273909721548463,blue,blue,blue,0.2638322679250868,0.2607909963385941,0.28532793247307653,0.3551006189067089,0.36947434754510927,0.43363025937065425
Pennsylvania,ARMSTRONG COUNTY,29602,31618,36356,9045,7178,8453,20142,23484,27479,54566,53524,52371,0.5424989920463292,0.5907256557805844,0.6942009890970193,red,red,red,0.36913096067148043,0.4387564457065989,0.5246987836779897,0.16576256276802404,0.13410806367237127,0.16140612170857918
Pennsylvania,BEAVER COUNTY,80474,83571,91857,37055,32531,36521,42344,48167,54113,136107,134253,132398,0.5912554093470578,0.6224888829299904,0.6937944681943836,red,red,red,0.31110817224683524,0.3587778299181396,0.4087146331515582,0.27224903935873984,0.24231115878229909,0.2758425353857309
Pennsylvania,BEDFORD COUNTY,21697,23637,27574,4788,3645,4367,16702,19552,23025,39161,38869,38720,0.5540461173105896,0.6081195811572204,0.7121384297520661,red,red,red,0.4264957483210337,0.5030229746070133,0.5946539256198347,0.122264497842241,0.09377653142607219,0.1127840909090909
Pennsylvania,BERKS COUNTY,170320,183065,205528,83011,78437,92892,84702,96626,109727,317469,321698,327744,0.5364933269075091,0.569058558026472,0.627099199375122,red,red,red,0.2668040029105204,0.30036245174045223,0.3347948398750244,0.2614774985904135,0.2438218453332007,0.2834285295840656
Pennsylvania,BLAIR COUNTY,50241,54909,63595,16276,13958,17636,33319,39135,45306,100271,98247,97209,0.5010521486770851,0.5588872942685272,0.6542089724202491,red,red,red,0.33228949546728365,0.3983327735198021,0.46606795667067863,0.16232011249513817,0.14207049579122008,0.18142353074303819
Pennsylvania,BRADFORD COUNTY,23426,25708,30159,8624,6369,8046,14410,18141,21600,48884,47573,47184,0.47921610342852466,0.5403905576692661,0.6391785350966429,red,red,red,0.2947794779477948,0.3813297458642507,0.4577822990844354,0.17641764176417643,0.13387846047127572,0.17052390640895218
Pennsylvania,BUCKS COUNTY,321016,344297,396234,160521,167060,204712,156579,164361,187367,487358,495483,501426,0.6586862224483849,0.6948714688495872,0.7902143087913271,blue,blue,blue,0.3212812757767391,0.33171874716186023,0.37366829801406387,0.32936978566064373,0.3371659572578676,0.40825964349674726
Pennsylvania,BUTLER COUNTY,89445,97071,113090,28550,28584,37379,59761,64428,74279,145073,148108,150850,0.61655166709174,0.6554068652604856,0.7496851176665562,red,red,red,0.4119374383930849,0.43500688686634076,0.49240304938680807,0.19679747437496983,0.1929943014556945,0.24778919456413656
Pennsylvania,CAMBRIA COUNTY,60526,63072,70574,24249,18867,21730,35163,42258,48085,114172,108356,105298,0.5301299793294327,0.582081287607516,0.6702311534881954,red,red,red,0.3079826927793154,0.38999224777584995,0.456656346749226,0.2123900781277371,0.17412049171250324,0.20636669262474122
Pennsylvania,CAMERON COUNTY,2111,2186,2434,724,531,634,1359,1589,1771,4069,3901,3661,0.5188006881297617,0.5603691361189439,0.6648456705818082,red,red,red,0.3339886950110592,0.40733145347346833,0.4837476099426386,0.17793069550258048,0.13611894386054857,0.1731767276700355
Pennsylvania,CARBON COUNTY,25581,28776,33629,11580,8936,11212,13504,18743,21984,51653,51114,51877,0.49524712988596986,0.5629768752200962,0.6482448869441179,red,red,red,0.2614368962112559,0.3666901436005791,0.42377161362453497,0.22418833368826593,0.17482490120123645,0.2161266071669526
Pennsylvania,CENTRE COUNTY,69626,76148,77493,34176,37088,40055,34001,35274,36372,131314,137430,138326,0.530225261586731,0.5540857163646947,0.5602200598585949,blue,blue,blue,0.25892897939290554,0.25666884959615804,0.2629440596850917,0.260261662884384,0.26986829658735356,0.2895695675433396
Pennsylvania,CHESTER COUNTY,251973,268800,314502,124311,141682,182372,124840,116114,128565,384264,396953,407024,0.6557288738991943,0.6771582529921678,0.7726866229018436,red,blue,blue,0.3248808111090292,0.2925132194491539,0.31586589488580524,0.32350415339454125,0.356923867561147,0.44806203074020207
Pennsylvania,CLARION COUNTY,16186,17535,19493,5056,4273,4678,10828,12576,14578,31873,31244,31247,0.5078279421453895,0.5612277557291,0.6238358882452716,red,red,red,0.3397232767546199,0.40250928178210216,0.4665407879156399,0.15862956107049855,0.1367622583536039,0.1497103721957308
Pennsylvania,CLEARFIELD COUNTY,31967,34271,39124,11121,8200,9598,20347,24932,28984,65604,65315,64899,0.48727211755380767,0.5247033606369135,0.6028444197907518,red,red,red,0.31014877141637703,0.3817193600244967,0.4466016425522735,0.16951710261569417,0.1255454336676108,0.14789133884959707
Pennsylvania,CLINTON COUNTY,13265,15394,17625,5734,4744,5502,7303,10022,11902,31518,30993,30943,0.42087061361761535,0.4966928016003614,0.5695957082377274,red,red,red,0.23170886477568373,0.3233633401090569,0.38464273018130113,0.18192778729614822,0.1530668215403478,0.1778108134311476
Pennsylvania,COLUMBIA COUNTY,25623,28228,30569,10937,8934,10289,14236,18004,19752,54807,54325,53571,0.46751327385188024,0.5196134376438104,0.57062589834052,red,red,red,0.2597478424288868,0.3314127933732168,0.36870694965559725,0.19955480139398252,0.16445467096180397,0.19206286983629203
Pennsylvania,CRAWFORD COUNTY,35388,37492,42004,13883,10971,12924,20901,24987,28559,68666,68089,67333,0.5153642268371538,0.5506322607175902,0.6238248704201506,red,red,red,0.30438645035388695,0.3669755760842427,0.424145664087446,0.20218157457839397,0.16112734802978454,0.19194154426507062
Pennsylvania,CUMBERLAND COUNTY,110814,121617,141595,44367,47085,62245,64809,69076,77212,190304,197123,202103,0.5822998991087943,0.6169599691563136,0.700608105767851,red,red,red,0.3405551118210863,0.3504208032548206,0.38204281975032534,0.23313750630570035,0.23886101571100277,0.30798652172407137
Pennsylvania,DAUPHIN COUNTY,124008,130872,147358,64965,64706,78977,57450,60863,66404,208810,212568,215697,0.5938796034672669,0.6156712205035565,0.6831713004816943,blue,blue,blue,0.27513050141276757,0.2863224944488352,0.3078577819812051,0.3111201570805996,0.30440141507658725,0.3661478833734359
Pennsylvania,DELAWARE COUNTY,285564,297634,327931,171792,177402,206423,110853,110667,118532,432854,438558,442236,0.6597236019535455,0.6786650796473899,0.7415294096364837,blue,blue,blue,0.2560978990606532,0.2523429056133966,0.26802883528251886,0.3968820895729276,0.4045120599783837,0.4667711357736593
Pennsylvania,ELK COUNTY,13238,14426,16906,5463,3853,4522,7579,10025,12140,25157,24498,24173,0.5262153674921493,0.5888643970936402,0.6993753361188102,red,red,red,0.30126803672933977,0.40921707894522,0.5022132130889836,0.21715625869539293,0.1572781451547065,0.18706821660530343
Pennsylvania,ERIE COUNTY,118619,123679,137083,68036,58112,68286,49025,60069,66869,218870,216288,212712,0.5419609814044867,0.5718255289243971,0.6444535334160744,blue,red,blue,0.22399141042628043,0.277726919662672,0.3143640227161608,0.3108511902042308,0.2686787986388519,0.32102561209522734
Pennsylvania,FAYETTE COUNTY,48505,53767,61003,21971,17946,19990,26018,34590,40551,108427,106679,104556,0.4473516743984432,0.5040073491502545,0.583448104365125,red,red,red,0.23995868187813,0.32424375931532917,0.38784000918168254,0.2026340302692134,0.16822429906542055,0.1911894104594667
Pennsylvania,FOREST COUNTY,2312,2401,2646,896,626,728,1383,1683,1882,6713,6533,6468,0.3444063756889617,0.36751875095668146,0.4090909090909091,red,red,red,0.2060181736928348,0.25761518444818615,0.2909709338280767,0.1334723670490094,0.09582121536813103,0.11255411255411256
Pennsylvania,FRANKLIN COUNTY,63078,69731,80783,18995,17465,22422,43260,49768,57245,115952,118801,120801,0.5440009659169311,0.5869563387513573,0.6687279078815572,red,red,red,0.37308541465433975,0.4189190326680752,0.4738785274956333,0.16381778667034635,0.14701054704926725,0.18561104626617328
Pennsylvania,FULTON COUNTY,6195,6771,7977,1310,912,1085,4814,5694,6824,11532,11597,11655,0.5372008324661811,0.5838578942830043,0.6844272844272844,red,red,red,0.41744710371141175,0.4909890488919548,0.5854997854997855,0.11359694762400277,0.0786410278520307,0.09309309309309309
Pennsylvania,GREENE COUNTY,14464,15764,17668,5852,4482,4911,8428,10849,12578,30642,29919,29220,0.47203185170680767,0.5268892676894281,0.6046543463381245,red,red,red,0.2750473206709745,0.36261238677763297,0.4304585900068446,0.19097970106389922,0.14980447207460143,0.16806981519507186
Pennsylvania,HUNTINGDON COUNTY,17639,19706,22792,5409,4539,5445,11979,14494,17061,37065,36942,37218,0.4758937002563065,0.5334307833901792,0.6123918534042667,red,red,red,0.32318899231080533,0.39234475664555246,0.4584072223117846,0.14593282072035613,0.12286828000649667,0.14630017733354828
Pennsylvania,INDIANA COUNTY,36321,37770,41198,14473,11528,12634,21257,24888,28089,71924,69627,69004,0.5049913797897781,0.5424619759576027,0.5970378528780941,red,red,red,0.2955480785273344,0.3574475419018484,0.4070633586458756,0.20122629442188977,0.16556795496000115,0.18309083531389483
Pennsylvania,JEFFERSON COUNTY,18097,19478,22824,4787,3650,4527,13048,15192,17960,35231,34651,34209,0.5136669410462377,0.5621194193529768,0.667192843988424,red,red,red,0.37035565269223125,0.4384289053706964,0.5250080388201935,0.13587465584286565,0.1053360653372197,0.13233359642199422
Pennsylvania,JUNIATA COUNTY,9535,10454,12043,2547,1821,2253,6862,8273,9649,18904,18958,19221,0.5043906051629284,0.551429475683089,0.6265542895791062,red,red,red,0.3629919593736775,0.43638569469353305,0.5020030175329068,0.1347333897587812,0.09605443612195379,0.11721554549711254
Pennsylvania,LACKAWANNA COUNTY,98015,103456,115408,61838,51983,61991,35085,48384,52332,170971,168123,166709,0.5732843581660048,0.6153589931181338,0.6922721628706309,blue,blue,blue,0.2052102403331559,0.28778929712175016,0.31391226628436375,0.36168706973697295,0.3091962432266852,0.3718515497063746
Pennsylvania,LANCASTER COUNTY,222436,241112,280239,88481,91093,115847,130669,137914,160209,398399,410137,417849,0.5583246945900968,0.5878816102911953,0.6706705053739509,red,red,red,0.32798526100718123,0.33626324862180196,0.3834136254962917,0.22209142091220108,0.22210383359706634,0.2772460865049336
Pennsylvania,LAWRENCE COUNTY,39036,40753,46076,17513,14009,15978,21047,25428,29597,71352,69854,68515,0.5470904809956273,0.5834025252669854,0.6724950740713712,red,red,red,0.29497421235564525,0.36401637701491685,0.43197839889075385,0.24544511716560152,0.2005468548687262,0.23320440779391374
Pennsylvania,LEBANON COUNTY,56580,61845,71652,19900,18953,23932,35872,40525,46731,104301,106647,109639,0.5424684327091782,0.5799037947621593,0.6535265735732723,red,red,red,0.3439276708756388,0.3799919360132024,0.4262260691907077,0.19079395211934688,0.17771714159798213,0.21827999160882533
Pennsylvania,LEHIGH COUNTY,147002,160993,185092,78283,81324,98498,66874,73690,84418,272795,279902,286192,0.5388735130775857,0.5751763117090982,0.6467406496338123,blue,blue,blue,0.24514378929232575,0.26327071617923414,0.29496981047688264,0.2869664033431698,0.29054454773456423,0.3441675518533013
Pennsylvania,LUZERNE COUNTY,124439,134983,153321,64307,52451,64873,58325,78688,86929,257460,254874,254741,0.48333333333333334,0.529606786098229,0.6018701347643293,blue,red,red,0.22654004505554262,0.30873294255200606,0.34124463670944216,0.24977472228695718,0.20579188147869143,0.25466257885460136
Pennsylvania,LYCOMING COUNTY,46493,50565,59254,15203,13020,16971,30658,35627,41462,93017,91240,90166,0.4998333637937151,0.5541977202981149,0.6571656722046004,red,red,red,0.329595665308492,0.39047566856641824,0.45984073819399773,0.16344324155799478,0.14270056992547128,0.18821950624403877
Pennsylvania,MCKEAN COUNTY,15108,16296,19427,5297,4025,5076,9545,11635,14067,34201,33330,32567,0.44174146954767407,0.4889288928892889,0.5965240888015476,red,red,red,0.27908540685944855,0.3490849084908491,0.43194030767341174,0.15487851232420105,0.12076207620762076,0.15586329720268985
Pennsylvania,MERCER COUNTY,50863,52309,57954,24232,18733,21067,25925,31544,36143,91567,90336,88425,0.5554730415979556,0.5790493269571378,0.6554028837998304,red,red,red,0.28312601701486345,0.3491852639036486,0.408741871642635,0.26463682330970767,0.20737026213248316,0.23824710206389596
Pennsylvania,MIFFLIN COUNTY,16371,18601,21502,4273,3877,4603,11939,14094,16670,36038,35899,35902,0.45427049225817195,0.5181481378311373,0.5989081388223497,red,red,red,0.33128919473888674,0.3926014652218725,0.46431953651607155,0.11856928797380543,0.10799743725451963,0.12821012756949474
Pennsylvania,MONROE COUNTY,62917,69752,82045,35221,33918,43038,26867,33386,37989,131195,133014,137154,0.4795685811197073,0.5243959282481543,0.5981961882263733,blue,blue,blue,0.20478676778840657,0.25099613574510954,0.27698062032459864,0.268462974960936,0.2549957147367946,0.3137932542980883
Pennsylvania,MONTGOMERY COUNTY,412200,434687,510157,233356,256082,319511,174381,162731,185460,627455,640963,652435,0.6569395414810624,0.6781779915533346,0.781927701610122,blue,blue,blue,0.27791793833820755,0.25388516965877905,0.28425820196647944,0.37190874245961864,0.39952696177470465,0.4897208151003548
Pennsylvania,MONTOUR COUNTY,7831,8556,9771,3053,2857,3771,4652,5288,5844,14586,14554,14482,0.5368846839435075,0.5878796207228253,0.6746996271233255,red,red,red,0.3189359659947895,0.36333653978287755,0.40353542328407677,0.20931029754559166,0.19630342173972792,0.26039221102057725
Pennsylvania,NORTHAMPTON COUNTY,130735,143519,170802,67606,66272,85006,61446,71736,83796,235813,240453,245070,0.554401156848859,0.5968692426378543,0.6969518912963643,blue,red,blue,0.2605708760755344,0.29833688912178263,0.3419267964255111,0.2866932696670667,0.27561311358144835,0.34686416126004815
Pennsylvania,NORTHUMBERLAND COUNTY,33212,36622,42283,13072,9788,12677,19518,25427,28952,75336,74011,73081,0.4408516512689816,0.4948183378146492,0.5785771951670065,red,red,red,0.25907932462567695,0.343557038818554,0.39616316142362584,0.1735159817351598,0.13225061139560335,0.17346505931774334
Pennsylvania,PERRY COUNTY,19128,21158,24652,5685,4632,5950,13120,15616,18293,35532,35975,36410,0.5383316447146235,0.5881306462821404,0.677066739906619,red,red,red,0.3692446245637735,0.4340792216817234,0.502416918429003,0.1599966227625802,0.1287560806115358,0.16341664377918155
Pennsylvania,PHILADELPHIA COUNTY,690327,707631,741899,588806,584025,604175,96467,108748,132870,1206515,1228785,1241890,0.5721661148017223,0.5758786117994604,0.5973950994049393,blue,blue,blue,0.07995507722655748,0.08850042928583926,0.10699015210686937,0.4880221132766688,0.475286563556684,0.48649638856903593
Pennsylvania,PIKE COUNTY,23279,26101,32554,10210,9256,13019,12786,16056,19213,44501,44853,46099,0.5231118401833666,0.5819231712483,0.7061758389552919,red,red,red,0.28731938608121166,0.357969366597552,0.41677693659298465,0.2294330464483944,0.20636300804851404,0.28241393522636066
Pennsylvania,POTTER COUNTY,7242,7784,9064,1897,1302,1726,5231,6251,7239,13741,13365,13183,0.5270358780292556,0.5824167601945379,0.687552150496852,red,red,red,0.380685539625937,0.46771417882528993,0.5491162861260714,0.1380539989811513,0.09741863075196408,0.13092619282409163
Pennsylvania,SCHUYLKILL COUNTY,57727,62869,70594,24546,16770,20722,32278,44001,48868,118022,115146,113561,0.489120672417007,0.5459937818074445,0.6216394712973644,red,red,red,0.27349138296249853,0.38213224949194935,0.43032379073801746,0.20797817356086154,0.14564118597259132,0.18247461716610455
Pennsylvania,SNYDER COUNTY,15002,16363,19140,4687,4002,4910,10073,11725,13983,31170,31897,32022,0.4812961180622393,0.5129949525033702,0.5977140715757916,red,red,red,0.32316329804299004,0.36758942847289716,0.4366685403784898,0.15036894449791466,0.12546634479731636,0.1533320841921179
Pennsylvania,SOMERSET COUNTY,33942,35773,40062,9436,7376,8543,23984,27379,31105,62526,61268,60412,0.5428461759907879,0.583877391134034,0.6631463947560088,red,red,red,0.3835844288775869,0.4468727557615721,0.5148811494405086,0.15091322010043823,0.12038911013906117,0.14141230219161757
Pennsylvania,SULLIVAN COUNTY,2949,3136,3595,1034,750,921,1868,2291,2619,5478,5385,5428,0.5383351588170865,0.5823584029712163,0.6623065585851142,red,red,red,0.34100036509675064,0.4254410399257196,0.4824981577008106,0.18875502008032127,0.1392757660167131,0.16967575534266766
Pennsylvania,SUSQUEHANNA COUNTY,18044,18863,21264,6935,5123,6084,10800,12891,14879,34277,33424,32891,0.5264171310208011,0.5643549545236956,0.6464990422912043,red,red,red,0.31508008285439215,0.38568094782192436,0.4523729895716153,0.20232225690696384,0.15327309717568213,0.18497461311604999
Pennsylvania,TIOGA COUNTY,17004,18325,21075,5357,3901,4955,11342,13614,15742,33874,33042,32510,0.501977918167326,0.5545971793474971,0.6482620732082436,red,red,red,0.33482907244494303,0.4120210641002361,0.4842202399261766,0.1581448898860483,0.11806186066218752,0.15241464164872348
Pennsylvania,UNION COUNTY,16268,17468,20115,6109,6180,7475,9896,10622,12356,36961,37316,37006,0.4401396066123752,0.4681101940186515,0.5435605037021024,red,red,red,0.2677416736560158,0.2846500160788938,0.3338918013295141,0.1652823246124293,0.16561260585271734,0.201994271199265
Pennsylvania,VENANGO COUNTY,22167,23348,26528,7945,6309,7585,13815,16021,18569,42956,42003,40992,0.516039668497998,0.5558650572578149,0.6471506635441062,red,red,red,0.32160815718409536,0.38142513629978814,0.4529908274785324,0.1849566998789459,0.15020355688879367,0.18503610460577674
Pennsylvania,WARREN COUNTY,17299,18434,20650,6995,5145,6066,10010,12477,14237,32985,32209,31628,0.5244505078065788,0.5723245055729765,0.6529024914632604,red,red,red,0.30347127482188874,0.38737619919898164,0.45013911723789046,0.2120660906472639,0.15973796143934926,0.19179208296446187
Pennsylvania,WASHINGTON COUNTY,94750,101450,117351,40345,36322,44706,53230,61386,71347,166214,166559,166709,0.5700482510498514,0.6090934743844524,0.7039272024905674,red,red,red,0.32024979845259727,0.36855408593951694,0.42797329478312507,0.24272925265019793,0.21807287507729994,0.2681678853571193
Pennsylvania,WAYNE COUNTY,21607,24018,28089,8396,7008,9191,12896,16244,18637,42712,42583,42996,0.5058765686458139,0.5640278984571307,0.6532933296120569,red,red,red,0.3019292002247612,0.3814667825188455,0.43345892641175926,0.19657239183367672,0.16457271681187327,0.2137640710763792
Pennsylvania,WESTMORELAND COUNTY,169572,182051,204681,63722,59669,72122,103932,116522,130209,292970,288668,285329,0.5788032904392941,0.6306587498441115,0.7173508476180129,red,red,red,0.35475304638700206,0.4036540246927266,0.45634688377276755,0.2175034986517391,0.20670458796957059,0.2527678574557791
Pennsylvania,WYOMING COUNTY,11872,13144,14858,5061,3811,4704,6587,8837,9936,22414,22036,21596,0.5296689569019363,0.5964784897440552,0.687997777366179,red,red,red,0.2938788257339163,0.4010255944817571,0.4600852009631413,0.22579637726420987,0.1729442730078054,0.21781811446564178
Pennsylvania,YORK COUNTY,189229,205986,238465,73191,68524,88113,113304,128528,146728,337644,345017,350349,0.5604393977088294,0.5970314506241722,0.6806498662761988,red,red,red,0.33557237800760564,0.37252657115446486,0.4188052484808006,0.2167697338024665,0.19861050325056445,0.2515006464982061
Wisconsin,ADAMS COUNTY,10287,10164,11818,5542,3770,4329,4644,5983,7362,17253,17019,17372,0.596244131455399,0.5972148774898642,0.6802901220354594,blue,red,red,0.26917057902973396,0.35154826958105645,0.42378540179599355,0.3212194980583087,0.22151712791585876,0.24919410545705734
Wisconsin,ASHLAND COUNTY,8372,8029,8751,5399,4228,4794,2820,3302,3845,12217,12150,12135,0.6852746173364983,0.6608230452674897,0.7211372064276885,blue,blue,blue,0.23082589833838094,0.2717695473251029,0.31685208075813764,0.44192518621592863,0.3479835390946502,0.3950556242274413
Wisconsin,BARRON COUNTY,22692,22643,25333,10890,7879,9188,11443,13606,15797,35774,35384,35535,0.634315424610052,0.6399219986434547,0.7129027719150134,red,red,red,0.3198691787331582,0.38452407867962923,0.4445476290980723,0.30441102476659027,0.22267126384806693,0.2585619811453497
Wisconsin,BAYFIELD COUNTY,9788,9529,10885,6033,4954,6155,3603,4125,4617,12265,12315,12431,0.7980432123929881,0.7737718229801056,0.875633496902904,blue,blue,blue,0.2937627395026498,0.33495736906211937,0.37141018421687716,0.4918874847125968,0.40227365002030047,0.4951331349046738
Wisconsin,BROWN COUNTY,128928,128979,144011,62526,53364,65509,64836,67199,75865,190494,196968,202324,0.676808718384831,0.6548221030827343,0.7117840691168621,red,red,red,0.3403571766039875,0.3411670931318793,0.37496787331211323,0.3282308104192258,0.2709272572194468,0.3237826456574603
Wisconsin,BUFFALO COUNTY,7039,6988,7811,3570,2531,2859,3364,4049,4834,10473,10364,10366,0.6721092332664947,0.6742570436125048,0.7535211267605634,blue,red,red,0.321206913014418,0.39067927441142414,0.46633224001543505,0.340876539673446,0.24421072944808955,0.27580551803974535
Wisconsin,BURNETT COUNTY,8677,8743,10141,3986,2948,3569,4550,5412,6461,12435,12486,12730,0.6977885002010454,0.7002242511613006,0.7966221523959152,red,red,red,0.365902694008846,0.43344545891398367,0.507541241162608,0.3205468435866506,0.23610443696940572,0.28036135113904165
