state,county,year,total,dem,gop,AGE18PLUS_TOT,repturnout,demturnout,turnout,winner,dem_per,gop_per,reg_voters,turnout_reg,turnout_rep_reg,turnout_dem_reg,,,,,,
Georgia,LANIER COUNTY,2020,3576,1019,2509,7929,0.316433346,0.128515576,0.451002649,red,0.284955257,0.701621924,5496,0.650655022,0.456513828,0.185407569,,,,,,
Michigan,LUCE COUNTY,2020,3001,842,2109,5226,0.403559127,0.161117489,0.574244164,red,0.280573142,0.702765745,4543,0.660576711,0.464230685,0.185340084,,,,,,
Ohio,WILLIAMS COUNTY,2020,18292,4726,13218,28386,0.465652082,0.166490523,0.64440217,red,0.258364312,0.722610977,25515,0.716911621,0.518048207,0.185224378,,,,,,
Ohio,ASHLAND COUNTY,2020,25890,6448,19002,41579,0.457009548,0.155078285,0.622670098,red,0.249053689,0.733951333,34837,0.74317536,0.545454545,0.185090565,,,,,,
North Carolina,SURRY COUNTY,2020,36638,8721,27538,56811,0.48473007,0.153509004,0.644910317,red,0.238031552,0.751623997,47194,0.776327499,0.583506378,0.184790439,,,,,,
Michigan,OSCODA COUNTY,2020,4874,1342,3466,6646,0.521516702,0.201925971,0.733373458,red,0.275338531,0.71112023,7266,0.670795486,0.47701624,0.184695844,,,,,,
Pennsylvania,TIOGA COUNTY,2020,21075,4955,15742,32510,0.48422024,0.152414642,0.648262073,red,0.235112693,0.746951364,26933,0.782497308,0.584487432,0.183975049,,,,,,
Ohio,MORGAN COUNTY,2020,6712,1703,4932,11521,0.42808784,0.14781703,0.582588317,red,0.253724672,0.734803337,9262,0.724681494,0.53249838,0.183869575,,,,,,
Arizona,MOHAVE COUNTY,2020,104668,24831,78535,176822,0.444147221,0.140429358,0.591939917,red,0.237235831,0.750324837,135180,0.774286137,0.580966119,0.183688415,,,,,,
Florida,GULF COUNTY,2020,8163,1985,6113,11147,0.548398672,0.178074818,0.732304656,red,0.243170403,0.748866838,10829,0.753809216,0.564502724,0.183304091,,,,,,
Ohio,GUERNSEY COUNTY,2020,17808,4498,13077,30310,0.431441768,0.148399868,0.587528868,red,0.252583109,0.734332884,24549,0.72540633,0.532689723,0.183225386,,,,,,
Michigan,BRANCH COUNTY,2020,20536,6159,14064,33521,0.419557889,0.183735569,0.612630888,red,0.299912349,0.684846124,33640,0.610463734,0.418073722,0.183085612,,,,,,
Georgia,TOOMBS COUNTY,2020,10914,2939,7872,19778,0.398018,0.148599454,0.55182526,red,0.269287154,0.721275426,16227,0.672582732,0.485117397,0.18111789,,,,,,
Georgia,WALTON COUNTY,2020,51095,12682,37842,71492,0.529317966,0.177390477,0.714695351,red,0.248204325,0.740620413,70129,0.728585892,0.539605584,0.18083817,,,,,,
Florida,TAYLOR COUNTY,2020,10127,2299,7751,17310,0.447775852,0.132813403,0.585037551,red,0.227016886,0.765379678,12779,0.792472024,0.606541983,0.179904531,,,,,,
Georgia,COFFEE COUNTY,2020,15214,4511,10578,32708,0.323407118,0.137917329,0.465146142,red,0.296503221,0.695280663,25165,0.604569839,0.420345718,0.179256904,,,,,,
Georgia,MONTGOMERY COUNTY,2020,3966,979,2960,7342,0.403159902,0.133342414,0.540179788,red,0.24684821,0.746343923,5467,0.725443571,0.541430401,0.179074447,,,,,,
Ohio,COSHOCTON COUNTY,2020,16319,4057,11982,27865,0.430001794,0.145594832,0.585645074,red,0.248605919,0.734236166,22730,0.717949846,0.527144743,0.178486582,,,,,,
Florida,BRADFORD COUNTY,2020,13632,3160,10334,22730,0.454641443,0.139023317,0.599736032,red,0.231807512,0.758069249,17742,0.768346297,0.5824597,0.178108443,,,,,,
Florida,WALTON COUNTY,2020,43711,10338,32947,58987,0.558546798,0.175258955,0.741027684,red,0.236507973,0.753746197,58057,0.752898014,0.567494015,0.178066383,,,,,,
Ohio,PERRY COUNTY,2020,16179,4006,11959,27651,0.432497921,0.14487722,0.585114462,red,0.24760492,0.739168057,22541,0.717758751,0.530544341,0.177720598,,,,,,
North Carolina,AVERY COUNTY,2020,9458,2191,7172,14969,0.479123522,0.146369163,0.631839134,red,0.231655741,0.758299852,12355,0.765520032,0.580493727,0.17733711,,,,,,
Florida,HARDEE COUNTY,2020,8485,2298,6122,20079,0.304895662,0.114447931,0.422580806,red,0.270830878,0.721508544,13111,0.647166501,0.46693616,0.175272672,,,,,,
Michigan,OSCEOLA COUNTY,2020,12329,3214,8928,18240,0.489473684,0.17620614,0.675932018,red,0.260686187,0.724146322,18356,0.671660492,0.486380475,0.175092613,,,,,,
Ohio,CARROLL COUNTY,2020,13939,3206,10525,21293,0.494293899,0.150565914,0.654628282,red,0.230002152,0.755075687,18416,0.756896177,0.571513901,0.17408775,,,,,,
Georgia,EFFINGHAM COUNTY,2020,31570,7720,23358,47339,0.493419802,0.163079068,0.666891992,red,0.244535952,0.739879633,44372,0.71148472,0.526413053,0.173983593,,,,,,
Ohio,WYANDOT COUNTY,2020,11124,2690,8248,16867,0.489002194,0.159483014,0.659512658,red,0.241819489,0.741459907,15491,0.718094377,0.53243819,0.173649216,,,,,,
Pennsylvania,SOMERSET COUNTY,2020,40062,8543,31105,60412,0.514881149,0.141412302,0.663146395,red,0.213244471,0.776421547,49246,0.813507696,0.631624904,0.173476018,,,,,,
Georgia,BLECKLEY COUNTY,2020,5706,1311,4328,10302,0.420112599,0.127256843,0.553873034,red,0.229758149,0.758499825,7558,0.75496163,0.572638264,0.173458587,,,,,,
Georgia,WORTH COUNTY,2020,9285,2395,6830,15787,0.432634446,0.151707101,0.588142142,red,0.257942919,0.735595046,13847,0.670542356,0.493247635,0.172961652,,,,,,
Georgia,CLINCH COUNTY,2020,2864,747,2105,4958,0.424566357,0.150665591,0.577652279,red,0.260824022,0.734986034,4345,0.659148446,0.484464902,0.171921749,,,,,,
Georgia,ATKINSON COUNTY,2020,3155,825,2300,6025,0.381742739,0.136929461,0.523651452,red,0.261489699,0.729001585,4801,0.657154759,0.479066861,0.1718392,,,,,,
Ohio,CRAWFORD COUNTY,2020,20195,4831,15043,32520,0.462576876,0.148554736,0.62100246,red,0.239217628,0.744887348,28211,0.715855517,0.533231718,0.171245259,,,,,,
North Carolina,WILKES COUNTY,2020,35466,7511,27592,54628,0.505088965,0.137493593,0.649227502,red,0.211780297,0.777984549,43934,0.807256339,0.628032959,0.170960987,,,,,,
Ohio,HARRISON COUNTY,2020,7500,1742,5668,11932,0.475025142,0.145993966,0.62856185,red,0.232266667,0.755733333,10205,0.734933856,0.555414013,0.170700637,,,,,,
Ohio,PAULDING COUNTY,2020,9262,2172,6927,14294,0.484608927,0.151951868,0.647964181,red,0.234506586,0.747894623,12811,0.722972446,0.540707205,0.1695418,,,,,,
Ohio,FAYETTE COUNTY,2020,12292,2911,9220,21861,0.421755638,0.133159508,0.562279859,red,0.236820696,0.750081354,17180,0.71548312,0.536670547,0.169441211,,,,,,
Georgia,CHATTAHOOCHEE COUNTY,2020,1582,667,880,8447,0.104178998,0.078962945,0.187285427,red,0.421618205,0.556257901,3943,0.401217347,0.22318032,0.169160538,,,,,,
Georgia,JASPER COUNTY,2020,7644,1761,5822,10924,0.532954962,0.161204687,0.699743684,red,0.230376766,0.761643119,10434,0.732604945,0.557983515,0.168775158,,,,,,
Georgia,TATTNALL COUNTY,2020,8183,2061,6053,20127,0.300740299,0.102399762,0.406568291,red,0.25186362,0.739704265,12216,0.669859201,0.495497708,0.168713163,,,,,,
Ohio,PIKE COUNTY,2020,12063,3051,8872,21286,0.416799774,0.143333647,0.566710514,red,0.252922159,0.735472105,18124,0.665581549,0.489516663,0.168340322,,,,,,
Pennsylvania,MIFFLIN COUNTY,2020,21502,4603,16670,35902,0.464319537,0.128210128,0.598908139,red,0.214073109,0.775276718,27370,0.785604677,0.609061016,0.168176836,,,,,,
Georgia,CHARLTON COUNTY,2020,4566,1103,3419,10935,0.312665752,0.10086877,0.417558299,red,0.241568112,0.748795445,6562,0.695824444,0.521030174,0.168088997,,,,,,
North Carolina,MITCHELL COUNTY,2020,9041,1867,7090,12229,0.579769401,0.152669883,0.739308202,red,0.206503705,0.784205287,11139,0.811652752,0.636502379,0.167609301,,,,,,
Georgia,COLQUITT COUNTY,2020,16083,4187,11777,33909,0.347311923,0.123477543,0.474298859,red,0.260337002,0.732263881,25087,0.64108901,0.469446327,0.166899191,,,,,,
Ohio,MONROE COUNTY,2020,7066,1597,5392,10931,0.493276004,0.146098253,0.646418443,red,0.226011888,0.763090858,9572,0.738194735,0.563309653,0.166840786,,,,,,
Ohio,LAWRENCE COUNTY,2020,27431,7353,19759,46614,0.423885528,0.157742309,0.588471275,red,0.268054391,0.72031643,44119,0.621750266,0.447856932,0.166662889,,,,,,
North Carolina,STOKES COUNTY,2020,25703,5286,20144,37145,0.542307175,0.142307175,0.691963925,red,0.205656927,0.783721745,31796,0.808372122,0.63353881,0.166247327,,,,,,
North Carolina,ALEXANDER COUNTY,2020,20236,4145,15888,30040,0.528894807,0.13798269,0.673635153,red,0.204832971,0.785135402,24953,0.810964613,0.636717028,0.166112291,,,,,,
Ohio,HARDIN COUNTY,2020,12954,3025,9698,24089,0.402590394,0.125575989,0.537755822,red,0.233518604,0.748649066,18211,0.711328318,0.532535281,0.166108396,,,,,,
Ohio,CLINTON COUNTY,2020,19943,4556,15061,32414,0.464644907,0.14055655,0.615258839,red,0.228451086,0.755202327,27616,0.722153824,0.545372248,0.164976825,,,,,,
Georgia,IRWIN COUNTY,2020,4168,1008,3134,7458,0.420219898,0.135156879,0.558862966,red,0.24184261,0.751919386,6124,0.680600914,0.511757022,0.164598302,,,,,,
North Carolina,RANDOLPH COUNTY,2020,73316,15618,56894,111702,0.509337344,0.139818446,0.656353512,red,0.213023078,0.776010693,94919,0.772405946,0.599395274,0.164540292,,,,,,
Georgia,MADISON COUNTY,2020,14937,3411,11326,23048,0.491409233,0.147995488,0.648082263,red,0.228359108,0.758251322,20737,0.720306698,0.546173506,0.164488595,,,,,,
Michigan,MISSAUKEE COUNTY,2020,8754,1967,6648,11658,0.570252187,0.168725339,0.750900669,red,0.224697281,0.759424263,12010,0.72889259,0.553538718,0.163780183,,,,,,
Georgia,BARTOW COUNTY,2020,50467,12092,37674,82047,0.459175838,0.147378941,0.615098663,red,0.239602116,0.746507619,74380,0.678502286,0.506507126,0.162570583,,,,,,
Florida,SUWANNEE COUNTY,2020,21057,4485,16410,35076,0.467841259,0.127865207,0.600325009,red,0.212993304,0.779313292,27728,0.759412868,0.591820542,0.161749856,,,,,,
Michigan,HILLSDALE COUNTY,2020,23288,5883,17037,35791,0.476013523,0.164370931,0.650666369,red,0.252619375,0.731578495,36373,0.640255134,0.468396888,0.161740852,,,,,,
Georgia,SCHLEY COUNTY,2020,2275,462,1800,4003,0.449662753,0.11541344,0.568323757,red,0.203076923,0.791208791,2890,0.787197232,0.62283737,0.159861592,,,,,,
Ohio,MEIGS COUNTY,2020,10755,2452,8163,18084,0.451393497,0.135589471,0.594724618,red,0.227986983,0.758995816,15414,0.697742312,0.529583496,0.159076165,,,,,,
Ohio,MORROW COUNTY,2020,18093,3988,13784,27374,0.503543508,0.145685687,0.660955651,red,0.220416736,0.761841596,25186,0.718375288,0.547288176,0.158341936,,,,,,
North Carolina,CHEROKEE COUNTY,2020,16423,3583,12628,23877,0.528877162,0.150060728,0.687816727,red,0.21816964,0.768921634,22680,0.724118166,0.556790123,0.1579806,,,,,,
Pennsylvania,JUNIATA COUNTY,2020,12043,2253,9649,19221,0.502003018,0.117215545,0.62655429,red,0.187079631,0.801212323,14482,0.831584035,0.666275376,0.155572435,,,,,,
Georgia,APPLING COUNTY,2020,8341,1779,6526,13873,0.470410149,0.1282347,0.601239818,red,0.213283779,0.782400192,11440,0.729108392,0.570454545,0.155506993,,,,,,
Ohio,LOGAN COUNTY,2020,22947,4990,17625,35139,0.501579442,0.142007456,0.653035089,red,0.21745762,0.768074258,32218,0.712241604,0.547054442,0.154882364,,,,,,
Ohio,PREBLE COUNTY,2020,21422,4435,16697,31799,0.525079405,0.139469795,0.673668983,red,0.207030156,0.779432359,28654,0.747609409,0.582710965,0.154777692,,,,,,
Ohio,GALLIA COUNTY,2020,13358,2911,10289,23088,0.445642758,0.126082814,0.578568954,red,0.217921845,0.770250037,18982,0.703719313,0.542039827,0.153355811,,,,,,
Pennsylvania,POTTER COUNTY,2020,9064,1726,7239,13183,0.549116286,0.130926193,0.68755215,red,0.190423654,0.798654016,11318,0.800848206,0.639600636,0.152500442,,,,,,
North Carolina,YADKIN COUNTY,2020,19923,3763,15933,29851,0.533750963,0.126059428,0.667414827,red,0.188877177,0.799728956,24725,0.80578362,0.644408493,0.152194135,,,,,,
Georgia,TOWNS COUNTY,2020,7979,1550,6384,10505,0.607710614,0.147548786,0.759543075,red,0.194259932,0.800100263,10189,0.783099421,0.626558053,0.152124841,,,,,,
Ohio,JACKSON COUNTY,2020,14160,3193,10804,24669,0.437958571,0.129433702,0.573999757,red,0.22549435,0.76299435,21013,0.673868558,0.514157902,0.151953553,,,,,,
Georgia,RABUN COUNTY,2020,9568,1984,7474,14298,0.522730452,0.138760666,0.669184501,red,0.20735786,0.781145485,13074,0.731834175,0.571668961,0.151751568,,,,,,
Georgia,CATOOSA COUNTY,2020,32593,6932,25167,52313,0.481085008,0.132510084,0.623038251,red,0.212683705,0.772159666,45785,0.7118707,0.549677842,0.151403298,,,,,,
Ohio,VINTON COUNTY,2020,5894,1306,4525,10245,0.441678868,0.127476818,0.575305027,red,0.221581269,0.767729895,8627,0.683203895,0.524516054,0.151385186,,,,,,
Florida,LIBERTY COUNTY,2020,3561,694,2846,6902,0.412344248,0.100550565,0.515937409,red,0.194889076,0.799213704,4601,0.773962182,0.618561182,0.150836775,,,,,,
Georgia,POLK COUNTY,2020,17399,3658,13589,31800,0.427327044,0.115031447,0.547138365,red,0.210241968,0.781021898,24256,0.717307058,0.56023252,0.150808047,,,,,,
Ohio,VAN WERT COUNTY,2020,14733,3026,11470,21715,0.528206309,0.139350679,0.678471103,red,0.205389262,0.778524401,20291,0.726085457,0.565275245,0.149130156,,,,,,
North Carolina,GRAHAM COUNTY,2020,4665,905,3710,6767,0.548248855,0.133737254,0.689374908,red,0.193997856,0.79528403,6081,0.767143562,0.610097024,0.148824207,,,,,,
Ohio,BROWN COUNTY,2020,20586,4326,16032,33493,0.478667184,0.129161317,0.614635894,red,0.210142816,0.778781696,29069,0.708177096,0.55151536,0.148818329,,,,,,
Georgia,WAYNE COUNTY,2020,12778,2687,9987,22665,0.440635341,0.118552835,0.563776748,red,0.210283299,0.781577712,18164,0.70347941,0.549823827,0.147929971,,,,,,
Georgia,JACKSON COUNTY,2020,37670,7642,29497,54499,0.541239289,0.140222756,0.691205343,red,0.202867003,0.783036899,52010,0.724283792,0.567140934,0.146933282,,,,,,
Georgia,UNION COUNTY,2020,15560,2801,12651,20737,0.610068959,0.135072576,0.750349617,red,0.180012853,0.813046272,19235,0.808942033,0.657707304,0.145619964,,,,,,
Ohio,NOBLE COUNTY,2020,6216,1156,5024,11732,0.428230481,0.098533924,0.529832936,red,0.185971686,0.808236808,8138,0.763824035,0.6173507,0.142049644,,,,,,
Pennsylvania,JEFFERSON COUNTY,2020,22824,4527,17960,34209,0.525008039,0.132333596,0.667192844,red,0.198343849,0.786890992,32064,0.711826347,0.560129741,0.141186377,,,,,,
Ohio,AUGLAIZE COUNTY,2020,25352,4583,20451,34708,0.589230149,0.132044485,0.730436787,red,0.180774692,0.806681919,32489,0.780325649,0.629474591,0.141063129,,,,,,
Georgia,LUMPKIN COUNTY,2020,15531,3126,12163,27813,0.437313486,0.112393485,0.558407939,red,0.20127487,0.783143391,22412,0.692976977,0.542700339,0.139478851,,,,,,
Florida,CALHOUN COUNTY,2020,6526,1209,5274,11296,0.466890935,0.107029037,0.577726629,red,0.185258964,0.808152007,8709,0.749339763,0.605580434,0.138821908,,,,,,
Ohio,HIGHLAND COUNTY,2020,19302,3741,15369,32974,0.466094499,0.113453024,0.585370292,red,0.193814113,0.796238732,27351,0.705714599,0.561917297,0.136777449,,,,,,
Florida,WASHINGTON COUNTY,2020,12327,2347,9876,20398,0.484165114,0.1150603,0.604323953,red,0.190395068,0.801168167,17191,0.717061253,0.57448665,0.136524926,,,,,,
Florida,UNION COUNTY,2020,6245,1053,5133,12225,0.419877301,0.086134969,0.510838446,red,0.168614892,0.82193755,7718,0.809147448,0.665068671,0.136434309,,,,,,
Florida,GILCHRIST COUNTY,2020,9685,1700,7895,14885,0.530399731,0.114208935,0.650655022,red,0.175529169,0.81517811,12516,0.773809524,0.630792585,0.135826143,,,,,,
Ohio,MERCER COUNTY,2020,23403,3981,19145,30520,0.627293578,0.130439056,0.76680865,red,0.170106397,0.818057514,29398,0.796074563,0.651234778,0.135417375,,,,,,
Ohio,DARKE COUNTY,2020,26627,4668,21569,39034,0.552569555,0.119588051,0.682148896,red,0.175310775,0.810042438,34669,0.768034844,0.622140817,0.134644784,,,,,,
Georgia,WALKER COUNTY,2020,29354,5769,23174,54746,0.423300332,0.105377562,0.536185292,red,0.196531989,0.789466512,43050,0.681858304,0.538304297,0.134006969,,,,,,
Ohio,SHELBY COUNTY,2020,24751,4399,19988,36627,0.54571764,0.120102657,0.67575832,red,0.177730193,0.807563331,32843,0.753615687,0.608592394,0.133940261,,,,,,
Ohio,PUTNAM COUNTY,2020,19677,3152,16218,25257,0.642119017,0.124797086,0.779071149,red,0.16018702,0.824211008,23859,0.824720231,0.679743493,0.132109477,,,,,,
Georgia,STEPHENS COUNTY,2020,11885,2385,9368,20097,0.466139225,0.118674429,0.591381798,red,0.200673117,0.788220446,18078,0.657428919,0.518198916,0.131928311,,,,,,
Georgia,GILMER COUNTY,2020,16525,2932,13429,25438,0.527910999,0.115260634,0.649618681,red,0.177428139,0.812647504,22315,0.740533274,0.601792516,0.131391441,,,,,,
Georgia,CHATTOOGA COUNTY,2020,10050,1854,8064,19248,0.418952618,0.096321696,0.52213217,red,0.184477612,0.80238806,14183,0.708594797,0.568568004,0.130719876,,,,,,
Florida,DIXIE COUNTY,2020,8167,1365,6759,13753,0.49145641,0.099251072,0.593834073,red,0.167136035,0.827598874,10595,0.7708353,0.637942426,0.128834356,,,,,,
Pennsylvania,BEDFORD COUNTY,2020,27574,4367,23025,38720,0.594653926,0.112784091,0.71213843,red,0.15837383,0.835025749,34244,0.805221353,0.672380563,0.12752599,,,,,,
Georgia,FANNIN COUNTY,2020,14850,2571,12169,21950,0.554396355,0.117129841,0.676537585,red,0.173131313,0.819461279,20399,0.727976862,0.59654885,0.12603559,,,,,,
Georgia,HABERSHAM COUNTY,2020,20432,3563,16637,35229,0.472252973,0.101138267,0.579976724,red,0.17438332,0.814261942,28318,0.721519881,0.58750618,0.125821033,,,,,,
Ohio,ADAMS COUNTY,2020,11905,2130,9660,21111,0.457581356,0.100895268,0.563924021,red,0.178916422,0.811423772,17246,0.690304998,0.560129885,0.1235069,,,,,,
Georgia,JEFF DAVIS COUNTY,2020,5771,1028,4695,11177,0.42005905,0.091974591,0.516328174,red,0.17813204,0.813550511,8495,0.679340789,0.552678046,0.12101236,,,,,,
Georgia,GORDON COUNTY,2020,24033,4384,19405,44119,0.439833178,0.099367619,0.544731295,red,0.182415845,0.807431448,36431,0.659685433,0.532650764,0.120337076,,,,,,
Florida,BAKER COUNTY,2020,14059,2037,11911,22239,0.535590629,0.091595845,0.632177706,red,0.144889395,0.847215307,16933,0.830272249,0.703419359,0.120297644,,,,,,
Georgia,PICKENS COUNTY,2020,17116,2808,14075,26138,0.538488025,0.107429796,0.654832045,red,0.164057023,0.822329984,23820,0.718555835,0.590890008,0.117884131,,,,,,
Georgia,WHITE COUNTY,2020,14816,2411,12222,24763,0.493558939,0.097363001,0.598311998,red,0.162729482,0.824919006,20630,0.718177412,0.592438197,0.116868638,,,,,,
Georgia,DAWSON COUNTY,2020,16081,2486,13398,20853,0.642497482,0.119215461,0.771160025,red,0.154592376,0.833157142,21557,0.745975785,0.621515053,0.115322169,,,,,,
Georgia,BERRIEN COUNTY,2020,7743,1269,6419,14760,0.434891599,0.08597561,0.524593496,red,0.163889965,0.829006845,11317,0.684191924,0.567199788,0.112132191,,,,,,
Florida,LAFAYETTE COUNTY,2020,3658,510,3128,6744,0.463819692,0.075622776,0.542408066,red,0.139420448,0.855112083,4568,0.800788091,0.684763573,0.111646235,,,,,,
Pennsylvania,FULTON COUNTY,2020,7977,1085,6824,11655,0.585499785,0.093093093,0.684427284,red,0.136016046,0.855459446,9856,0.809354708,0.69237013,0.110085227,,,,,,
Georgia,PIKE COUNTY,2020,10720,1505,9127,14613,0.624580853,0.102990488,0.733593376,red,0.140391791,0.851399254,13825,0.775406872,0.660180832,0.108860759,,,,,,
Ohio,HOLMES COUNTY,2020,12778,1981,10645,30479,0.349256865,0.064995571,0.419239476,red,0.155032086,0.833072468,18286,0.698785956,0.582139342,0.108334245,,,,,,
Georgia,DADE COUNTY,2020,7434,1261,6066,13028,0.465612527,0.096791526,0.570617132,red,0.169626043,0.81598063,11682,0.636363636,0.519260401,0.107943845,,,,,,
Georgia,HEARD COUNTY,2020,5391,824,4516,9284,0.486428264,0.088754847,0.580676433,red,0.152847338,0.83769245,7772,0.69364385,0.581060216,0.106021616,,,,,,
Georgia,FRANKLIN COUNTY,2020,10765,1593,9069,18249,0.496958737,0.087292454,0.589895337,red,0.147979563,0.842452392,15170,0.709624258,0.597824654,0.105009888,,,,,,
Georgia,MURRAY COUNTY,2020,15389,2302,12943,30292,0.427274528,0.075993662,0.50802192,red,0.149587368,0.841055299,22340,0.688854073,0.579364369,0.103043868,,,,,,
Georgia,BACON COUNTY,2020,4668,625,4018,8331,0.482295043,0.075021006,0.560316889,red,0.133890317,0.86075407,6726,0.694023194,0.597383289,0.092922985,,,,,,
Georgia,HARALSON COUNTY,2020,14248,1792,12331,22637,0.544727658,0.079162433,0.629412025,red,0.125772038,0.865454801,20692,0.688575295,0.595930795,0.086603518,,,,,,
Georgia,PIERCE COUNTY,2020,9048,1100,7899,14696,0.537493195,0.074850299,0.615677735,red,0.121573828,0.87301061,12735,0.710482921,0.620259128,0.086376129,,,,,,
Florida,HOLMES COUNTY,2020,9068,924,8080,15624,0.517153098,0.059139785,0.580389145,red,0.10189678,0.891045434,11489,0.789276699,0.7032814,0.080424754,,,,,,
Georgia,ECHOLS COUNTY,2020,1441,167,1256,2963,0.423894701,0.056361795,0.486331421,red,0.115891742,0.871616933,2170,0.6640553,0.578801843,0.076958525,,,,,,
Georgia,GLASCOCK COUNTY,2020,1566,155,1403,2328,0.60266323,0.066580756,0.672680412,red,0.098978289,0.895913155,2040,0.767647059,0.687745098,0.075980392,,,,,,
Georgia,BANKS COUNTY,2020,8801,932,7795,14968,0.520777659,0.062266168,0.587987707,red,0.105897057,0.885694807,12905,0.681983727,0.604029446,0.07222007,,,,,,
Georgia,BRANTLEY COUNTY,2020,7746,699,6991,14683,0.476128857,0.047606075,0.527548866,red,0.090240124,0.902530338,11302,0.685365422,0.618563086,0.061847461,,,,,,
