state,county,year,total,dem,gop,AGE18PLUS_TOT,repturnout,demturnout,turnout,winner,dem_per,gop_per,reg_voters,turnout_reg,turnout_rep_reg,turnout_dem_reg,,,,,,
Wisconsin,MENOMINEE COUNTY,2020,1585,1303,278,3041,0.091417297,0.428477475,0.521210128,blue,0.822082019,0.175394322,1789,0.885969816,0.155394075,0.728339855,,,,,0.703419359,0.728339855
Wisconsin,DANE COUNTY,2020,344745,260157,78789,436427,0.18053191,0.596106565,0.789925921,blue,0.754636035,0.228542836,390887,0.881955655,0.201564647,0.665555519,,,,,0.7032814,0.665555519
North Carolina,DURHAM COUNTY,2020,179914,144688,32459,255829,0.126877719,0.56556528,0.703258817,blue,0.804206454,0.180413976,244574,0.735621939,0.132716478,0.591591911,,,,,0.69237013,0.591591911
Wisconsin,MILWAUKEE COUNTY,2020,458935,317251,134355,720305,0.186525153,0.440439814,0.637139823,blue,0.691276542,0.292753876,557089,0.823809122,0.241173313,0.569479922,,,,,0.687745098,0.569479922
North Carolina,ORANGE COUNTY,2020,84997,63594,20176,119925,0.168238482,0.530281426,0.708751303,blue,0.748191113,0.237373084,111900,0.759579982,0.180303843,0.568310992,,,,,0.684763573,0.568310992
Georgia,DEKALB COUNTY,2020,370804,308227,58373,584968,0.099788364,0.526912583,0.633887666,blue,0.831239685,0.157422789,547802,0.676894206,0.106558574,0.562661327,,,,,0.679743493,0.562661327
Pennsylvania,PHILADELPHIA COUNTY,2020,741899,604175,132870,1241890,0.106990152,0.486496389,0.597395099,blue,0.814362871,0.179094459,1129339,0.656932064,0.117652893,0.534981082,,,,,0.677882061,0.534981082
Pennsylvania,MONTGOMERY COUNTY,2020,510157,319511,185460,652435,0.284258202,0.489720815,0.781927702,blue,0.626299355,0.363535147,609649,0.836804456,0.304207831,0.524090091,,,,,0.672380563,0.524090091
Wisconsin,BAYFIELD COUNTY,2020,10885,6155,4617,12431,0.371410184,0.495133135,0.875633497,blue,0.565457051,0.42416169,11795,0.922848665,0.39143705,0.521831284,,,,,0.666275376,0.521831284
Florida,GADSDEN COUNTY,2020,23762,16153,7465,35804,0.208496257,0.451150709,0.663668864,blue,0.679782847,0.314157057,31155,0.762702616,0.23960841,0.518472155,,,,,0.665522621,0.518472155
Wisconsin,IOWA COUNTY,2020,13961,7828,5907,18396,0.321102414,0.425527289,0.758914982,blue,0.560704821,0.423107227,15136,0.922370507,0.390261628,0.51717759,,,,,0.665068671,0.51717759
Georgia,HANCOCK COUNTY,2020,4165,2985,1159,7175,0.161533101,0.416027875,0.580487805,blue,0.716686675,0.278271309,5835,0.713796058,0.198628963,0.511568123,,,,,0.660180832,0.511568123
Michigan,WASHTENAW COUNTY,2020,216280,157136,56241,299837,0.187571914,0.524071412,0.721325253,blue,0.726539671,0.260037914,316414,0.683534863,0.17774498,0.496615194,,,,,0.657707304,0.496615194
North Carolina,WAKE COUNTY,2020,631830,393336,226197,849055,0.266410303,0.463263275,0.744156739,blue,0.622534543,0.358002944,794495,0.795259882,0.284705379,0.495076747,,,,,0.656973222,0.495076747
Arizona,COCONINO COUNTY,2020,73272,44698,27052,114726,0.235796594,0.389606541,0.638669526,blue,0.610028387,0.369199694,90669,0.808126261,0.298359969,0.49297996,,,,,0.651234778,0.49297996
Wisconsin,LA CROSSE COUNTY,2020,67798,37817,28661,94882,0.30206994,0.398568749,0.714550705,blue,0.557789315,0.422741084,76830,0.882441755,0.373044384,0.492216582,,,,,0.644408493,0.492216582
Georgia,CLAYTON COUNTY,2020,112344,95476,15813,211634,0.074718618,0.451137341,0.53084098,blue,0.84985402,0.140755181,194338,0.578085603,0.081368543,0.491288374,,,,,0.639600636,0.491288374
Wisconsin,ASHLAND COUNTY,2020,8751,4794,3845,12135,0.316852081,0.395055624,0.721137206,blue,0.547823106,0.439378357,9770,0.895701126,0.393551689,0.490685773,,,,,0.637942426,0.490685773
Florida,BROWARD COUNTY,2020,957672,618752,333409,1542553,0.216141034,0.401122036,0.620835718,blue,0.646100126,0.348145294,1266991,0.755863301,0.263150251,0.488363374,,,,,0.637535589,0.488363374
Pennsylvania,DELAWARE COUNTY,2020,327931,206423,118532,442236,0.268028835,0.466771136,0.74152941,blue,0.629470834,0.361454086,425517,0.770664862,0.278559964,0.485111053,,,,,,
Wisconsin,EAU CLAIRE COUNTY,2020,58235,31617,25339,83560,0.303243179,0.37837482,0.696924366,blue,0.542920924,0.435116339,65337,0.891302019,0.387820071,0.483906515,,,,,,
Wisconsin,DOUGLAS COUNTY,2020,24668,13214,10919,34706,0.314614188,0.380741082,0.710770472,blue,0.535673747,0.442638236,27308,0.903325033,0.399846199,0.483887505,,,,,,
Wisconsin,ROCK COUNTY,2020,85348,46649,37133,125952,0.294818661,0.370371253,0.677623222,blue,0.546574026,0.435077565,97177,0.878273666,0.382117168,0.480041574,,,,,,
Pennsylvania,CHESTER COUNTY,2020,314502,182372,128565,407024,0.315865895,0.448062031,0.772686623,blue,0.579875486,0.408789133,380245,0.827103578,0.338110955,0.479617089,,,,,,
Arizona,PIMA COUNTY,2020,520397,304981,207758,831972,0.249717539,0.366576039,0.625498214,blue,0.586054493,0.399229819,638355,0.815215672,0.325458405,0.477760807,,,,,,
North Carolina,MECKLENBURG COUNTY,2020,567053,378107,179211,852079,0.210322048,0.443746413,0.665493458,blue,0.666793051,0.316039241,792282,0.71572117,0.226195976,0.477237903,,,,,,
Georgia,ROCKDALE COUNTY,2020,44686,31244,13012,68889,0.188883566,0.453541204,0.648666696,blue,0.699189903,0.291187397,65573,0.681469507,0.198435332,0.476476599,,,,,,
Florida,LEON COUNTY,2020,162929,103517,57453,238914,0.240475652,0.433281432,0.681956687,blue,0.635350367,0.35262599,217454,0.749257314,0.264207603,0.47604091,,,,,,
North Carolina,WARREN COUNTY,2020,10293,6400,3752,16200,0.231604938,0.395061728,0.63537037,blue,0.621781793,0.364519576,13531,0.760697657,0.277289188,0.472987954,,,,,,
North Carolina,HERTFORD COUNTY,2020,10634,7097,3479,19299,0.180268408,0.367739261,0.551013006,blue,0.667387625,0.327158172,15048,0.706671983,0.231193514,0.471624136,,,,,,
Georgia,FULTON COUNTY,2020,524659,381144,137240,835904,0.164181533,0.455966235,0.627654611,blue,0.726460425,0.261579426,808742,0.648734702,0.169695651,0.471280087,,,,,,
Florida,ALACHUA COUNTY,2020,142604,89704,50972,220754,0.230899553,0.406352773,0.64598603,blue,0.629042664,0.357437379,190433,0.7488408,0.267663693,0.471052811,,,,,,
Wisconsin,GREEN COUNTY,2020,21400,10850,10165,28803,0.352914627,0.376696872,0.742978162,blue,0.507009346,0.475,23061,0.927973635,0.440787477,0.470491306,,,,,,
Georgia,CLARKE COUNTY,2020,51333,36048,14446,106329,0.135861336,0.33902322,0.48277516,blue,0.702238326,0.281417412,76848,0.667980949,0.18798147,0.469081824,,,,,,
North Carolina,BUNCOMBE COUNTY,2020,161569,96515,62412,213777,0.291949087,0.451475135,0.755782895,blue,0.59736088,0.386286973,207375,0.77911513,0.300962025,0.465412899,,,,,,
Georgia,TALBOT COUNTY,2020,3522,2114,1392,5186,0.268414963,0.407635943,0.679136136,blue,0.600227144,0.395229983,4567,0.771184585,0.30479527,0.462885921,,,,,,
North Carolina,CHATHAM COUNTY,2020,48599,26787,21186,59661,0.355106351,0.448986775,0.814585743,blue,0.551184181,0.435934896,57929,0.838940772,0.365723558,0.462410882,,,,,,
Wisconsin,DOOR COUNTY,2020,20117,10044,9752,23171,0.420870916,0.433472876,0.868197316,blue,0.499279217,0.48476413,21826,0.921698891,0.446806561,0.4601851,,,,,,
Wisconsin,SAUK COUNTY,2020,36249,18103,17489,49825,0.35100853,0.363331661,0.727526342,blue,0.49940688,0.482468482,39544,0.916675096,0.442266842,0.45779385,,,,,,
Florida,ORANGE COUNTY,2020,647403,395014,245398,1087498,0.225653748,0.363231932,0.595314198,blue,0.610151637,0.379049834,866460,0.747181636,0.283219075,0.455894098,,,,,,
Pennsylvania,ALLEGHENY COUNTY,2020,719733,429065,282324,989472,0.285327932,0.433630259,0.727390972,blue,0.596144681,0.392262131,942360,0.763755889,0.299592512,0.455309011,,,,,,
Wisconsin,PORTAGE COUNTY,2020,40602,20426,19298,57314,0.336706564,0.356387619,0.708413302,blue,0.503078666,0.475296783,44977,0.902728061,0.429063744,0.454143229,,,,,,
Ohio,CUYAHOGA COUNTY,2020,603864,402315,195089,980955,0.198876605,0.410125847,0.615587871,blue,0.66623445,0.323067777,888556,0.679601511,0.219557349,0.452773939,,,,,,
North Carolina,GUILFORD COUNTY,2020,284486,173086,107294,418240,0.256536917,0.413843726,0.680197972,blue,0.608416583,0.377150369,383792,0.741250469,0.279562888,0.450989077,,,,,,
Georgia,TALIAFERRO COUNTY,2020,928,561,360,1278,0.281690141,0.438967136,0.726134585,blue,0.604525862,0.387931034,1246,0.744783307,0.288924559,0.45024077,,,,,,
North Carolina,EDGECOMBE COUNTY,2020,25477,16089,9206,39904,0.230703689,0.403192662,0.638457298,blue,0.631510774,0.361345527,35801,0.711628167,0.257143655,0.449400855,,,,,,
Arizona,APACHE COUNTY,2020,35172,23293,11442,52462,0.218100721,0.44399756,0.670428119,blue,0.662259752,0.325315592,51906,0.677609525,0.220436944,0.448753516,,,,,,
North Carolina,BERTIE COUNTY,2020,9815,5939,3817,15647,0.243944526,0.379561577,0.627276794,blue,0.605094244,0.388894549,13335,0.736032996,0.28623922,0.445369329,,,,,,
Wisconsin,COLUMBIA COUNTY,2020,33917,16408,16925,45433,0.372526578,0.361147184,0.746527854,red,0.483769201,0.499012295,36898,0.919209713,0.458696948,0.444685349,,,,,,
Ohio,FRANKLIN COUNTY,2020,604351,391584,203154,1011349,0.200874278,0.387189783,0.597569187,blue,0.647941345,0.336152335,882635,0.684712254,0.230167623,0.443653379,,,,,,
Michigan,INGHAM COUNTY,2020,144505,94212,47639,234887,0.202816674,0.401094995,0.615210718,blue,0.6519636,0.329670254,213353,0.677304748,0.223287228,0.441578042,,,,,,
Arizona,SANTA CRUZ COUNTY,2020,19556,13138,6194,34123,0.181519796,0.385018902,0.573103186,blue,0.671814277,0.316731438,29963,0.652671628,0.206721623,0.438474118,,,,,,
Georgia,RICHMOND COUNTY,2020,87016,59124,26781,156465,0.17116288,0.377873646,0.556137155,blue,0.679461249,0.307770985,135428,0.642525918,0.197750834,0.436571462,,,,,,
North Carolina,NORTHAMPTON COUNTY,2020,10110,6069,3989,16132,0.247272502,0.376208778,0.626704686,blue,0.600296736,0.394559842,13939,0.725303106,0.286175479,0.435397087,,,,,,
Wisconsin,VERNON COUNTY,2020,15910,7457,8216,22811,0.360177108,0.326903687,0.697470519,red,0.468698931,0.516404777,17364,0.916263534,0.473162866,0.429451739,,,,,,
Michigan,WAYNE COUNTY,2020,872383,597170,264553,1337049,0.197863354,0.446632846,0.652468982,blue,0.684527323,0.303253273,1398888,0.623626052,0.189116641,0.426889072,,,,,,
Georgia,HENRY COUNTY,2020,122742,73276,48187,175285,0.274906581,0.418039193,0.700242462,blue,0.596992065,0.392587704,172241,0.712617786,0.27976498,0.425427163,,,,,,
Florida,PALM BEACH COUNTY,2020,773158,433572,334711,1212991,0.275938568,0.35744041,0.637397969,blue,0.560780591,0.4329141,1020222,0.757833099,0.328076634,0.424978093,,,,,,
Wisconsin,WINNEBAGO COUNTY,2020,94032,44060,47795,136902,0.349118347,0.321836058,0.686856291,red,0.468563893,0.508284414,104233,0.902132722,0.458540002,0.42270682,,,,,,
Wisconsin,CRAWFORD COUNTY,2020,8695,3953,4620,12898,0.358195069,0.306481625,0.674135525,red,0.454629097,0.53133985,9378,0.927169972,0.492642354,0.421518447,,,,,,
Georgia,DOUGLAS COUNTY,2020,69097,42809,25451,108767,0.233995605,0.393584451,0.635275405,blue,0.619549329,0.368337265,101613,0.680001575,0.25046992,0.421294519,,,,,,
Michigan,OAKLAND COUNTY,2020,770209,434148,325971,997704,0.326721152,0.435147098,0.771981469,blue,0.563675574,0.423224086,1030567,0.747364315,0.316302579,0.421271009,,,,,,
Wisconsin,KENOSHA COUNTY,2020,88691,42191,44972,131558,0.341841621,0.320702656,0.674158926,red,0.475707794,0.507063851,100331,0.883984013,0.448236338,0.420518085,,,,,,
Pennsylvania,BUCKS COUNTY,2020,396234,204712,187367,501426,0.373668298,0.408259643,0.790214309,blue,0.516644205,0.472869567,488025,0.811913324,0.383929102,0.419470314,,,,,,
North Carolina,VANCE COUNTY,2020,20999,12431,8391,34092,0.246128124,0.364630998,0.615950956,blue,0.591980571,0.399590457,29702,0.706989428,0.282506229,0.418524005,,,,,,
Wisconsin,RACINE COUNTY,2020,106441,50154,54475,151411,0.359782314,0.331244097,0.702993838,red,0.471190613,0.511785872,119988,0.887097043,0.454003734,0.417991799,,,,,,
North Carolina,FORSYTH COUNTY,2020,201262,113029,85060,295401,0.28794757,0.382629036,0.681317937,blue,0.561601296,0.422633185,271904,0.740195069,0.312830999,0.41569451,,,,,,
Georgia,GWINNETT COUNTY,2020,413865,241827,166413,687242,0.242146144,0.351880415,0.602211448,blue,0.584313725,0.402094886,582917,0.709989587,0.285483182,0.414856661,,,,,,
Pennsylvania,LACKAWANNA COUNTY,2020,115408,61991,52332,166709,0.313912266,0.37185155,0.692272163,blue,0.537146472,0.4534521,149461,0.7721613,0.350138163,0.414763718,,,,,,
Georgia,COBB COUNTY,2020,393746,221846,165459,583231,0.283693768,0.380374157,0.675111577,blue,0.563424136,0.420217602,537659,0.732334063,0.307739664,0.412614687,,,,,,
Michigan,LEELANAU COUNTY,2020,16898,8795,7916,18267,0.433349756,0.481469316,0.925056112,blue,0.520475796,0.468457806,21333,0.792106127,0.371068298,0.412272067,,,,,,
North Carolina,HALIFAX COUNTY,2020,25759,15545,10080,39391,0.255896017,0.394633292,0.653931101,blue,0.603478396,0.391319539,37958,0.678618473,0.265556668,0.409531588,,,,,,
North Carolina,WASHINGTON COUNTY,2020,6205,3396,2781,9274,0.299870606,0.366185033,0.669074833,blue,0.547300564,0.448186946,8316,0.746151996,0.334415584,0.408369408,,,,,,
Florida,OSCEOLA COUNTY,2020,172436,97297,73480,285151,0.257688032,0.3412122,0.604718202,blue,0.564249925,0.426129115,239027,0.721408042,0.30741297,0.407054433,,,,,,
Georgia,STEWART COUNTY,2020,1990,1182,801,5904,0.135670732,0.200203252,0.337059621,blue,0.593969849,0.402512563,2909,0.684083878,0.275352355,0.406325198,,,,,,
Wisconsin,RICHLAND COUNTY,2020,9019,3963,4912,13513,0.363501813,0.293273144,0.667431362,red,0.439405699,0.544628008,9779,0.922282442,0.502300849,0.405256161,,,,,,
Wisconsin,BROWN COUNTY,2020,144011,65509,75865,202324,0.374967873,0.323782646,0.711784069,red,0.454888863,0.526800036,162076,0.888539944,0.468082875,0.404186925,,,,,,
Georgia,MACON COUNTY,2020,4662,2857,1783,10551,0.168988721,0.270780021,0.441853853,blue,0.612827113,0.382453882,7079,0.658567594,0.251871733,0.403588077,,,,,,
Florida,HILLSBOROUGH COUNTY,2020,712063,376367,327398,1146730,0.285505742,0.328208907,0.620950878,blue,0.528558569,0.459787968,934346,0.762097767,0.350403384,0.402813305,,,,,,
Georgia,BIBB COUNTY,2020,70802,43468,26585,116041,0.229100059,0.374591739,0.610146414,blue,0.613937459,0.375483743,108126,0.654810129,0.245870558,0.402012467,,,,,,
Wisconsin,OUTAGAMIE COUNTY,2020,108223,47659,58379,144062,0.405235246,0.33082284,0.751225167,red,0.440377739,0.539432468,118689,0.911819966,0.491865295,0.401545215,,,,,,
Arizona,MARICOPA COUNTY,2020,2068144,1040774,995665,3432976,0.2900297,0.303169611,0.602434739,blue,0.503240587,0.481429243,2595272,0.796889112,0.383645722,0.401026944,,,,,,
Georgia,DOUGHERTY COUNTY,2020,35311,24577,10454,67169,0.155637273,0.365897959,0.525703822,blue,0.696015406,0.296055054,61402,0.575078988,0.170255041,0.400263835,,,,,,
Pennsylvania,DAUPHIN COUNTY,2020,147358,78977,66404,215697,0.307857782,0.366147883,0.6831713,blue,0.535953257,0.450630437,197814,0.744932108,0.335689082,0.399248789,,,,,,
Michigan,KALAMAZOO COUNTY,2020,143376,83686,56823,208176,0.272956537,0.401996388,0.688724925,blue,0.583682067,0.39632156,209826,0.683309027,0.2708101,0.398835225,,,,,,
Wisconsin,OZAUKEE COUNTY,2020,61453,26515,33912,70271,0.482588835,0.377324928,0.87451438,red,0.431467951,0.551836363,66641,0.922150028,0.508875917,0.397878183,,,,,,
Ohio,HAMILTON COUNTY,2020,417583,238101,173015,630410,0.274448375,0.377692295,0.662399074,blue,0.570188442,0.414324817,600386,0.695524213,0.288172942,0.396579867,,,,,,
Wisconsin,LAFAYETTE COUNTY,2020,8561,3647,4820,12679,0.380156164,0.287640981,0.675210979,red,0.426001635,0.563018339,9214,0.929129585,0.523116996,0.395810723,,,,,,
Florida,SEMINOLE COUNTY,2020,260815,132528,125241,373628,0.335202394,0.35470575,0.698060638,blue,0.508130284,0.48019094,335172,0.77815271,0.373661881,0.395402957,,,,,,
Georgia,CALHOUN COUNTY,2020,2194,1260,923,5141,0.179537055,0.245088504,0.426765221,blue,0.574293528,0.420692799,3187,0.688421713,0.289614057,0.395356134,,,,,,
Wisconsin,GRANT COUNTY,2020,25377,10942,13981,40789,0.34276398,0.268258599,0.622153031,red,0.431177838,0.550931946,27685,0.916633556,0.505002709,0.395232075,,,,,,
Florida,MIAMI-DADE COUNTY,2020,1156816,617864,532833,2167261,0.245855483,0.285089798,0.53376866,blue,0.534107412,0.460603069,1564297,0.739511742,0.340621378,0.394978703,,,,,,
Pennsylvania,LEHIGH COUNTY,2020,185092,98498,84418,286192,0.29496981,0.344167552,0.64674065,blue,0.532156981,0.456086703,249421,0.742086673,0.338455864,0.394906604,,,,,,
Ohio,SUMMIT COUNTY,2020,273990,148151,122023,428820,0.284555291,0.345485285,0.638939415,blue,0.540716814,0.44535567,379673,0.721647312,0.321389722,0.390206836,,,,,,
Florida,PINELLAS COUNTY,2020,559715,277450,276209,819951,0.336860373,0.338373878,0.682620059,blue,0.495698704,0.493481504,711462,0.786711026,0.38822734,0.389971636,,,,,,
Georgia,WARREN COUNTY,2020,2651,1469,1166,4196,0.277883699,0.350095329,0.631792183,blue,0.554130517,0.439834025,3789,0.699656902,0.307732911,0.38770124,,,,,,
Wisconsin,SAWYER COUNTY,2020,10479,4494,5883,13383,0.439587536,0.335799148,0.783008294,red,0.428857715,0.561408531,11623,0.901574464,0.506151596,0.386647165,,,,,,
Georgia,CHATHAM COUNTY,2020,133420,78254,53237,229084,0.232390739,0.341595223,0.582406454,blue,0.58652376,0.399018138,202999,0.657244617,0.262252523,0.385489584,,,,,,
Georgia,RANDOLPH COUNTY,2020,3074,1671,1391,5401,0.257544899,0.309387151,0.56915386,blue,0.543591412,0.45250488,4338,0.708621485,0.32065468,0.385200553,,,,,,
Wisconsin,ONEIDA COUNTY,2020,24159,10105,13671,29526,0.463015647,0.342240737,0.818228002,red,0.418270624,0.565876071,26248,0.920412984,0.520839683,0.384981713,,,,,,
Georgia,CLAY COUNTY,2020,1434,790,637,2287,0.278530826,0.345430695,0.6270223,blue,0.550906555,0.444211994,2053,0.698490015,0.310277642,0.384802728,,,,,,
Florida,MONROE COUNTY,2020,48029,21881,25693,62977,0.40797434,0.347444305,0.762643505,red,0.455578921,0.534947636,56910,0.843946582,0.451467229,0.384484273,,,,,,
North Carolina,PITT COUNTY,2020,87573,47252,38982,142466,0.27362318,0.331672118,0.614694032,blue,0.539572699,0.4451372,123553,0.708788941,0.315508324,0.382443162,,,,,,
Wisconsin,DUNN COUNTY,2020,23543,9909,13176,36503,0.360956634,0.271457141,0.644960688,red,0.420889436,0.559656798,25969,0.906580923,0.507374177,0.381570334,,,,,,
Florida,JEFFERSON COUNTY,2020,8451,3897,4479,11888,0.376766487,0.327809556,0.710884926,red,0.46112886,0.52999645,10236,0.825615475,0.437573271,0.380715123,,,,,,
Florida,DUVAL COUNTY,2020,492820,252556,233762,742007,0.315040155,0.340368757,0.664171632,blue,0.512471085,0.474335457,664211,0.741963021,0.351939369,0.380234594,,,,,,
Wisconsin,JEFFERSON COUNTY,2020,47967,19904,27209,67128,0.405330116,0.296508164,0.714560243,red,0.414951946,0.567244147,52395,0.915488119,0.519305277,0.379883577,,,,,,
North Carolina,WATAUGA COUNTY,2020,32220,17122,14451,49022,0.294786014,0.349271756,0.657255926,blue,0.531409063,0.448510242,45166,0.713368463,0.319953062,0.379090466,,,,,,
North Carolina,NASH COUNTY,2020,52271,25947,25827,73765,0.350125398,0.351752186,0.708615197,blue,0.496393794,0.494098066,68677,0.761113619,0.376064767,0.377812077,,,,,,
Wisconsin,PIERCE COUNTY,2020,23336,9789,12813,33941,0.377508029,0.288412245,0.687546036,red,0.419480631,0.549065821,25910,0.900656117,0.494519491,0.377807796,,,,,,
Wisconsin,JACKSON COUNTY,2020,10180,4255,5789,16147,0.35851861,0.263516443,0.63045767,red,0.417976424,0.568664047,11267,0.903523564,0.513801367,0.377651549,,,,,,
Wisconsin,ST. CROIX COUNTY,2020,56701,23190,32190,68499,0.469933868,0.338545088,0.827763909,red,0.408987496,0.567714855,61464,0.922507484,0.523721203,0.377294026,,,,,,
Michigan,KENT COUNTY,2020,360839,187915,165741,499890,0.331554942,0.375912701,0.721836804,blue,0.520772422,0.459321193,498832,0.723367787,0.332258155,0.376709995,,,,,,
Georgia,NEWTON COUNTY,2020,54239,29794,23869,82882,0.287987742,0.359474916,0.654412297,blue,0.549309537,0.440070798,79098,0.685718982,0.301764899,0.376671977,,,,,,
Florida,ST. LUCIE COUNTY,2020,172169,84137,86831,264186,0.328673737,0.318476376,0.651696153,red,0.48868844,0.504335856,223640,0.769848864,0.388262386,0.37621624,,,,,,
Wisconsin,TREMPEALEAU COUNTY,2020,15359,6283,8828,22212,0.397442824,0.282865118,0.691473078,red,0.409076112,0.574777004,16714,0.918930238,0.528179969,0.375912409,,,,,,
Wisconsin,SHEBOYGAN COUNTY,2020,66035,27109,37624,90111,0.417529491,0.300840075,0.732818413,red,0.410524722,0.569758461,72138,0.915398264,0.521555907,0.375793618,,,,,,
Ohio,DELAWARE COUNTY,2020,124055,56961,65163,155021,0.420349501,0.36744054,0.800246418,red,0.459159244,0.52527508,151756,0.81746356,0.429393237,0.37534595,,,,,,
Georgia,MUSCOGEE COUNTY,2020,80543,49529,30049,147358,0.203918349,0.336113411,0.546580437,blue,0.614938604,0.373080218,132029,0.610040218,0.227593938,0.37513728,,,,,,
Michigan,MARQUETTE COUNTY,2020,37458,20465,16286,54805,0.297162668,0.373414834,0.683477785,blue,0.54634524,0.434780287,54567,0.686458849,0.298458775,0.375043524,,,,,,
Pennsylvania,NORTHAMPTON COUNTY,2020,170802,85006,83796,245070,0.341926796,0.346864161,0.696951891,blue,0.497687381,0.490603155,227423,0.751032217,0.368458775,0.373779257,,,,,,
Ohio,LUCAS COUNTY,2020,194945,111989,79628,330041,0.241266994,0.339318448,0.590669038,blue,0.574464593,0.408463926,299794,0.650263181,0.265609052,0.373553173,,,,,,
Georgia,WEBSTER COUNTY,2020,1390,639,748,2124,0.352165725,0.300847458,0.654425612,red,0.45971223,0.538129496,1713,0.811441915,0.436660829,0.373029772,,,,,,
North Carolina,NEW HANOVER COUNTY,2020,131840,66146,63333,191812,0.330182679,0.34484808,0.687339687,blue,0.501714199,0.480377731,177353,0.743376205,0.357101374,0.372962397,,,,,,
North Carolina,CUMBERLAND COUNTY,2020,147150,84469,60032,252655,0.237604639,0.334325464,0.582414755,blue,0.574033299,0.407964662,226653,0.649230321,0.264863029,0.372679823,,,,,,
Wisconsin,CALUMET COUNTY,2020,30858,12115,18142,38423,0.472165109,0.315305937,0.803112719,red,0.392604835,0.587918854,33050,0.933676248,0.54892587,0.366565809,,,,,,
Wisconsin,MARATHON COUNTY,2020,76741,30807,44623,104968,0.42511051,0.293489444,0.731089475,red,0.401441211,0.581475352,84288,0.91046175,0.529411067,0.365496868,,,,,,
North Carolina,GRANVILLE COUNTY,2020,31598,14565,16647,48058,0.346393941,0.303071289,0.657497191,red,0.460946895,0.526837142,39986,0.790226579,0.416320712,0.364252488,,,,,,
Georgia,LIBERTY COUNTY,2020,21389,13099,7959,44034,0.180746696,0.297474679,0.485738293,blue,0.612417598,0.372107158,35970,0.594634418,0.221267723,0.364164582,,,,,,
Georgia,WASHINGTON COUNTY,2020,9459,4730,4663,15977,0.291857045,0.296050573,0.592038555,blue,0.50005286,0.492969659,12994,0.727951362,0.358857934,0.36401416,,,,,,
North Carolina,WILSON COUNTY,2020,40735,20754,19581,63224,0.309708339,0.32826142,0.64429647,blue,0.509488155,0.480692279,57018,0.714423515,0.343417868,0.363990319,,,,,,
Pennsylvania,MONROE COUNTY,2020,82045,43038,37989,137154,0.27698062,0.313793254,0.598196188,blue,0.524565787,0.463026388,118347,0.693257962,0.32099673,0.363659408,,,,,,
Wisconsin,WOOD COUNTY,2020,41196,16360,24306,57247,0.424581201,0.285779167,0.719618495,red,0.397125935,0.590008739,45206,0.911294961,0.53767199,0.361898863,,,,,,
Wisconsin,CHIPPEWA COUNTY,2020,35945,14001,21316,50522,0.421915205,0.277126796,0.71147223,red,0.389511754,0.593017109,38859,0.925010937,0.548547312,0.360302633,,,,,,
Georgia,TERRELL COUNTY,2020,4416,2376,2004,6568,0.305115713,0.361753959,0.672350792,blue,0.538043478,0.453804348,6625,0.666566038,0.302490566,0.358641509,,,,,,
North Carolina,MARTIN COUNTY,2020,12540,5911,6532,17917,0.364569961,0.329910141,0.699893955,red,0.471371611,0.520893142,16516,0.759263744,0.395495277,0.357895374,,,,,,
Georgia,JEFFERSON COUNTY,2020,7642,4061,3537,11799,0.299771167,0.34418171,0.647682007,blue,0.531405391,0.462836954,11350,0.673303965,0.311629956,0.357797357,,,,,,
Georgia,FAYETTE COUNTY,2020,71993,33065,37952,88100,0.430783201,0.375312145,0.817173666,red,0.459280763,0.527162363,92427,0.778917416,0.410615946,0.357741785,,,,,,
Wisconsin,WALWORTH COUNTY,2020,57588,22783,33844,82832,0.408586054,0.275050705,0.695238555,red,0.395620615,0.58769188,63729,0.903638846,0.531061212,0.357498156,,,,,,
Pennsylvania,CENTRE COUNTY,2020,77493,40055,36372,138326,0.26294406,0.289569568,0.56022006,blue,0.516885396,0.469358523,112099,0.691290734,0.324463198,0.357318085,,,,,,
Michigan,EATON COUNTY,2020,64304,31299,31798,87545,0.363218916,0.35751899,0.734525101,red,0.486734884,0.494494899,87635,0.733770754,0.362845895,0.357151823,,,,,,
Ohio,ATHENS COUNTY,2020,24818,14047,10386,55914,0.185749544,0.251225096,0.443860214,blue,0.566000484,0.418486582,39344,0.630795039,0.26397926,0.357030297,,,,,,
Wisconsin,WAUKESHA COUNTY,2020,267159,103867,159633,318146,0.501760198,0.326475895,0.839737102,red,0.388783459,0.597520578,291183,0.917495183,0.548222252,0.356706951,,,,,,
Michigan,GRAND TRAVERSE COUNTY,2020,60227,28683,30502,74544,0.409181155,0.384779459,0.807938935,red,0.476248194,0.506450595,80742,0.7459191,0.377771172,0.355242625,,,,,,
North Carolina,HOKE COUNTY,2020,21639,11804,9453,40282,0.234670572,0.29303411,0.537187826,blue,0.545496557,0.436850132,33233,0.651129901,0.284446183,0.355189119,,,,,,
Michigan,CLINTON COUNTY,2020,47910,21968,25098,62005,0.404773809,0.354294009,0.772679623,red,0.458526404,0.523857232,62024,0.772442925,0.404649813,0.354185477,,,,,,
Ohio,MONTGOMERY COUNTY,2020,261952,131592,126085,414980,0.30383392,0.317104439,0.63124006,blue,0.502351576,0.48132864,372139,0.703909023,0.338811573,0.353609807,,,,,,
Florida,SARASOTA COUNTY,2020,270575,120110,148370,372818,0.397968982,0.322167921,0.725756267,red,0.443906495,0.548350735,340092,0.795593545,0.436264305,0.353169142,,,,,,
