,year,state,state_po,county,total,dem,gop,AGE18PLUS_TOT
380,2012,North Carolina,NC,MACON COUNTY,16861,5712,10835,27346
381,2012,North Carolina,NC,MADISON COUNTY,10113,4484,5404,16883
382,2012,North Carolina,NC,MARTIN COUNTY,12652,6583,5995,18783
383,2012,North Carolina,NC,MECKLENBURG COUNTY,448900,272262,171668,725739
384,2012,North Carolina,NC,MITCHELL COUNTY,7765,1838,5806,12439
385,2012,North Carolina,NC,MONTGOMERY COUNTY,11231,4706,6404,20961
386,2012,North Carolina,NC,MOORE COUNTY,46415,16505,29495,70977
387,2012,North Carolina,NC,NASH COUNTY,48492,24313,23842,73211
388,2012,North Carolina,NC,NEW HANOVER COUNTY,103628,48668,53385,167848
389,2012,North Carolina,NC,NORTHAMPTON COUNTY,10756,7232,3483,17112
390,2012,North Carolina,NC,ONSLOW COUNTY,51435,18490,32243,143686
391,2012,North Carolina,NC,ORANGE COUNTY,76757,53901,21539,109557
392,2012,North Carolina,NC,PAMLICO COUNTY,6762,2647,4051,10775
393,2012,North Carolina,NC,PASQUOTANK COUNTY,18107,10282,7633,31361
394,2012,North Carolina,NC,PENDER COUNTY,24527,9632,14617,41749
395,2012,North Carolina,NC,PERQUIMANS COUNTY,6652,2759,3822,10901
396,2012,North Carolina,NC,PERSON COUNTY,19106,8418,10496,30457
397,2012,North Carolina,NC,PITT COUNTY,78856,41843,36214,134569
398,2012,North Carolina,NC,POLK COUNTY,10389,4013,6236,16601
399,2012,North Carolina,NC,RANDOLPH COUNTY,60715,14773,45160,108112
400,2012,North Carolina,NC,RICHMOND COUNTY,19417,9904,9332,35220
401,2012,North Carolina,NC,ROBESON COUNTY,42946,24988,17510,99806
402,2012,North Carolina,NC,ROCKINGHAM COUNTY,42020,16351,25227,72920
403,2012,North Carolina,NC,ROWAN COUNTY,62312,22650,38775,105754
404,2012,North Carolina,NC,RUTHERFORD COUNTY,28702,9374,18954,52632
405,2012,North Carolina,NC,SAMPSON COUNTY,26174,11566,14422,47739
406,2012,North Carolina,NC,SCOTLAND COUNTY,14156,8215,5831,27419
407,2012,North Carolina,NC,STANLY COUNTY,28717,8431,19904,47099
408,2012,North Carolina,NC,STOKES COUNTY,21619,6018,15237,36866
409,2012,North Carolina,NC,SURRY COUNTY,29470,9112,19923,56556
410,2012,North Carolina,NC,SWAIN COUNTY,5728,2618,2976,10817
411,2012,North Carolina,NC,TRANSYLVANIA COUNTY,16763,6826,9634,27247
412,2012,North Carolina,NC,TYRRELL COUNTY,1783,837,930,3361
413,2012,North Carolina,NC,UNION COUNTY,94728,32473,61107,146918
414,2012,North Carolina,NC,VANCE COUNTY,20854,13323,7429,33995
415,2012,North Carolina,NC,WAKE COUNTY,486427,267262,211596,709633
416,2012,North Carolina,NC,WARREN COUNTY,10162,6978,3140,16773
417,2012,North Carolina,NC,WASHINGTON COUNTY,6499,3833,2622,9908
418,2012,North Carolina,NC,WATAUGA COUNTY,27674,13002,13861,45029
419,2012,North Carolina,NC,WAYNE COUNTY,51352,23314,27641,94166
420,2012,North Carolina,NC,WILKES COUNTY,29145,8148,20515,53847
421,2012,North Carolina,NC,WILSON COUNTY,39109,20875,17954,61834
422,2012,North Carolina,NC,YADKIN COUNTY,16813,3957,12578,29575
423,2012,North Carolina,NC,YANCEY COUNTY,9451,3981,5278,14193
424,2012,Ohio,OH,ADAMS COUNTY,11089,3976,6865,21310
425,2012,Ohio,OH,ALLEN COUNTY,48235,17913,29502,80492
426,2012,Ohio,OH,ASHLAND COUNTY,24330,8281,15519,40889
427,2012,Ohio,OH,ASHTABULA COUNTY,43064,23803,18298,77186
428,2012,Ohio,OH,ATHENS COUNTY,27638,18307,8543,54648
429,2012,Ohio,OH,AUGLAIZE COUNTY,23405,5831,17169,34467
430,2012,Ohio,OH,BELMONT COUNTY,31564,14156,16758,56257
431,2012,Ohio,OH,BROWN COUNTY,19392,7107,11916,33671
432,2012,Ohio,OH,BUTLER COUNTY,170191,62388,105176,279499
433,2012,Ohio,OH,CARROLL COUNTY,13262,5543,7315,22149
434,2012,Ohio,OH,CHAMPAIGN COUNTY,18421,7044,11045,30129
435,2012,Ohio,OH,CLARK COUNTY,64144,31298,31816,105431
436,2012,Ohio,OH,CLERMONT COUNTY,96273,30458,64208,149833
437,2012,Ohio,OH,CLINTON COUNTY,18144,5791,12009,31708
438,2012,Ohio,OH,COLUMBIANA COUNTY,46051,19821,25251,83963
439,2012,Ohio,OH,COSHOCTON COUNTY,15739,6940,8390,28142
440,2012,Ohio,OH,CRAWFORD COUNTY,19803,7507,11852,33146
441,2012,Ohio,OH,CUYAHOGA COUNTY,644281,447232,190651,987899
442,2012,Ohio,OH,DARKE COUNTY,25401,6826,18108,39602
443,2012,Ohio,OH,DEFIANCE COUNTY,18288,7732,10176,29409
444,2012,Ohio,OH,DELAWARE COUNTY,98761,37292,60194,130003
445,2012,Ohio,OH,ERIE COUNTY,39405,21793,16952,60038
446,2012,Ohio,OH,FAIRFIELD COUNTY,72068,29890,41034,110052
447,2012,Ohio,OH,FAYETTE COUNTY,11020,4249,6620,21798
448,2012,Ohio,OH,FRANKLIN COUNTY,570983,346336,215987,914410
449,2012,Ohio,OH,FULTON COUNTY,21268,9073,11738,31813
450,2012,Ohio,OH,GALLIA COUNTY,12595,4557,7750,23643
451,2012,Ohio,OH,GEAUGA COUNTY,50997,19659,30589,70330
452,2012,Ohio,OH,GREENE COUNTY,83490,32256,49819,129613
453,2012,Ohio,OH,GUERNSEY COUNTY,16814,7450,8993,30646
454,2012,Ohio,OH,HAMILTON COUNTY,418894,219927,193326,615257
455,2012,Ohio,OH,HANCOCK COUNTY,35694,12564,22443,58079
456,2012,Ohio,OH,HARDIN COUNTY,12449,4619,7489,24301
457,2012,Ohio,OH,HARRISON COUNTY,7141,2950,4019,12293
458,2012,Ohio,OH,HENRY COUNTY,14236,5658,8257,20982
459,2012,Ohio,OH,HIGHLAND COUNTY,17839,6049,11410,32371
460,2012,Ohio,OH,HOCKING COUNTY,12728,6157,6285,22473
461,2012,Ohio,OH,HOLMES COUNTY,11536,2608,8702,28555
462,2012,Ohio,OH,HURON COUNTY,24663,11006,13060,44131
463,2012,Ohio,OH,JACKSON COUNTY,13381,5166,7904,24904
464,2012,Ohio,OH,JEFFERSON COUNTY,33069,15385,17034,54981
465,2012,Ohio,OH,KNOX COUNTY,28388,10470,17266,46482
466,2012,Ohio,OH,LAKE COUNTY,118404,57680,58744,180218
467,2012,Ohio,OH,LAWRENCE COUNTY,25833,10744,14651,47878
468,2012,Ohio,OH,LICKING COUNTY,81390,34201,45503,127209
469,2012,Ohio,OH,LOGAN COUNTY,21137,7062,13633,34268
470,2012,Ohio,OH,LORAIN COUNTY,143253,81464,59405,231421
471,2012,Ohio,OH,LUCAS COUNTY,210218,136616,69940,334534
472,2012,Ohio,OH,MADISON COUNTY,17517,6845,10342,33686
473,2012,Ohio,OH,MAHONING COUNTY,121310,77059,42641,186483
474,2012,Ohio,OH,MARION COUNTY,27352,12504,14265,52196
475,2012,Ohio,OH,MEDINA COUNTY,90783,38785,50418,131378
476,2012,Ohio,OH,MEIGS COUNTY,10218,4027,5895,18294
477,2012,Ohio,OH,MERCER COUNTY,21661,4745,16561,30179
478,2012,Ohio,OH,MIAMI COUNTY,51936,16383,34606,78641
479,2012,Ohio,OH,MONROE COUNTY,6782,3035,3548,11450
480,2012,Ohio,OH,MONTGOMERY COUNTY,266278,137139,124841,413364
481,2012,Ohio,OH,MORGAN COUNTY,6129,2814,3179,11545
482,2012,Ohio,OH,MORROW COUNTY,16184,5933,9865,26144
483,2012,Ohio,OH,MUSKINGUM COUNTY,37085,17001,19264,65576
484,2012,Ohio,OH,NOBLE COUNTY,5872,2131,3563,11902
485,2012,Ohio,OH,OTTAWA COUNTY,22456,11503,10538,32971
486,2012,Ohio,OH,PAULDING COUNTY,9128,3538,5354,14560
487,2012,Ohio,OH,PERRY COUNTY,14984,7033,7627,26998
488,2012,Ohio,OH,PICKAWAY COUNTY,24123,9684,14037,43380
489,2012,Ohio,OH,PIKE COUNTY,11581,5684,5685,21471
490,2012,Ohio,OH,PORTAGE COUNTY,76239,39453,35242,129075
491,2012,Ohio,OH,PREBLE COUNTY,20169,6211,13535,31937
492,2012,Ohio,OH,PUTNAM COUNTY,18372,4318,13721,25391
493,2012,Ohio,OH,RICHLAND COUNTY,57715,22687,33867,95591
494,2012,Ohio,OH,ROSS COUNTY,30083,14569,15008,60216
495,2012,Ohio,OH,SANDUSKY COUNTY,28994,14541,13755,46065
496,2012,Ohio,OH,SCIOTO COUNTY,31161,15077,15492,61313
497,2012,Ohio,OH,SENECA COUNTY,25262,11353,13243,43227
498,2012,Ohio,OH,SHELBY COUNTY,23866,6343,17142,36045
499,2012,Ohio,OH,STARK COUNTY,181477,89432,88581,291227
500,2012,Ohio,OH,SUMMIT COUNTY,267711,153037,111000,421318
501,2012,Ohio,OH,TRUMBULL COUNTY,101719,61672,38279,162546
502,2012,Ohio,OH,TUSCARAWAS COUNTY,41613,18407,22242,70985
503,2012,Ohio,OH,UNION COUNTY,25567,8805,16289,38755
504,2012,Ohio,OH,VAN WERT COUNTY,13866,4029,9585,21658
505,2012,Ohio,OH,VINTON COUNTY,5467,2436,2856,10130
506,2012,Ohio,OH,WARREN COUNTY,111004,32909,76561,159358
507,2012,Ohio,OH,WASHINGTON COUNTY,29499,11651,17284,48887
508,2012,Ohio,OH,WAYNE COUNTY,51064,19808,30251,86416
509,2012,Ohio,OH,WILLIAMS COUNTY,17706,7266,10047,28735
510,2012,Ohio,OH,WOOD COUNTY,63948,32802,29704,101547
511,2012,Ohio,OH,WYANDOT COUNTY,10572,4137,6180,17151
512,2012,Pennsylvania,PA,ADAMS COUNTY,42457,15091,26767,79633
513,2012,Pennsylvania,PA,ALLEGHENY COUNTY,622081,352687,262039,993203
514,2012,Pennsylvania,PA,ARMSTRONG COUNTY,29602,9045,20142,54566
515,2012,Pennsylvania,PA,BEAVER COUNTY,80474,37055,42344,136107
516,2012,Pennsylvania,PA,BEDFORD COUNTY,21697,4788,16702,39161
517,2012,Pennsylvania,PA,BERKS COUNTY,170320,83011,84702,317469
518,2012,Pennsylvania,PA,BLAIR COUNTY,50241,16276,33319,100271
519,2012,Pennsylvania,PA,BRADFORD COUNTY,23426,8624,14410,48884
520,2012,Pennsylvania,PA,BUCKS COUNTY,321016,160521,156579,487358
521,2012,Pennsylvania,PA,BUTLER COUNTY,89445,28550,59761,145073
522,2012,Pennsylvania,PA,CAMBRIA COUNTY,60526,24249,35163,114172
523,2012,Pennsylvania,PA,CAMERON COUNTY,2111,724,1359,4069
524,2012,Pennsylvania,PA,CARBON COUNTY,25581,11580,13504,51653
525,2012,Pennsylvania,PA,CENTRE COUNTY,69626,34176,34001,131314
526,2012,Pennsylvania,PA,CHESTER COUNTY,251973,124311,124840,384264
527,2012,Pennsylvania,PA,CLARION COUNTY,16186,5056,10828,31873
528,2012,Pennsylvania,PA,CLEARFIELD COUNTY,31967,11121,20347,65604
529,2012,Pennsylvania,PA,CLINTON COUNTY,13265,5734,7303,31518
530,2012,Pennsylvania,PA,COLUMBIA COUNTY,25623,10937,14236,54807
531,2012,Pennsylvania,PA,CRAWFORD COUNTY,35388,13883,20901,68666
532,2012,Pennsylvania,PA,CUMBERLAND COUNTY,110814,44367,64809,190304
533,2012,Pennsylvania,PA,DAUPHIN COUNTY,124008,64965,57450,208810
534,2012,Pennsylvania,PA,DELAWARE COUNTY,285564,171792,110853,432854
535,2012,Pennsylvania,PA,ELK COUNTY,13238,5463,7579,25157
536,2012,Pennsylvania,PA,ERIE COUNTY,118619,68036,49025,218870
537,2012,Pennsylvania,PA,FAYETTE COUNTY,48505,21971,26018,108427
538,2012,Pennsylvania,PA,FOREST COUNTY,2312,896,1383,6713
539,2012,Pennsylvania,PA,FRANKLIN COUNTY,63078,18995,43260,115952
540,2012,Pennsylvania,PA,FULTON COUNTY,6195,1310,4814,11532
541,2012,Pennsylvania,PA,GREENE COUNTY,14464,5852,8428,30642
542,2012,Pennsylvania,PA,HUNTINGDON COUNTY,17639,5409,11979,37065
543,2012,Pennsylvania,PA,INDIANA COUNTY,36321,14473,21257,71924
544,2012,Pennsylvania,PA,JEFFERSON COUNTY,18097,4787,13048,35231
545,2012,Pennsylvania,PA,JUNIATA COUNTY,9535,2547,6862,18904
546,2012,Pennsylvania,PA,LACKAWANNA COUNTY,98015,61838,35085,170971
547,2012,Pennsylvania,PA,LANCASTER COUNTY,222436,88481,130669,398399
548,2012,Pennsylvania,PA,LAWRENCE COUNTY,39036,17513,21047,71352
549,2012,Pennsylvania,PA,LEBANON COUNTY,56580,19900,35872,104301
550,2012,Pennsylvania,PA,LEHIGH COUNTY,147002,78283,66874,272795
551,2012,Pennsylvania,PA,LUZERNE COUNTY,124439,64307,58325,257460
552,2012,Pennsylvania,PA,LYCOMING COUNTY,46493,15203,30658,93017
553,2012,Pennsylvania,PA,MCKEAN COUNTY,15108,5297,9545,34201
554,2012,Pennsylvania,PA,MERCER COUNTY,50863,24232,25925,91567
555,2012,Pennsylvania,PA,MIFFLIN COUNTY,16371,4273,11939,36038
556,2012,Pennsylvania,PA,MONROE COUNTY,62917,35221,26867,131195
557,2012,Pennsylvania,PA,MONTGOMERY COUNTY,412200,233356,174381,627455
558,2012,Pennsylvania,PA,MONTOUR COUNTY,7831,3053,4652,14586
559,2012,Pennsylvania,PA,NORTHAMPTON COUNTY,130735,67606,61446,235813
560,2012,Pennsylvania,PA,NORTHUMBERLAND COUNTY,33212,13072,19518,75336
561,2012,Pennsylvania,PA,PERRY COUNTY,19128,5685,13120,35532
562,2012,Pennsylvania,PA,PHILADELPHIA COUNTY,690327,588806,96467,1206515
563,2012,Pennsylvania,PA,PIKE COUNTY,23279,10210,12786,44501
564,2012,Pennsylvania,PA,POTTER COUNTY,7242,1897,5231,13741
565,2012,Pennsylvania,PA,SCHUYLKILL COUNTY,57727,24546,32278,118022
566,2012,Pennsylvania,PA,SNYDER COUNTY,15002,4687,10073,31170
567,2012,Pennsylvania,PA,SOMERSET COUNTY,33942,9436,23984,62526
568,2012,Pennsylvania,PA,SULLIVAN COUNTY,2949,1034,1868,5478
569,2012,Pennsylvania,PA,SUSQUEHANNA COUNTY,18044,6935,10800,34277
570,2012,Pennsylvania,PA,TIOGA COUNTY,17004,5357,11342,33874
571,2012,Pennsylvania,PA,UNION COUNTY,16268,6109,9896,36961
572,2012,Pennsylvania,PA,VENANGO COUNTY,22167,7945,13815,42956
573,2012,Pennsylvania,PA,WARREN COUNTY,17299,6995,10010,32985
574,2012,Pennsylvania,PA,WASHINGTON COUNTY,94750,40345,53230,166214
575,2012,Pennsylvania,PA,WAYNE COUNTY,21607,8396,12896,42712
576,2012,Pennsylvania,PA,WESTMORELAND COUNTY,169572,63722,103932,292970
577,2012,Pennsylvania,PA,WYOMING COUNTY,11872,5061,6587,22414
578,2012,Pennsylvania,PA,YORK COUNTY,189229,73191,113304,337644
579,2012,Wisconsin,WI,ADAMS COUNTY,10287,5542,4644,17253
580,2012,Wisconsin,WI,ASHLAND COUNTY,8372,5399,2820,12217
581,2012,Wisconsin,WI,BARRON COUNTY,22692,10890,11443,35774
582,2012,Wisconsin,WI,BAYFIELD COUNTY,9788,6033,3603,12265
583,2012,Wisconsin,WI,BROWN COUNTY,128928,62526,64836,190494
584,2012,Wisconsin,WI,BUFFALO COUNTY,7039,3570,3364,10473
585,2012,Wisconsin,WI,BURNETT COUNTY,8677,3986,4550,12435
586,2012,Wisconsin,WI,CALUMET COUNTY,26420,11489,14539,36653
587,2012,Wisconsin,WI,CHIPPEWA COUNTY,30932,15237,15322,48464
588,2012,Wisconsin,WI,CLARK COUNTY,13801,6172,7412,24298
589,2012,Wisconsin,WI,COLUMBIA COUNTY,30546,17175,13026,43651
590,2012,Wisconsin,WI,CRAWFORD COUNTY,7817,4629,3067,12967
591,2012,Wisconsin,WI,DANE COUNTY,304181,216071,83644,395075
592,2012,Wisconsin,WI,DODGE COUNTY,44488,18762,25211,69337
593,2012,Wisconsin,WI,DOOR COUNTY,17671,9357,8121,22721
594,2012,Wisconsin,WI,DOUGLAS COUNTY,22894,14863,7705,34518
595,2012,Wisconsin,WI,DUNN COUNTY,21992,11316,10224,34993
596,2012,Wisconsin,WI,EAU CLAIRE COUNTY,54806,30666,23256,79995
597,2012,Wisconsin,WI,FLORENCE COUNTY,2625,953,1645,3641
598,2012,Wisconsin,WI,FOND DU LAC COUNTY,53402,22379,30355,79173
599,2012,Wisconsin,WI,FOREST COUNTY,4648,2425,2172,7245
600,2012,Wisconsin,WI,GRANT COUNTY,24248,13594,10255,40212
601,2012,Wisconsin,WI,GREEN COUNTY,19322,11206,7857,28113
602,2012,Wisconsin,WI,GREEN LAKE COUNTY,9675,3793,5782,14654
603,2012,Wisconsin,WI,IOWA COUNTY,12534,8105,4287,17905
604,2012,Wisconsin,WI,IRON COUNTY,3632,1784,1790,4928
605,2012,Wisconsin,WI,JACKSON COUNTY,9313,5298,3900,15860
606,2012,Wisconsin,WI,JEFFERSON COUNTY,44281,20158,23517,64951
607,2012,Wisconsin,WI,JUNEAU COUNTY,11827,6242,5411,21232
608,2012,Wisconsin,WI,KENOSHA COUNTY,80897,44867,34977,125617
609,2012,Wisconsin,WI,KEWAUNEE COUNTY,11037,5153,5747,15839
610,2012,Wisconsin,WI,LA CROSSE COUNTY,63462,36693,25751,92326
611,2012,Wisconsin,WI,LAFAYETTE COUNTY,7952,4536,3314,12578
612,2012,Wisconsin,WI,LANGLADE COUNTY,10519,4573,5816,15589
613,2012,Wisconsin,WI,LINCOLN COUNTY,15216,7563,7455,22603
614,2012,Wisconsin,WI,MANITOWOC COUNTY,42617,20403,21604,63247
615,2012,Wisconsin,WI,MARATHON COUNTY,69862,32363,36617,102176
616,2012,Wisconsin,WI,MARINETTE COUNTY,20777,9882,10619,33135
617,2012,Wisconsin,WI,MARQUETTE COUNTY,8105,4014,3992,12234
618,2012,Wisconsin,WI,MENOMINEE COUNTY,1377,1191,179,2948
619,2012,Wisconsin,WI,MILWAUKEE COUNTY,492576,332438,154924,719037
620,2012,Wisconsin,WI,MONROE COUNTY,19485,9515,9675,33372
621,2012,Wisconsin,WI,OCONTO COUNTY,19859,8865,10741,29427
622,2012,Wisconsin,WI,ONEIDA COUNTY,21652,10452,10917,29289
623,2012,Wisconsin,WI,OUTAGAMIE COUNTY,94596,45659,47372,135003
624,2012,Wisconsin,WI,OZAUKEE COUNTY,55817,19159,36077,67367
625,2012,Wisconsin,WI,PEPIN COUNTY,3699,1876,1794,5692
626,2012,Wisconsin,WI,PIERCE COUNTY,21020,10235,10397,31909
627,2012,Wisconsin,WI,POLK COUNTY,22573,10073,12094,33664
628,2012,Wisconsin,WI,PORTAGE COUNTY,39337,22075,16615,56214
629,2012,Wisconsin,WI,PRICE COUNTY,7901,3887,3884,11291
630,2012,Wisconsin,WI,RACINE COUNTY,103364,53008,49347,147415
631,2012,Wisconsin,WI,RICHLAND COUNTY,8655,4969,3573,13806
632,2012,Wisconsin,WI,ROCK COUNTY,80690,49219,30517,121182
633,2012,Wisconsin,WI,RUSK COUNTY,7191,3397,3676,11215
634,2012,Wisconsin,WI,ST. CROIX COUNTY,46225,19910,25503,62297
635,2012,Wisconsin,WI,SAUK COUNTY,31927,18736,12838,47710
636,2012,Wisconsin,WI,SAWYER COUNTY,9025,4486,4442,13167
637,2012,Wisconsin,WI,SHAWANO COUNTY,20279,9000,11022,32301
638,2012,Wisconsin,WI,SHEBOYGAN COUNTY,62651,27918,34072,88028
639,2012,Wisconsin,WI,TAYLOR COUNTY,9512,3763,5601,15385
640,2012,Wisconsin,WI,TREMPEALEAU COUNTY,13481,7605,5707,22191
641,2012,Wisconsin,WI,VERNON COUNTY,14269,8044,5942,22125
642,2012,Wisconsin,WI,VILAS COUNTY,13842,5951,7749,17617
643,2012,Wisconsin,WI,WALWORTH COUNTY,52303,22552,29006,79562
644,2012,Wisconsin,WI,WASHBURN COUNTY,9287,4447,4699,12666
645,2012,Wisconsin,WI,WASHINGTON COUNTY,78742,23166,54765,101302
646,2012,Wisconsin,WI,WAUKESHA COUNTY,243856,78779,162798,302259
647,2012,Wisconsin,WI,WAUPACA COUNTY,28840,11578,17002,40626
648,2012,Wisconsin,WI,WAUSHARA COUNTY,12048,5335,6562,19707
649,2012,Wisconsin,WI,WINNEBAGO COUNTY,89173,45449,42122,132715
650,2012,Wisconsin,WI,WOOD COUNTY,38900,18581,19704,57894
651,2016,Arizona,AZ,APACHE COUNTY,27661,17083,8240,51444
652,2016,Arizona,AZ,COCHISE COUNTY,50015,17450,28092,98115
653,2016,Arizona,AZ,COCONINO COUNTY,59784,32404,21108,110766
654,2016,Arizona,AZ,GILA COUNTY,22312,7003,14182,42473
655,2016,Arizona,AZ,GRAHAM COUNTY,12134,3301,8025,27365
656,2016,Arizona,AZ,GREENLEE COUNTY,3270,1092,1892,6932
657,2016,Arizona,AZ,LA PAZ COUNTY,5951,1575,4003,17134
658,2016,Arizona,AZ,MARICOPA COUNTY,1567834,702907,747361,3211784
659,2016,Arizona,AZ,MOHAVE COUNTY,79943,17455,58282,168670
660,2016,Arizona,AZ,NAVAJO COUNTY,40294,16459,20577,78948
661,2016,Arizona,AZ,PIMA COUNTY,421640,224661,167428,798525
662,2016,Arizona,AZ,PINAL COUNTY,129546,47892,72819,319021
663,2016,Arizona,AZ,SANTA CRUZ COUNTY,16433,11690,3897,33574
664,2016,Arizona,AZ,YAVAPAI COUNTY,114450,35590,71330,186705
665,2016,Arizona,AZ,YUMA COUNTY,53010,24605,25165,154398
666,2016,Florida,FL,ALACHUA COUNTY,128571,75820,46834,216324
667,2016,Florida,FL,BAKER COUNTY,12634,2112,10294,21036
668,2016,Florida,FL,BAY COUNTY,87453,21797,62194,143792
669,2016,Florida,FL,BRADFORD COUNTY,12098,2924,8913,21360
670,2016,Florida,FL,BREVARD COUNTY,314752,119679,181848,469858
671,2016,Florida,FL,BROWARD COUNTY,831951,553320,260951,1503029
672,2016,Florida,FL,CALHOUN COUNTY,6081,1241,4655,11361
673,2016,Florida,FL,CHARLOTTE COUNTY,96374,33445,60218,155315
674,2016,Florida,FL,CITRUS COUNTY,79700,22789,54456,121666
675,2016,Florida,FL,CLAY COUNTY,106483,27822,74963,157749
676,2016,Florida,FL,COLLIER COUNTY,170789,61085,105423,300908
677,2016,Florida,FL,COLUMBIA COUNTY,28707,7601,20368,53985
678,2016,Florida,FL,DESOTO COUNTY,10818,3781,6778,29152
679,2016,Florida,FL,DIXIE COUNTY,7202,1270,5822,13422
680,2016,Florida,FL,DUVAL COUNTY,432695,205704,211672,715756
681,2016,Florida,FL,ESCAMBIA COUNTY,152469,57461,88808,246051
682,2016,Florida,FL,FLAGLER COUNTY,57503,22026,33850,88616
683,2016,Florida,FL,FRANKLIN COUNTY,6015,1744,4125,9894
684,2016,Florida,FL,GADSDEN COUNTY,22113,15020,6728,35965
685,2016,Florida,FL,GILCHRIST COUNTY,8420,1458,6740,14010
686,2016,Florida,FL,GLADES COUNTY,4353,1271,2996,11267
687,2016,Florida,FL,GULF COUNTY,7293,1720,5329,13585
688,2016,Florida,FL,HAMILTON COUNTY,5460,1904,3443,11558
689,2016,Florida,FL,HARDEE COUNTY,7583,2149,5242,20066
690,2016,Florida,FL,HENDRY COUNTY,11115,4615,6195,29269
691,2016,Florida,FL,HERNANDO COUNTY,93796,31795,58970,148492
692,2016,Florida,FL,HIGHLANDS COUNTY,45686,14937,29565,84435
693,2016,Florida,FL,HILLSBOROUGH COUNTY,597660,307896,266870,1079573
694,2016,Florida,FL,HOLMES COUNTY,8514,853,7483,15479
695,2016,Florida,FL,INDIAN RIVER COUNTY,80009,29043,48620,125738
696,2016,Florida,FL,JACKSON COUNTY,21041,6397,14257,39266
697,2016,Florida,FL,JEFFERSON COUNTY,7645,3541,3930,11490
698,2016,Florida,FL,LAFAYETTE COUNTY,3392,518,2809,6967
699,2016,Florida,FL,LAKE COUNTY,170462,62838,102188,269170
700,2016,Florida,FL,LEE COUNTY,326420,124908,191551,591528
701,2016,Florida,FL,LEON COUNTY,152132,92068,53821,232906
702,2016,Florida,FL,LEVY COUNTY,19395,5101,13775,31965
703,2016,Florida,FL,LIBERTY COUNTY,3296,651,2543,6770
704,2016,Florida,FL,MADISON COUNTY,8505,3526,4851,14763
705,2016,Florida,FL,MANATEE COUNTY,178958,71224,101944,304163
706,2016,Florida,FL,MARION COUNTY,174700,62041,107833,282224
707,2016,Florida,FL,MARTIN COUNTY,85792,30185,53204,131941
708,2016,Florida,FL,MIAMI-DADE COUNTY,980204,624146,333999,2136591
709,2016,Florida,FL,MONROE COUNTY,42478,18971,21904,65262
710,2016,Florida,FL,NASSAU COUNTY,46607,10869,34266,63967
711,2016,Florida,FL,OKALOOSA COUNTY,100855,23780,71893,155689
712,2016,Florida,FL,OKEECHOBEE COUNTY,13653,3959,9356,31844
713,2016,Florida,FL,ORANGE COUNTY,546275,329894,195216,1027167
714,2016,Florida,FL,OSCEOLA COUNTY,140206,85458,50301,254067
715,2016,Florida,FL,PALM BEACH COUNTY,662332,374673,272402,1169482
716,2016,Florida,FL,PASCO COUNTY,241139,90142,142101,405866
717,2016,Florida,FL,PINELLAS COUNTY,492403,233701,239201,799732
718,2016,Florida,FL,POLK COUNTY,284314,117433,157430,516535
719,2016,Florida,FL,PUTNAM COUNTY,33117,10094,22138,56775
720,2016,Florida,FL,ST. JOHNS COUNTY,136514,43099,88684,183188
721,2016,Florida,FL,ST. LUCIE COUNTY,140847,66881,70289,243687
722,2016,Florida,FL,SANTA ROSA COUNTY,87745,18464,65339,132035
723,2016,Florida,FL,SARASOTA COUNTY,229063,97870,124438,352736
724,2016,Florida,FL,SEMINOLE COUNTY,224896,105914,109443,358741
725,2016,Florida,FL,SUMTER COUNTY,76665,22638,52730,113278
726,2016,Florida,FL,SUWANNEE COUNTY,18694,3964,14287,34651
727,2016,Florida,FL,TAYLOR COUNTY,9290,2152,6930,17751
728,2016,Florida,FL,UNION COUNTY,5694,1014,4568,12334
729,2016,Florida,FL,VOLUSIA COUNTY,260869,109091,143007,434207
730,2016,Florida,FL,WAKULLA COUNTY,15351,4348,10512,25057
731,2016,Florida,FL,WALTON COUNTY,33637,6876,25756,52043
732,2016,Florida,FL,WASHINGTON COUNTY,11156,2264,8637,19576
733,2016,Georgia,GA,APPLING COUNTY,7012,1434,5494,13818
734,2016,Georgia,GA,ATKINSON COUNTY,2610,697,1878,5991
735,2016,Georgia,GA,BACON COUNTY,4020,608,3364,8377
736,2016,Georgia,GA,BAKER COUNTY,1440,650,775,2565
737,2016,Georgia,GA,BALDWIN COUNTY,16116,7970,7697,36554
738,2016,Georgia,GA,BANKS COUNTY,6975,684,6134,14112
739,2016,Georgia,GA,BARROW COUNTY,29060,6580,21108,56532
740,2016,Georgia,GA,BARTOW COUNTY,39550,8212,29911,77809
741,2016,Georgia,GA,BEN HILL COUNTY,5936,2101,3739,12860
742,2016,Georgia,GA,BERRIEN COUNTY,6590,1047,5422,14335
743,2016,Georgia,GA,BIBB COUNTY,62596,36787,24043,115278
744,2016,Georgia,GA,BLECKLEY COUNTY,4974,1101,3719,10224
745,2016,Georgia,GA,BRANTLEY COUNTY,6301,619,5567,14004
746,2016,Georgia,GA,BROOKS COUNTY,6336,2528,3701,12273
747,2016,Georgia,GA,BRYAN COUNTY,15173,4014,10529,25305
748,2016,Georgia,GA,BULLOCH COUNTY,25316,9261,15097,59707
749,2016,Georgia,GA,BURKE COUNTY,9351,4731,4491,16653
750,2016,Georgia,GA,BUTTS COUNTY,9514,2566,6717,18773
751,2016,Georgia,GA,CALHOUN COUNTY,2025,1179,830,5218
