,year,state,state_po,county,total,dem,gop,AGE18PLUS_TOT
752,2016,Georgia,GA,CAMDEN COUNTY,18901,5930,12310,39643
753,2016,Georgia,GA,CANDLER COUNTY,3763,1026,2664,8118
754,2016,Georgia,GA,CARROLL COUNTY,44121,12464,30029,88125
755,2016,Georgia,GA,CATOOSA COUNTY,26757,4771,20876,50744
756,2016,Georgia,GA,CHARLTON COUNTY,4016,1004,2951,10407
757,2016,Georgia,GA,CHATHAM COUNTY,112142,62290,45688,225508
758,2016,Georgia,GA,CHATTAHOOCHEE COUNTY,1390,594,751,7932
759,2016,Georgia,GA,CHATTOOGA COUNTY,8252,1613,6462,19295
760,2016,Georgia,GA,CHEROKEE COUNTY,112043,25231,80649,180408
761,2016,Georgia,GA,CLARKE COUNTY,44976,29603,12717,102981
762,2016,Georgia,GA,CLAY COUNTY,1273,697,566,2362
763,2016,Georgia,GA,CLAYTON COUNTY,92859,78220,12645,200211
764,2016,Georgia,GA,CLINCH COUNTY,2455,686,1727,4993
765,2016,Georgia,GA,COBB COUNTY,330819,160121,152912,566466
766,2016,Georgia,GA,COFFEE COUNTY,13915,4094,9588,32379
767,2016,Georgia,GA,COLQUITT COUNTY,13624,3463,9898,33362
768,2016,Georgia,GA,COLUMBIA COUNTY,64743,18887,43085,109624
769,2016,Georgia,GA,COOK COUNTY,6057,1753,4176,12693
770,2016,Georgia,GA,COWETA COUNTY,61745,16583,42533,105182
771,2016,Georgia,GA,CRAWFORD COUNTY,5176,1421,3635,9676
772,2016,Georgia,GA,CRISP COUNTY,7512,2837,4549,17273
773,2016,Georgia,GA,DADE COUNTY,6242,965,5051,13076
774,2016,Georgia,GA,DAWSON COUNTY,11765,1448,9900,18749
775,2016,Georgia,GA,DECATUR COUNTY,10286,4124,6020,20087
776,2016,Georgia,GA,DEKALB COUNTY,314757,251370,51468,571102
777,2016,Georgia,GA,DODGE COUNTY,7009,1839,5021,16697
778,2016,Georgia,GA,DOOLY COUNTY,3859,1872,1951,11339
779,2016,Georgia,GA,DOUGHERTY COUNTY,34087,23311,10232,68241
780,2016,Georgia,GA,DOUGLAS COUNTY,57738,31005,24817,104277
781,2016,Georgia,GA,EARLY COUNTY,4785,2168,2552,7712
782,2016,Georgia,GA,ECHOLS COUNTY,1182,156,1007,2885
783,2016,Georgia,GA,EFFINGHAM COUNTY,23458,4853,17874,42996
784,2016,Georgia,GA,ELBERT COUNTY,7987,2539,5292,14915
785,2016,Georgia,GA,EMANUEL COUNTY,7860,2435,5335,16750
786,2016,Georgia,GA,EVANS COUNTY,3613,1130,2404,7775
787,2016,Georgia,GA,FANNIN COUNTY,11812,1923,9632,20740
788,2016,Georgia,GA,FAYETTE COUNTY,60913,23284,35048,85184
789,2016,Georgia,GA,FLOYD COUNTY,34608,9159,24114,74026
790,2016,Georgia,GA,FORSYTH COUNTY,98221,23462,69851,157856
791,2016,Georgia,GA,FRANKLIN COUNTY,8502,1243,7054,17423
792,2016,Georgia,GA,FULTON COUNTY,431391,297051,117783,791381
793,2016,Georgia,GA,GILMER COUNTY,12773,1965,10477,23924
794,2016,Georgia,GA,GLASCOCK COUNTY,1390,138,1235,2281
795,2016,Georgia,GA,GLYNN COUNTY,34263,11775,21512,65111
796,2016,Georgia,GA,GORDON COUNTY,18959,3181,15191,42692
797,2016,Georgia,GA,GRADY COUNTY,9213,3013,6053,18596
798,2016,Georgia,GA,GREENE COUNTY,8852,3199,5490,13659
799,2016,Georgia,GA,GWINNETT COUNTY,328331,166153,146989,656182
800,2016,Georgia,GA,HABERSHAM COUNTY,16243,2483,13190,34053
801,2016,Georgia,GA,HALL COUNTY,70694,16180,51733,145065
802,2016,Georgia,GA,HANCOCK COUNTY,3580,2701,843,7252
803,2016,Georgia,GA,HARALSON COUNTY,11357,1475,9585,21864
804,2016,Georgia,GA,HARRIS COUNTY,16502,4086,11936,26275
805,2016,Georgia,GA,HART COUNTY,10117,2585,7286,20062
806,2016,Georgia,GA,HEARD COUNTY,4223,743,3370,8926
807,2016,Georgia,GA,HENRY COUNTY,98766,50057,45724,162602
808,2016,Georgia,GA,HOUSTON COUNTY,60079,22553,35430,112388
809,2016,Georgia,GA,IRWIN COUNTY,3670,891,2716,7284
810,2016,Georgia,GA,JACKSON COUNTY,27190,4491,21784,48496
811,2016,Georgia,GA,JASPER COUNTY,6045,1544,4360,10462
812,2016,Georgia,GA,JEFF DAVIS COUNTY,5096,901,4104,10936
813,2016,Georgia,GA,JEFFERSON COUNTY,6968,3821,3063,12000
814,2016,Georgia,GA,JENKINS COUNTY,3056,1123,1895,6957
815,2016,Georgia,GA,JOHNSON COUNTY,3686,1136,2519,7889
816,2016,Georgia,GA,JONES COUNTY,12551,3961,8305,21734
817,2016,Georgia,GA,LAMAR COUNTY,7612,2270,5190,14637
818,2016,Georgia,GA,LANIER COUNTY,2871,806,1984,7806
819,2016,Georgia,GA,LAURENS COUNTY,19530,6752,12411,35526
820,2016,Georgia,GA,LEE COUNTY,14143,3170,10646,21408
821,2016,Georgia,GA,LIBERTY COUNTY,16143,9556,6134,44090
822,2016,Georgia,GA,LINCOLN COUNTY,4102,1273,2759,6314
823,2016,Georgia,GA,LONG COUNTY,4117,1360,2626,13164
824,2016,Georgia,GA,LOWNDES COUNTY,37805,15064,21635,86994
825,2016,Georgia,GA,LUMPKIN COUNTY,12425,2220,9619,25693
826,2016,Georgia,GA,MCDUFFIE COUNTY,9268,3699,5432,15958
827,2016,Georgia,GA,MCINTOSH COUNTY,5903,2303,3487,11614
828,2016,Georgia,GA,MACON COUNTY,4287,2705,1540,10817
829,2016,Georgia,GA,MADISON COUNTY,11998,2425,9201,22177
830,2016,Georgia,GA,MARION COUNTY,3190,1213,1921,6628
831,2016,Georgia,GA,MERIWETHER COUNTY,9217,3804,5222,16446
832,2016,Georgia,GA,MILLER COUNTY,2544,623,1891,4516
833,2016,Georgia,GA,MITCHELL COUNTY,7880,3493,4279,17245
834,2016,Georgia,GA,MONROE COUNTY,12687,3571,8832,21306
835,2016,Georgia,GA,MONTGOMERY COUNTY,3576,847,2670,7090
836,2016,Georgia,GA,MORGAN COUNTY,9475,2663,6559,13986
837,2016,Georgia,GA,MURRAY COUNTY,12458,1800,10341,29465
838,2016,Georgia,GA,MUSCOGEE COUNTY,69032,39851,26976,147564
839,2016,Georgia,GA,NEWTON COUNTY,43987,21943,20913,78081
840,2016,Georgia,GA,OCONEE COUNTY,20149,5581,13425,27031
841,2016,Georgia,GA,OGLETHORPE COUNTY,6674,1831,4625,11542
842,2016,Georgia,GA,PAULDING COUNTY,64890,18025,44662,113430
843,2016,Georgia,GA,PEACH COUNTY,10752,5100,5413,21094
844,2016,Georgia,GA,PICKENS COUNTY,14038,1979,11651,24362
845,2016,Georgia,GA,PIERCE COUNTY,7311,903,6302,14314
846,2016,Georgia,GA,PIKE COUNTY,8725,1240,7278,13658
847,2016,Georgia,GA,POLK COUNTY,14215,2867,11014,30858
848,2016,Georgia,GA,PULASKI COUNTY,3605,1104,2437,9170
849,2016,Georgia,GA,PUTNAM COUNTY,9488,2758,6544,17059
850,2016,Georgia,GA,QUITMAN COUNTY,1044,461,575,1892
851,2016,Georgia,GA,RABUN COUNTY,7992,1444,6287,13551
852,2016,Georgia,GA,RANDOLPH COUNTY,2899,1598,1271,5660
853,2016,Georgia,GA,RICHMOND COUNTY,75515,48814,24461,155030
854,2016,Georgia,GA,ROCKDALE COUNTY,37869,23255,13478,66538
855,2016,Georgia,GA,SCHLEY COUNTY,1909,401,1472,3845
856,2016,Georgia,GA,SCREVEN COUNTY,5715,2300,3305,10994
857,2016,Georgia,GA,SEMINOLE COUNTY,3588,1189,2345,6631
858,2016,Georgia,GA,SPALDING COUNTY,25704,9357,15646,49108
859,2016,Georgia,GA,STEPHENS COUNTY,9815,1837,7686,19874
860,2016,Georgia,GA,STEWART COUNTY,2058,1222,805,5326
861,2016,Georgia,GA,SUMTER COUNTY,10974,5520,5276,23276
862,2016,Georgia,GA,TALBOT COUNTY,3246,2002,1196,5224
863,2016,Georgia,GA,TALIAFERRO COUNTY,897,545,349,1329
864,2016,Georgia,GA,TATTNALL COUNTY,6903,1681,5096,20113
865,2016,Georgia,GA,TAYLOR COUNTY,3408,1296,2064,6516
866,2016,Georgia,GA,TELFAIR COUNTY,3796,1313,2450,13186
867,2016,Georgia,GA,TERRELL COUNTY,4189,2267,1874,6797
868,2016,Georgia,GA,THOMAS COUNTY,18802,7142,11228,34103
869,2016,Georgia,GA,TIFT COUNTY,14219,4347,9584,30458
870,2016,Georgia,GA,TOOMBS COUNTY,9138,2338,6615,19825
871,2016,Georgia,GA,TOWNS COUNTY,6764,1210,5383,9899
872,2016,Georgia,GA,TREUTLEN COUNTY,2703,862,1809,5109
873,2016,Georgia,GA,TROUP COUNTY,26111,9713,15750,52463
874,2016,Georgia,GA,TURNER COUNTY,3398,1246,2095,6004
875,2016,Georgia,GA,TWIGGS COUNTY,4059,1971,2035,6641
876,2016,Georgia,GA,UNION COUNTY,12063,1963,9852,18950
877,2016,Georgia,GA,UPSON COUNTY,10934,3475,7292,20366
878,2016,Georgia,GA,WALKER COUNTY,23956,4215,18950,53314
879,2016,Georgia,GA,WALTON COUNTY,40698,8292,31125,67100
880,2016,Georgia,GA,WARE COUNTY,12184,3440,8513,27096
881,2016,Georgia,GA,WARREN COUNTY,2334,1314,991,4224
882,2016,Georgia,GA,WASHINGTON COUNTY,8461,4200,4149,15798
883,2016,Georgia,GA,WAYNE COUNTY,10413,2041,8153,22593
884,2016,Georgia,GA,WEBSTER COUNTY,1116,473,630,2070
885,2016,Georgia,GA,WHEELER COUNTY,2102,646,1421,6655
886,2016,Georgia,GA,WHITE COUNTY,11823,1674,9761,22898
887,2016,Georgia,GA,WHITFIELD COUNTY,30658,7937,21537,76512
888,2016,Georgia,GA,WILCOX COUNTY,2976,852,2096,7150
889,2016,Georgia,GA,WILKES COUNTY,4486,1848,2572,7685
890,2016,Georgia,GA,WILKINSON COUNTY,4287,1894,2333,6938
891,2016,Georgia,GA,WORTH COUNTY,8295,2020,6152,15942
892,2016,Michigan,MI,ALCONA COUNTY,6198,1732,4201,9034
893,2016,Michigan,MI,ALGER COUNTY,4518,1663,2585,7739
894,2016,Michigan,MI,ALLEGAN COUNTY,55786,18050,34183,86691
895,2016,Michigan,MI,ALPENA COUNTY,14698,4877,9090,23180
896,2016,Michigan,MI,ANTRIM COUNTY,13582,4448,8469,18803
897,2016,Michigan,MI,ARENAC COUNTY,7696,2384,4950,12396
898,2016,Michigan,MI,BARAGA COUNTY,3490,1156,2158,6959
899,2016,Michigan,MI,BARRY COUNTY,30329,9114,19202,46417
900,2016,Michigan,MI,BAY COUNTY,52977,21642,28328,82862
901,2016,Michigan,MI,BENZIE COUNTY,10228,4108,5539,14265
902,2016,Michigan,MI,BERRIEN COUNTY,72031,29495,38647,120215
903,2016,Michigan,MI,BRANCH COUNTY,17663,5061,11786,33214
904,2016,Michigan,MI,CALHOUN COUNTY,58902,24157,31494,103169
905,2016,Michigan,MI,CASS COUNTY,22595,7270,14243,40596
906,2016,Michigan,MI,CHARLEVOIX COUNTY,14589,5137,8674,21006
907,2016,Michigan,MI,CHEBOYGAN COUNTY,13672,4302,8683,21101
908,2016,Michigan,MI,CHIPPEWA COUNTY,15456,5379,9122,30722
909,2016,Michigan,MI,CLARE COUNTY,13389,4249,8505,24360
910,2016,Michigan,MI,CLINTON COUNTY,40655,16492,21636,59935
911,2016,Michigan,MI,CRAWFORD COUNTY,6844,2110,4354,11199
912,2016,Michigan,MI,DELTA COUNTY,18492,6436,11121,28856
913,2016,Michigan,MI,DICKINSON COUNTY,13165,3923,8580,20424
914,2016,Michigan,MI,EATON COUNTY,56221,24938,27609,85857
915,2016,Michigan,MI,EMMET COUNTY,18802,6972,10616,26335
916,2016,Michigan,MI,GENESEE COUNTY,196296,102751,84175,315004
917,2016,Michigan,MI,GLADWIN COUNTY,12472,3794,8124,20391
918,2016,Michigan,MI,GOGEBIC COUNTY,7329,2925,4018,12905
919,2016,Michigan,MI,GRAND TRAVERSE COUNTY,51589,20965,27413,73149
920,2016,Michigan,MI,GRATIOT COUNTY,16465,5666,9880,32608
921,2016,Michigan,MI,HILLSDALE COUNTY,19940,4799,14095,35662
922,2016,Michigan,MI,HOUGHTON COUNTY,15624,6018,8475,28955
923,2016,Michigan,MI,HURON COUNTY,15917,4579,10692,25404
924,2016,Michigan,MI,INGHAM COUNTY,131138,79110,43868,231854
925,2016,Michigan,MI,IONIA COUNTY,26854,8352,16635,49536
926,2016,Michigan,MI,IOSCO COUNTY,13361,4345,8345,21008
927,2016,Michigan,MI,IRON COUNTY,5910,2004,3675,9321
928,2016,Michigan,MI,ISABELLA COUNTY,25392,11404,12338,58857
929,2016,Michigan,MI,JACKSON COUNTY,69677,25795,39793,123719
930,2016,Michigan,MI,KALAMAZOO COUNTY,126299,67148,51034,204262
931,2016,Michigan,MI,KALKASKA COUNTY,8833,2280,6116,13567
932,2016,Michigan,MI,KENT COUNTY,308184,138683,148180,484905
933,2016,Michigan,MI,KEWEENAW COUNTY,1434,527,814,1791
934,2016,Michigan,MI,LAKE COUNTY,5328,1939,3159,9914
935,2016,Michigan,MI,LAPEER COUNTY,45183,12734,30037,69281
936,2016,Michigan,MI,LEELANAU COUNTY,14757,6774,7239,17933
937,2016,Michigan,MI,LENAWEE COUNTY,45939,16750,26430,77406
938,2016,Michigan,MI,LIVINGSTON COUNTY,105866,34384,65680,146897
939,2016,Michigan,MI,LUCE COUNTY,2579,681,1756,5269
940,2016,Michigan,MI,MACKINAC COUNTY,6097,2085,3744,8985
941,2016,Michigan,MI,MACOMB COUNTY,419312,176317,224665,681964
942,2016,Michigan,MI,MANISTEE COUNTY,12599,4979,6915,20134
943,2016,Michigan,MI,MARQUETTE COUNTY,32976,16042,14646,54478
944,2016,Michigan,MI,MASON COUNTY,14685,5281,8505,22882
945,2016,Michigan,MI,MECOSTA COUNTY,17168,5827,10305,35101
946,2016,Michigan,MI,MENOMINEE COUNTY,10768,3539,6702,18832
947,2016,Michigan,MI,MIDLAND COUNTY,42506,15635,23846,65366
948,2016,Michigan,MI,MISSAUKEE COUNTY,7317,1565,5386,11532
949,2016,Michigan,MI,MONROE COUNTY,74218,26863,43261,116568
950,2016,Michigan,MI,MONTCALM COUNTY,26609,7874,16907,48672
951,2016,Michigan,MI,MONTMORENCY COUNTY,5009,1287,3498,7834
952,2016,Michigan,MI,MUSKEGON COUNTY,78088,37304,36127,132512
953,2016,Michigan,MI,NEWAYGO COUNTY,22640,6212,15173,36992
954,2016,Michigan,MI,OAKLAND COUNTY,664614,343070,289203,981949
955,2016,Michigan,MI,OCEANA COUNTY,11930,3973,7228,20177
956,2016,Michigan,MI,OGEMAW COUNTY,10387,3030,6827,17003
957,2016,Michigan,MI,ONTONAGON COUNTY,3426,1176,2066,5193
958,2016,Michigan,MI,OSCEOLA COUNTY,10609,2705,7336,17854
959,2016,Michigan,MI,OSCODA COUNTY,4073,1044,2843,6693
960,2016,Michigan,MI,OTSEGO COUNTY,12538,3556,8266,19164
961,2016,Michigan,MI,OTTAWA COUNTY,142734,44973,88467,214472
962,2016,Michigan,MI,PRESQUE ISLE COUNTY,7218,2400,4488,10666
963,2016,Michigan,MI,ROSCOMMON COUNTY,13041,4287,8141,20198
964,2016,Michigan,MI,SAGINAW COUNTY,94320,44396,45469,150949
965,2016,Michigan,MI,ST. CLAIR COUNTY,78003,24553,49051,125264
966,2016,Michigan,MI,ST. JOSEPH COUNTY,23757,7526,14884,45668
967,2016,Michigan,MI,SANILAC COUNTY,19249,4873,13446,32390
968,2016,Michigan,MI,SCHOOLCRAFT COUNTY,4154,1369,2556,6615
969,2016,Michigan,MI,SHIAWASSEE COUNTY,34111,12546,19230,53719
970,2016,Michigan,MI,TUSCOLA COUNTY,25796,7429,17102,42150
971,2016,Michigan,MI,VAN BUREN COUNTY,33274,13258,17890,57381
972,2016,Michigan,MI,WASHTENAW COUNTY,188578,128483,50631,296678
973,2016,Michigan,MI,WAYNE COUNTY,777838,519444,228993,1340387
974,2016,Michigan,MI,WEXFORD COUNTY,15298,4436,10000,25295
975,2016,North Carolina,NC,ALAMANCE COUNTY,71157,29833,38815,124299
976,2016,North Carolina,NC,ALEXANDER COUNTY,18271,3767,13893,29458
977,2016,North Carolina,NC,ALLEGHANY COUNTY,5315,1306,3814,8993
978,2016,North Carolina,NC,ANSON COUNTY,10545,5859,4506,20168
979,2016,North Carolina,NC,ASHE COUNTY,13424,3500,9412,21748
980,2016,North Carolina,NC,AVERY COUNTY,8249,1689,6298,14741
981,2016,North Carolina,NC,BEAUFORT COUNTY,23938,8764,14543,37522
982,2016,North Carolina,NC,BERTIE COUNTY,9347,5778,3456,15899
983,2016,North Carolina,NC,BLADEN COUNTY,15897,7058,8550,26521
984,2016,North Carolina,NC,BRUNSWICK COUNTY,68351,23282,42720,105607
985,2016,North Carolina,NC,BUNCOMBE COUNTY,138947,75452,55716,206518
986,2016,North Carolina,NC,BURKE COUNTY,38920,11251,26238,72263
987,2016,North Carolina,NC,CABARRUS COUNTY,93289,35521,53819,149198
988,2016,North Carolina,NC,CALDWELL COUNTY,36320,8425,26621,64859
989,2016,North Carolina,NC,CAMDEN COUNTY,5006,1274,3546,7978
990,2016,North Carolina,NC,CARTERET COUNTY,37781,9939,26569,56435
991,2016,North Carolina,NC,CASWELL COUNTY,11070,4792,6026,18453
992,2016,North Carolina,NC,CATAWBA COUNTY,72351,21216,48324,121099
993,2016,North Carolina,NC,CHATHAM COUNTY,39849,21065,17105,55336
994,2016,North Carolina,NC,CHEROKEE COUNTY,14181,2860,10844,22912
995,2016,North Carolina,NC,CHOWAN COUNTY,7228,2992,4014,11270
996,2016,North Carolina,NC,CLAY COUNTY,6010,1367,4437,8894
997,2016,North Carolina,NC,CLEVELAND COUNTY,44673,14964,28479,75532
998,2016,North Carolina,NC,COLUMBUS COUNTY,23732,9063,14272,44107
999,2016,North Carolina,NC,CRAVEN COUNTY,47001,17630,27731,80046
1000,2016,North Carolina,NC,CUMBERLAND COUNTY,127506,71605,51265,250935
1001,2016,North Carolina,NC,CURRITUCK COUNTY,12669,2913,9163,19867
1002,2016,North Carolina,NC,DARE COUNTY,19609,7222,11460,28927
1003,2016,North Carolina,NC,DAVIDSON COUNTY,74856,18109,54317,127392
1004,2016,North Carolina,NC,DAVIE COUNTY,21756,5270,15602,32852
1005,2016,North Carolina,NC,DUPLIN COUNTY,20856,8283,12217,44754
1006,2016,North Carolina,NC,DURHAM COUNTY,156134,121250,28350,241907
1007,2016,North Carolina,NC,EDGECOMBE COUNTY,24886,16224,8261,41038
1008,2016,North Carolina,NC,FORSYTH COUNTY,178312,94464,75975,284250
1009,2016,North Carolina,NC,FRANKLIN COUNTY,30368,12874,16368,50196
1010,2016,North Carolina,NC,GASTON COUNTY,96431,31177,61798,166999
1011,2016,North Carolina,NC,GATES COUNTY,5392,2385,2874,9158
1012,2016,North Carolina,NC,GRAHAM COUNTY,4168,768,3283,6733
1013,2016,North Carolina,NC,GRANVILLE COUNTY,27353,12909,13591,46456
1014,2016,North Carolina,NC,GREENE COUNTY,8095,3605,4374,16665
1015,2016,North Carolina,NC,GUILFORD COUNTY,257405,149248,98062,406713
1016,2016,North Carolina,NC,HALIFAX COUNTY,25167,15748,9031,40695
1017,2016,North Carolina,NC,HARNETT COUNTY,46065,16737,27614,95718
1018,2016,North Carolina,NC,HAYWOOD COUNTY,30727,10473,18929,49240
1019,2016,North Carolina,NC,HENDERSON COUNTY,58176,19827,35809,91515
1020,2016,North Carolina,NC,HERTFORD COUNTY,10186,6910,3099,19517
1021,2016,North Carolina,NC,HOKE COUNTY,18230,9726,7760,38226
1022,2016,North Carolina,NC,HYDE COUNTY,2304,965,1288,4498
1023,2016,North Carolina,NC,IREDELL COUNTY,82567,24734,54754,132045
1024,2016,North Carolina,NC,JACKSON COUNTY,18713,7713,9870,35361
1025,2016,North Carolina,NC,JOHNSTON COUNTY,85909,28362,54372,141176
1026,2016,North Carolina,NC,JONES COUNTY,5135,2065,2974,7732
1027,2016,North Carolina,NC,LEE COUNTY,25084,10469,13712,44985
1028,2016,North Carolina,NC,LENOIR COUNTY,26807,12634,13613,44293
1029,2016,North Carolina,NC,LINCOLN COUNTY,40023,9897,28806,63688
1030,2016,North Carolina,NC,MCDOWELL COUNTY,19875,4667,14568,35606
1031,2016,North Carolina,NC,MACON COUNTY,17734,4876,12127,27761
1032,2016,North Carolina,NC,MADISON COUNTY,11269,3926,6783,17416
1033,2016,North Carolina,NC,MARTIN COUNTY,11964,5846,5897,18338
1034,2016,North Carolina,NC,MECKLENBURG COUNTY,472857,294562,155518,801668
1035,2016,North Carolina,NC,MITCHELL COUNTY,8096,1596,6282,12231
1036,2016,North Carolina,NC,MONTGOMERY COUNTY,11540,4150,7130,21025
1037,2016,North Carolina,NC,MOORE COUNTY,48692,16329,30490,75138
1038,2016,North Carolina,NC,NASH COUNTY,47665,23235,23319,72900
1039,2016,North Carolina,NC,NEW HANOVER COUNTY,111905,50979,55344,182415
1040,2016,North Carolina,NC,NORTHAMPTON COUNTY,9848,6144,3582,16473
1041,2016,North Carolina,NC,ONSLOW COUNTY,57135,17514,37122,145410
1042,2016,North Carolina,NC,ORANGE COUNTY,82340,59923,18557,114395
1043,2016,North Carolina,NC,PAMLICO COUNTY,6870,2448,4258,10738
1044,2016,North Carolina,NC,PASQUOTANK COUNTY,17391,8615,8180,30628
1045,2016,North Carolina,NC,PENDER COUNTY,27885,9354,17639,45662
1046,2016,North Carolina,NC,PERQUIMANS COUNTY,6708,2319,4177,10842
1047,2016,North Carolina,NC,PERSON COUNTY,19615,7833,11185,30875
1048,2016,North Carolina,NC,PITT COUNTY,80527,41824,35691,138700
1049,2016,North Carolina,NC,POLK COUNTY,10934,3735,6768,16995
1050,2016,North Carolina,NC,RANDOLPH COUNTY,64575,13194,49430,109935
1051,2016,North Carolina,NC,RICHMOND COUNTY,19328,8501,10383,34646
1052,2016,North Carolina,NC,ROBESON COUNTY,40858,19016,20762,99375
1053,2016,North Carolina,NC,ROCKINGHAM COUNTY,42278,14228,26830,72416
1054,2016,North Carolina,NC,ROWAN COUNTY,64369,19400,42810,107939
1055,2016,North Carolina,NC,RUTHERFORD COUNTY,30307,7512,21871,52385
1056,2016,North Carolina,NC,SAMPSON COUNTY,25928,10547,14838,47658
1057,2016,North Carolina,NC,SCOTLAND COUNTY,13928,7319,6256,27206
1058,2016,North Carolina,NC,STANLY COUNTY,29917,7094,21964,47503
1059,2016,North Carolina,NC,STOKES COUNTY,22550,4665,17116,37017
1060,2016,North Carolina,NC,SURRY COUNTY,32196,7488,23671,56424
1061,2016,North Carolina,NC,SWAIN COUNTY,6124,2196,3565,10983
1062,2016,North Carolina,NC,TRANSYLVANIA COUNTY,17869,6558,10520,28016
1063,2016,North Carolina,NC,TYRRELL COUNTY,1739,720,975,3251
1064,2016,North Carolina,NC,UNION COUNTY,105710,34337,66707,163569
1065,2016,North Carolina,NC,VANCE COUNTY,19977,12229,7332,33920
1066,2016,North Carolina,NC,WAKE COUNTY,527624,302736,196082,791792
1067,2016,North Carolina,NC,WARREN COUNTY,9842,6413,3214,16223
1068,2016,North Carolina,NC,WASHINGTON COUNTY,6165,3510,2564,9638
1069,2016,North Carolina,NC,WATAUGA COUNTY,29985,14138,13697,47124
1070,2016,North Carolina,NC,WAYNE COUNTY,50689,21770,27540,94607
1071,2016,North Carolina,NC,WILKES COUNTY,31296,6638,23752,54216
1072,2016,North Carolina,NC,WILSON COUNTY,38135,19663,17531,62380
1073,2016,North Carolina,NC,YADKIN COUNTY,17624,3160,13880,29585
1074,2016,North Carolina,NC,YANCEY COUNTY,9960,3196,6385,14296
1075,2016,Ohio,OH,ADAMS COUNTY,11359,2326,8659,21058
1076,2016,Ohio,OH,ALLEN COUNTY,45894,13294,30487,79417
1077,2016,Ohio,OH,ASHLAND COUNTY,24590,5740,17493,41260
1078,2016,Ohio,OH,ASHTABULA COUNTY,40867,15577,23318,76244
1079,2016,Ohio,OH,ATHENS COUNTY,29443,16370,11354,56549
1080,2016,Ohio,OH,AUGLAIZE COUNTY,23627,3980,18658,34642
1081,2016,Ohio,OH,BELMONT COUNTY,31122,8785,21108,55477
1082,2016,Ohio,OH,BROWN COUNTY,19607,4353,14573,33532
1083,2016,Ohio,OH,BUTLER COUNTY,173839,58642,106976,288234
1084,2016,Ohio,OH,CARROLL COUNTY,13074,3154,9254,21777
1085,2016,Ohio,OH,CHAMPAIGN COUNTY,18104,4594,12631,29931
1086,2016,Ohio,OH,CLARK COUNTY,61429,23328,35205,103976
1087,2016,Ohio,OH,CLERMONT COUNTY,99121,26715,67518,155252
1088,2016,Ohio,OH,CLINTON COUNTY,18675,4066,13838,32030
1089,2016,Ohio,OH,COLUMBIANA COUNTY,46201,12432,31676,82255
1090,2016,Ohio,OH,COSHOCTON COUNTY,15552,4013,10785,27954
1091,2016,Ohio,OH,CRAWFORD COUNTY,19237,4625,13611,32841
1092,2016,Ohio,OH,CUYAHOGA COUNTY,603822,398271,184211,989411
1093,2016,Ohio,OH,DARKE COUNTY,25484,4470,20012,39283
1094,2016,Ohio,OH,DEFIANCE COUNTY,18192,5368,11688,29319
1095,2016,Ohio,OH,DELAWARE COUNTY,103860,40872,57568,143685
1096,2016,Ohio,OH,ERIE COUNTY,37578,16057,19648,59544
1097,2016,Ohio,OH,FAIRFIELD COUNTY,72913,24881,44314,115868
1098,2016,Ohio,OH,FAYETTE COUNTY,11162,2739,7995,21863
1099,2016,Ohio,OH,FRANKLIN COUNTY,581140,351198,199331,975140
1100,2016,Ohio,OH,FULTON COUNTY,21225,6069,13709,32148
1101,2016,Ohio,OH,GALLIA COUNTY,12931,2628,9822,23252
1102,2016,Ohio,OH,GEAUGA COUNTY,49941,17569,30227,71807
1103,2016,Ohio,OH,GREENE COUNTY,81858,28943,48540,131208
1104,2016,Ohio,OH,GUERNSEY COUNTY,16557,4359,11445,30468
1105,2016,Ohio,OH,HAMILTON COUNTY,409109,215719,173665,622943
1106,2016,Ohio,OH,HANCOCK COUNTY,36023,9609,24183,58736
1107,2016,Ohio,OH,HARDIN COUNTY,12294,2920,8717,24088
1108,2016,Ohio,OH,HARRISON COUNTY,7079,1688,5098,12030
1109,2016,Ohio,OH,HENRY COUNTY,13932,3756,9301,20860
1110,2016,Ohio,OH,HIGHLAND COUNTY,18501,3773,14020,32601
1111,2016,Ohio,OH,HOCKING COUNTY,12838,3775,8497,22059
1112,2016,Ohio,OH,HOLMES COUNTY,11054,1788,8720,29765
1113,2016,Ohio,OH,HURON COUNTY,24834,7192,16226,44197
1114,2016,Ohio,OH,JACKSON COUNTY,13693,3226,9949,24742
1115,2016,Ohio,OH,JEFFERSON COUNTY,32201,9675,21117,53827
1116,2016,Ohio,OH,KNOX COUNTY,28687,8171,19131,46960
1117,2016,Ohio,OH,LAKE COUNTY,116246,46397,64255,182492
1118,2016,Ohio,OH,LAWRENCE COUNTY,26607,6974,18689,47260
1119,2016,Ohio,OH,LICKING COUNTY,82761,27376,51241,131730
1120,2016,Ohio,OH,LOGAN COUNTY,21571,4647,15957,34423
1121,2016,Ohio,OH,LORAIN COUNTY,140562,66949,66818,237861
1122,2016,Ohio,OH,LUCAS COUNTY,197556,110833,75698,332718
1123,2016,Ohio,OH,MADISON COUNTY,17290,4779,11631,34289
1124,2016,Ohio,OH,MAHONING COUNTY,115072,57381,53616,183519
1125,2016,Ohio,OH,MARION COUNTY,26322,7928,16961,51693
1126,2016,Ohio,OH,MEDINA COUNTY,91373,32182,54810,136343
1127,2016,Ohio,OH,MEIGS COUNTY,9985,2260,7309,18136
